#RevBayes version (1.0.2)
#Build from development (ac3593) on Mon Oct 17 10:49:29 CDT 2016
Iteration	Posterior	Likelihood	Prior	allopatry	clock_bg	d[1][1][1]	d[1][1][2]	d[1][1][3]	d[1][2][1]	d[1][2][2]	d[1][2][3]	d[1][3][1]	d[1][3][2]	d[1][3][3]	d[2][1][1]	d[2][1][2]	d[2][1][3]	d[2][2][1]	d[2][2][2]	d[2][2][3]	d[2][3][1]	d[2][3][2]	d[2][3][3]	e[1][1]	e[1][2]	e[1][3]	e[2][1]	e[2][2]	e[2][3]	rates[1]	rates[2]	subset_sympatry	widespread_sympatry
174	22.0045	-0.154151	22.1587	0.590254	0.0596431	0	0.0297435	0	0.00395077	0	0	0.013929	0.192726	0	0	0.118868	0	0.00440034	0	0	0.00172479	0.107694	0	0.00489146	0.00396444	0.03284	0.0310019	0.00464857	0.00691681	0.481034	2.19801	0.252928	0.156818
175	22.0983	-0.154151	22.2524	0.460481	0.129401	0	0.0297435	0	0.00348998	0	0	0.00665701	0.173835	0	0	0.143725	0	0.00350453	0	0	0.00172479	0.116854	0	0.00484813	0.0023337	0.0305482	0.0385119	0.00552881	0.00445059	0.481034	2.19801	0.350664	0.188854
176	19.9291	-0.154151	20.0833	0.448202	0.111183	0	0.0127944	0	0.00898254	0	0	0.00370571	0.208219	0	0	0.18906	0	0.00247971	0	0	0.00172479	0.129844	0	0.00764204	0.00277437	0.0349346	0.0278804	0.0112523	0.00547063	0.849846	2.963	0.499573	0.0522252
177	14.9064	-0.154151	15.0605	0.807031	0.243093	0	0.0111978	0	0.0214056	0	0	0.00370571	0.221518	0	0	0.266467	0	0.00382795	0	0	0.00214455	0.0902436	0	0.00983733	0.00276634	0.0349346	0.0278804	0.0070444	0.00248783	0.996433	3.05464	0.124498	0.0684712
178	13.6594	-0.154151	13.8136	0.886576	0.308721	0	0.0140712	0	0.0272601	0	0	0.00559472	0.322074	0	0	0.266467	0	0.00268133	0	0	0.00149368	0.0982767	0	0.0200977	0.00299823	0.0262419	0.0278804	0.00661506	0.00152717	1.02411	2.51842	0.0299479	0.0834758
179	16.2264	-0.154151	16.3805	0.426463	0.129394	0	0.00917637	0	0.0243342	0	0	0.00309069	0.322074	0	0	0.234498	0	0.00291995	0	0	0.00253579	0.0969764	0	0.0200977	0.00185641	0.0170792	0.0207507	0.00410803	0.00160324	1.85241	2.95573	0.151434	0.422102
180	15.7224	-0.154151	15.8766	0.829306	0.129394	0	0.0126505	0	0.0163079	0	0	0.00887224	0.250515	0	0	0.234498	0	0.00439664	0	0	0.00188853	0.220308	0	0.0275939	0.00145722	0.0276689	0.0148346	0.00377426	0.00212712	1.19166	2.95573	0.0642864	0.106408
181	14.6362	-0.154151	14.7904	0.568087	0.12936	0	0.0149658	0	0.0179265	0	0	0.0154825	0.161475	0	0	0.248067	0	0.00463549	0	0	0.00160709	0.180605	0	0.0189029	0.00173296	0.0253698	0.0222134	0.00402583	0.00146848	1.43465	3.47578	0.0580716	0.373841
182	14.2038	-0.154151	14.3579	0.17761	0.264308	0	0.0157584	0	0.00448404	0	0	0.0117767	0.120606	0	0	0.248067	0	0.00791403	0	0	0.00167803	0.129754	0	0.0357884	0.0019522	0.0215587	0.013755	0.00732502	0.00139608	2.11091	3.47578	0.0449019	0.777488
183	13.2598	-0.154151	13.4139	0.326815	0.276694	0	0.0135167	0	0.00312184	0	0	0.0161379	0.148473	0	0	0.233303	0	0.00791403	0	0	0.00167803	0.129754	0	0.0225132	0.0019522	0.0384225	0.00788693	0.0134472	0.00293018	2.64408	3.08442	0.499774	0.173412
184	18.7687	-0.154151	18.9228	0.390099	0.204241	0	0.0227932	0	0.00476214	0	0	0.0161379	0.0874893	0	0	0.200315	0	0.00802685	0	0	0.00267664	0.200773	0	0.0221629	0.00215816	0.0280069	0.0123166	0.0136391	0.00525568	1.54178	1.93717	0.439535	0.170367
185	10.7101	-0.154151	10.8643	0.07383	0.549678	0	0.0252568	0	0.00476214	0	0	0.0192994	0.0282606	0	0	0.236702	0	0.0104474	0	0	0.00349023	0.133198	0	0.0149394	0.00260379	0.0155371	0.0125566	0.0136391	0.00525568	1.93641	4.07002	0.50662	0.41955
186	15.1432	-0.154151	15.2973	0.360542	0.278069	0	0.0339122	0	0.00438215	0	0	0.0176848	0.0174325	0	0	0.172159	0	0.00640646	0	0	0.00349023	0.102964	0	0.0127105	0.0023719	0.012534	0.00936882	0.0157031	0.00525568	2.13014	4.07002	0.481424	0.158034
187	19.951	-0.154151	20.1051	0.164682	0.10655	0	0.0304894	0	0.00465348	0	0	0.0182949	0.0190426	0	0	0.172159	0	0.00388727	0	0	0.00349023	0.102964	0	0.0135606	0.0019129	0.012534	0.00978977	0.0157031	0.00850974	1.29322	3.46246	0.79508	0.0402377
188	18.6008	-0.154151	18.7549	0.608542	0.0594192	0	0.0312021	0	0.00345277	0	0	0.0178608	0.0144563	0	0	0.184323	0	0.00388727	0	0	0.00554154	0.10502	0	0.020933	0.00161983	0.012534	0.0120904	0.0150492	0.00799291	1.29322	3.97655	0.0217836	0.369675
189	13.6805	-0.154151	13.8347	0.771026	0.137164	0	0.0463434	0	0.00640258	0	0	0.0262397	0.0163693	0	0	0.184323	0	0.00224491	0	0	0.00560058	0.140443	0	0.0287418	0.00188461	0.0146721	0.0120904	0.0170445	0.011042	1.27169	3.97655	0.12211	0.106864
190	10.4232	-0.154151	10.5773	0.273931	0.0752249	0	0.0506627	0	0.00678858	0	0	0.0262397	0.0148465	0	0	0.175957	0	0.00194881	0	0	0.0061258	0.189603	0	0.0220081	0.00188461	0.00857368	0.0102265	0.0214923	0.00452419	0.482194	5.76024	0.664808	0.0612605
191	9.55998	-0.154151	9.71413	0.152926	0.178418	0	0.0697674	0	0.00547948	0	0	0.0283224	0.0158499	0	0	0.206746	0	0.00239886	0	0	0.00637047	0.189603	0	0.0215439	0.00188461	0.0117435	0.0087496	0.020993	0.00395997	0.425172	5.82892	0.786451	0.0606225
192	13.5709	-0.154151	13.725	0.0811164	0.102763	0	0.0784149	0	0.00732778	0	0	0.0427557	0.0238516	0	0	0.078272	0	0.00239886	0	0	0.00623767	0.0918038	0	0.0123664	0.0013023	0.012406	0.0087496	0.0108662	0.00395997	0.425172	5.82892	0.891761	0.0271227
193	12.1865	-0.154151	12.3406	0.211276	0.0348403	0	0.0563649	0	0.00597052	0	0	0.028703	0.0172358	0	0	0.0894317	0	0.00116311	0	0	0.00761146	0.0585709	0	0.0135315	0.00300792	0.0117895	0.00899873	0.0109621	0.00401465	0.425172	7.84325	0.775062	0.0136617
194	16.0737	-0.154151	16.2278	0.394647	0.0472282	0	0.0563649	0	0.00827714	0	0	0.028703	0.0164503	0	0	0.0807123	0	0.00116311	0	0	0.00761146	0.0794423	0	0.0191759	0.00214684	0.00635932	0.0102997	0.0144511	0.00434223	0.417922	5.79035	0.550963	0.0543896
195	18.5288	-0.154151	18.6829	0.135336	0.0350246	0	0.0632306	0	0.0106495	0	0	0.0307958	0.0269704	0	0	0.0468813	0	0.00116311	0	0	0.00325434	0.0947786	0	0.00986266	0.00137306	0.00832898	0.00772726	0.0111141	0.00337642	0.670168	5.94109	0.787637	0.077027
196	23.8073	-0.154151	23.9614	0.351204	0.0394758	0	0.0626861	0	0.00576357	0	0	0.019863	0.0520413	0	0	0.0468813	0	0.00117437	0	0	0.00323907	0.0678382	0	0.0117754	0.00222985	0.00832898	0.00663029	0.0111141	0.00508506	0.620851	4.31552	0.490805	0.157991
197	20.3107	-0.154151	20.4649	0.122918	0.0233019	0	0.0412928	0	0.00746087	0	0	0.0226367	0.0520413	0	0	0.0374418	0	0.00118275	0	0	0.00305048	0.0596707	0	0.0149594	0.003614	0.00832898	0.00440988	0.0135214	0.00559604	1.01576	6.0231	0.460421	0.416661
198	16.9163	-0.154151	17.0704	0.0922744	0.0407328	0	0.0914734	0	0.00475031	0	0	0.0226367	0.0480323	0	0	0.0541376	0	0.000807968	0	0	0.00616766	0.132279	0	0.0149594	0.00353087	0.0135254	0.00719267	0.00932857	0.00456074	2.42789	5.57729	0.42989	0.477835
199	16.0778	-0.154151	16.232	0.050777	0.0319651	0	0.149022	0	0.00306279	0	0	0.0316314	0.0264186	0	0	0.0886697	0	0.00101286	0	0	0.0101636	0.103506	0	0.0149594	0.00519203	0.010899	0.00871447	0.00932857	0.00287291	1.54104	5.57729	0.236561	0.712662
200	13.8076	-0.154151	13.9617	0.126761	0.038047	0	0.102823	0	0.00306279	0	0	0.0331331	0.0273922	0	0	0.129911	0	0.000518597	0	0	0.00575518	0.128749	0	0.0203528	0.00592004	0.010899	0.00871447	0.0190145	0.00194952	2.0715	5.57729	0.0276318	0.845608
201	18.8646	-0.154151	19.0187	0.46317	0.0382283	0	0.102823	0	0.00376214	0	0	0.0331331	0.0403443	0	0	0.106075	0	0.000310073	0	0	0.00575518	0.0336875	0	0.0270777	0.00592004	0.0114174	0.0102809	0.00774967	0.000987403	2.21475	2.81736	0.108509	0.428321
202	17.8895	-0.154151	18.0436	0.360327	0.028883	0	0.102823	0	0.00928243	0	0	0.0253627	0.0403443	0	0	0.170273	0	0.000253742	0	0	0.0136422	0.0292217	0	0.0208652	0.00440799	0.0173272	0.00784959	0.00919314	0.000726017	1.16308	3.54996	0.32107	0.318603
203	20.0781	-0.154151	20.2322	0.106811	0.0299767	0	0.0612642	0	0.0141834	0	0	0.0177414	0.0460697	0	0	0.105737	0	0.000233235	0	0	0.0215153	0.0538423	0	0.0141608	0.00658667	0.0173272	0.0088556	0.0108727	0.00162561	0.916882	2.06862	0.34265	0.550539
204	22.5462	-0.154151	22.7003	0.0802824	0.0387473	0	0.0379227	0	0.00867028	0	0	0.0168241	0.031158	0	0	0.161589	0	0.000391499	0	0	0.0215153	0.0477654	0	0.0136611	0.00643816	0.0123294	0.00737873	0.0108727	0.00216863	0.722594	2.24888	0.387877	0.531841
205	25.1862	-0.154151	25.3404	0.158496	0.0337909	0	0.0188268	0	0.00342057	0	0	0.0196965	0.0268293	0	0	0.101032	0	0.000562629	0	0	0.013008	0.0409625	0	0.00852223	0.00924989	0.00821985	0.00466823	0.00550589	0.00116497	0.823772	2.66894	0.686574	0.15493
206	24.0168	-0.154151	24.171	0.0210999	0.0601944	0	0.022005	0	0.00467205	0	0	0.0219242	0.0328406	0	0	0.152971	0	0.000281901	0	0	0.0115006	0.0351475	0	0.0121522	0.00924989	0.00821985	0.00466823	0.00582347	0.00187642	0.832869	2.66894	0.938624	0.0402763
207	20.4265	-0.154151	20.5807	0.0205262	0.0738141	0	0.022005	0	0.00414961	0	0	0.0199906	0.0328406	0	0	0.188853	0	0.000281901	0	0	0.0163427	0.0329924	0	0.0195043	0.00924989	0.00821985	0.00425525	0.00440156	0.00230832	1.24348	3.51652	0.663404	0.31607
208	21.5923	-0.154151	21.7465	0.0207819	0.0669911	0	0.0385747	0	0.00344752	0	0	0.0166475	0.0336928	0	0	0.119524	0	0.000420025	0	0	0.010364	0.0329924	0	0.0230507	0.00316941	0.00751736	0.00332921	0.00440156	0.00404116	0.632656	4.10019	0.723203	0.256015
209	23.5282	-0.154151	23.6823	0.0625251	0.0457554	0	0.0385747	0	0.00198021	0	0	0.0202586	0.0205618	0	0	0.0702602	0	0.000402756	0	0	0.00658354	0.043675	0	0.0230507	0.00274649	0.016752	0.0051379	0.00440156	0.00464209	0.295554	4.10019	0.162179	0.775296
210	26.7202	-0.154151	26.8743	0.13693	0.0545764	0	0.0232084	0	0.00198021	0	0	0.0307134	0.0282782	0	0	0.0496332	0	0.000411032	0	0	0.00623086	0.0674024	0	0.0224758	0.00454101	0.0197347	0.00483224	0.00241486	0.00437096	0.576294	1.91536	0.463552	0.399517
211	26.6694	-0.154151	26.8235	0.0712055	0.0888933	0	0.0260433	0	0.00173045	0	0	0.0307134	0.0268726	0	0	0.0682014	0	0.000342075	0	0	0.00849228	0.0591459	0	0.0117306	0.00596779	0.0163723	0.00428548	0.00354981	0.00363712	0.392524	1.54341	0.184198	0.744596
212	26.1911	-0.154151	26.3452	0.239924	0.0852288	0	0.020633	0	0.00279337	0	0	0.0205368	0.0268726	0	0	0.0484721	0	0.000472155	0	0	0.0119592	0.0761355	0	0.0152986	0.00611067	0.0211284	0.00684987	0.015828	0.00225635	0.388618	1.06339	0.164664	0.595411
213	26.9766	-0.154151	27.1307	0.0760619	0.0754033	0	0.022658	0	0.00392892	0	0	0.0223238	0.0243197	0	0	0.0320053	0	0.000472155	0	0	0.00853654	0.129268	0	0.0064219	0.00934111	0.0226594	0.00404555	0.00747153	0.00269713	0.388618	1.39725	0.457773	0.466165
214	21.5638	-0.154151	21.7179	0.0100003	0.109603	0	0.0154747	0	0.00466887	0	0	0.0378698	0.0258535	0	0	0.0344343	0	0.000705119	0	0	0.00853654	0.13807	0	0.00599477	0.0119348	0.032332	0.00404555	0.026386	0.00269713	0.388618	1.46635	0.30785	0.68215
215	20.2312	-0.154151	20.3853	0.0390825	0.15451	0	0.0169779	0	0.00702687	0	0	0.0536671	0.0293572	0	0	0.0245511	0	0.000607123	0	0	0.010736	0.269399	0	0.00599477	0.0111105	0.0245649	0.00390716	0.0265019	0.00292502	0.562971	1.17987	0.311109	0.649808
216	21.5682	-0.154151	21.7223	0.0917429	0.100474	0	0.0217265	0	0.00946928	0	0	0.0322976	0.0407178	0	0	0.0245511	0	0.000481227	0	0	0.0159608	0.268018	0	0.00454977	0.0169359	0.0159167	0.00390716	0.0205913	0.00750394	0.838156	2.09789	0.125964	0.782293
217	23.7348	-0.154151	23.889	0.113894	0.0969965	0	0.0131046	0	0.00705299	0	0	0.0256516	0.0301224	0	0	0.0245511	0	0.000520453	0	0	0.0141649	0.109044	0	0.00178114	0.0244209	0.0120715	0.00478028	0.029062	0.00603358	0.933843	2.09789	0.156377	0.729729
218	26.5014	-0.154151	26.6556	0.142428	0.0558037	0	0.0131046	0	0.00444117	0	0	0.0195029	0.0300572	0	0	0.0664926	0	0.000870108	0	0	0.0139341	0.135858	0	0.00145549	0.0275714	0.0101695	0.0044989	0.0206146	0.00949158	0.582382	1.1874	0.258482	0.59909
219	25.0706	-0.154151	25.2248	0.132957	0.0359338	0	0.0464199	0	0.00788508	0	0	0.0187533	0.0322062	0	0	0.0736068	0	0.000440506	0	0	0.00957757	0.107372	0	0.001565	0.0275714	0.0101695	0.00453903	0.0206146	0.021256	0.395923	1.62142	0.462935	0.404108
220	24.1475	-0.154151	24.3017	0.175936	0.0358883	0	0.0146091	0	0.0134378	0	0	0.029835	0.0468087	0	0	0.0977214	0	0.000667157	0	0	0.0136579	0.0874746	0	0.001565	0.0230974	0.00876513	0.00327839	0.0273807	0.0119441	0.413884	1.31297	0.580526	0.243538
221	22.8065	-0.154151	22.9607	0.420005	0.0501448	0	0.0194722	0	0.0134378	0	0	0.0385738	0.0221897	0	0	0.0769025	0	0.000608625	0	0	0.0123802	0.0715829	0	0.00127103	0.0230974	0.0109404	0.00470258	0.0323951	0.016709	0.413884	0.638849	0.487905	0.0920894
222	21.2415	-0.154151	21.3956	0.613437	0.00971939	0	0.0432235	0	0.0134378	0	0	0.0385738	0.0219973	0	0	0.0996478	0	0.0002977	0	0	0.0123802	0.0670743	0	0.00144857	0.0229465	0.0168932	0.00470258	0.0340357	0.0204183	0.413884	0.456234	0.251345	0.135218
223	21.0311	-0.154151	21.1852	0.429657	0.00821257	0	0.0660788	0	0.00982344	0	0	0.0431114	0.0421156	0	0	0.058964	0	0.000595278	0	0	0.0123802	0.0609686	0	0.0011409	0.0276223	0.0251431	0.00470258	0.0340357	0.0204183	0.524839	0.456234	0.408935	0.161409
224	17.4129	-0.154151	17.5671	0.671053	0.00917145	0	0.0731628	0	0.00982344	0	0	0.0472299	0.0421156	0	0	0.058964	0	0.000949605	0	0	0.0156926	0.088797	0	0.0011409	0.0426286	0.0148543	0.00341794	0.0520127	0.0194069	0.223448	0.456234	0.0347754	0.294172
225	18.0415	-0.154151	18.1956	0.659949	0.00902866	0	0.102445	0	0.00708316	0	0	0.0465887	0.0333405	0	0	0.0356142	0	0.000725494	0	0	0.0193141	0.088797	0	0.00117677	0.0442127	0.0205173	0.00415247	0.0520127	0.0155318	0.355768	0.329033	0.0359492	0.304102
226	20.5817	-0.154151	20.7359	0.920908	0.00635071	0	0.102445	0	0.007544	0	0	0.0458614	0.0333405	0	0	0.038376	0	0.000638642	0	0	0.0126034	0.0778809	0	0.00108269	0.0404997	0.0212379	0.00225486	0.0424763	0.0155318	0.439666	0.323003	0.00129402	0.0777982
227	22.7066	-0.154151	22.8608	0.800879	0.0080687	0	0.0789478	0	0.00541967	0	0	0.0458614	0.0333405	0	0	0.0266828	0	0.000667306	0	0	0.0160028	0.0478634	0	0.00132473	0.0187656	0.0146502	0.00138569	0.053719	0.0148562	0.71037	0.439963	0.00236381	0.196757
228	21.5801	-0.154151	21.7343	0.185588	0.00875163	0	0.0604262	0	0.0104412	0	0	0.0494216	0.031213	0	0	0.118566	0	0.000779597	0	0	0.00972563	0.0478634	0	0.00278481	0.0187656	0.0240649	0.00158064	0.053719	0.00781252	0.737352	0.505692	0.000882978	0.813529
229	22.4189	-0.154151	22.573	0.185399	0.0372839	0	0.0703726	0	0.0177865	0	0	0.0343966	0.0232762	0	0	0.212419	0	0.00142353	0	0	0.00651738	0.0588638	0	0.00227376	0.0187656	0.01879	0.000968299	0.0468287	0.00647724	0.496548	0.701479	0.00190185	0.812699
230	24.4427	-0.154151	24.5969	0.362446	0.0285927	0	0.0703726	0	0.0174434	0	0	0.0277928	0.0486559	0	0	0.104406	0	0.00108319	0	0	0.0101344	0.0490382	0	0.00227376	0.0187656	0.01879	0.000595629	0.0360438	0.00989748	0.395986	0.701742	0.0145094	0.623045
231	24.1265	-0.154151	24.2806	0.46846	0.026084	0	0.0515766	0	0.019515	0	0	0.0128161	0.0366727	0	0	0.135994	0	0.00134137	0	0	0.0136283	0.037463	0	0.00325381	0.0189438	0.0156729	0.000595629	0.0448066	0.0143266	0.697375	0.967445	0.0242144	0.507325
232	24.6164	-0.154151	24.7705	0.559986	0.0404543	0	0.0515766	0	0.019515	0	0	0.00854181	0.0329581	0	0	0.137176	0	0.00172737	0	0	0.0150777	0.0480169	0	0.00247951	0.0189438	0.0260444	0.000513448	0.034458	0.00929354	0.915364	0.967445	0.018014	0.422
233	22.8781	-0.154151	23.0323	0.779453	0.0151572	0	0.0485522	0	0.0279409	0	0	0.0104029	0.0430016	0	0	0.137176	0	0.00121937	0	0	0.0166234	0.0933653	0	0.0031925	0.0190381	0.0260444	0.000319366	0.0350712	0.00929354	0.637262	1.58868	0.0163198	0.204227
234	23.7639	-0.154151	23.9181	0.347122	0.0137629	0	0.0608732	0	0.0245714	0	0	0.0255413	0.0427298	0	0	0.223801	0	0.00152463	0	0	0.0210991	0.0884467	0	0.00349049	0.00999576	0.00772769	0.000299343	0.0350712	0.0125454	0.878073	0.706449	0.0317489	0.621129
235	25.3696	-0.154151	25.5237	0.648457	0.0181708	0	0.0641633	0	0.0258647	0	0	0.0210048	0.0346194	0	0	0.137831	0	0.00120288	0	0	0.0118101	0.117383	0	0.00349049	0.00999576	0.00852509	0.000102341	0.0275685	0.0193952	0.567504	0.817116	0.0630021	0.288541
236	26.7995	-0.154151	26.9536	0.815801	0.0190595	0	0.0966036	0	0.0142944	0	0	0.028958	0.0900489	0	0	0.130976	0	0.00157341	0	0	0.0112359	0.0913187	0	0.00349049	0.00999576	0.00852509	9.06684e-05	0.0105814	0.0159796	0.483938	0.718353	0.0792609	0.104938
237	24.3254	-0.154151	24.4796	0.833793	0.0546871	0	0.190546	0	0.0215775	0	0	0.028958	0.132391	0	0	0.168517	0	0.0022229	0	0	0.00983302	0.0812481	0	0.00676761	0.00948068	0.00772909	8.81688e-05	0.0105678	0.015526	0.483938	1.00024	0.116492	0.0497149
238	24.7997	-0.154151	24.9539	0.446103	0.0667067	0	0.251932	0	0.0189198	0	0	0.0227383	0.199084	0	0	0.113447	0	0.00206512	0	0	0.00903705	0.0717202	0	0.00672585	0.00539273	0.0123278	0.000116103	0.00723859	0.0131328	0.499642	1.14338	0.472666	0.0812309
239	27.4852	-0.154151	27.6393	0.784386	0.0443896	0	0.281288	0	0.0174961	0	0	0.0144755	0.197679	0	0	0.0958281	0	0.00160923	0	0	0.00903705	0.0664322	0	0.00541821	0.00539273	0.00229665	0.000116103	0.00996349	0.00966162	0.533237	0.922417	0.183993	0.0316205
240	30.2488	-0.154151	30.403	0.725548	0.0658213	0	0.132044	0	0.00996393	0	0	0.0140792	0.197679	0	0	0.104358	0	0.00200535	0	0	0.00967972	0.0235329	0	0.00958958	0.00470832	0.0023959	0.000105654	0.00619705	0.0082062	0.533237	0.635266	0.170192	0.104261
241	29.0842	-0.154151	29.2383	0.656453	0.0711459	0	0.135067	0	0.013952	0	0	0.0192636	0.197679	0	0	0.069569	0	0.0013579	0	0	0.015924	0.0251217	0	0.00958958	0.00403763	0.002647	9.83141e-05	0.00237959	0.0082062	1.126	0.422401	0.213038	0.130509
242	29.8172	-0.154151	29.9713	0.260794	0.043855	0	0.135067	0	0.00724288	0	0	0.0289777	0.197679	0	0	0.0442772	0	0.00200121	0	0	0.0109414	0.0254618	0	0.00709847	0.00549897	0.00322661	6.77057e-05	0.00237959	0.00350311	1.51364	0.650504	0.342091	0.397116
243	27.0021	-0.154151	27.1562	0.495313	0.037134	0	0.293749	0	0.011332	0	0	0.0254532	0.160655	0	0	0.0761958	0	0.0014928	0	0	0.00965753	0.062374	0	0.00438783	0.0087593	0.00452169	8.69902e-05	0.00124098	0.00508528	1.51364	1.06447	0.124546	0.380142
244	24.5246	-0.154151	24.6788	0.449663	0.0392131	0	0.23874	0	0.0155672	0	0	0.0386135	0.0841855	0	0	0.0351115	0	0.0014928	0	0	0.0134553	0.062374	0	0.00571169	0.00926015	0.0059714	8.69902e-05	0.00309454	0.00686782	1.51364	1.58232	0.140855	0.409482
245	23.6685	-0.154151	23.8226	0.136956	0.057291	0	0.254899	0	0.0210195	0	0	0.0394203	0.071599	0	0	0.0317072	0	0.0014928	0	0	0.0183158	0.0369749	0	0.00435003	0.0099677	0.0059714	5.34869e-05	0.00455521	0.00286921	0.939607	2.0523	0.390751	0.472293
246	25.6247	-0.154151	25.7789	0.0499201	0.0630183	0	0.106633	0	0.0210195	0	0	0.0323697	0.0705672	0	0	0.0317072	0	0.00234333	0	0	0.0275991	0.0575891	0	0.00408991	0.0122269	0.0059714	2.63046e-05	0.00456158	0.00441539	0.667844	1.15675	0.155196	0.794884
247	29.0009	-0.154151	29.1551	0.00492283	0.103882	0	0.118868	0	0.0210195	0	0	0.0226944	0.0331879	0	0	0.0317072	0	0.00265719	0	0	0.0156785	0.0689021	0	0.00117764	0.00736889	0.00416274	1.71562e-05	0.00283599	0.00441539	0.615435	1.15675	0.657709	0.337368
248	27.3512	-0.154151	27.5054	0.0437111	0.193665	0	0.128152	0	0.0224897	0	0	0.0226944	0.0440948	0	0	0.0422426	0	0.00397671	0	0	0.0156785	0.050389	0	0.000780533	0.00532157	0.00550406	1.27335e-05	0.00283599	0.00357085	0.978494	1.01386	0.499139	0.45715
249	27.7255	-0.154151	27.8797	0.100612	0.120155	0	0.106643	0	0.0150552	0	0	0.0133874	0.0440948	0	0	0.0635387	0	0.00781644	0	0	0.0156785	0.172083	0	0.00191847	0.0057885	0.00800546	8.51838e-06	0.00474077	0.00294777	1.3021	1.35899	0.642648	0.256739
250	28.0602	-0.154151	28.2143	0.343062	0.11812	0	0.0951572	0	0.0228019	0	0	0.00587825	0.0440948	0	0	0.0454743	0	0.00466619	0	0	0.0172728	0.185734	0	0.00294984	0.0113363	0.00758488	1.12412e-05	0.00744458	0.00338028	1.3021	1.02982	0.24533	0.411607
251	26.4015	-0.154151	26.5557	0.181138	0.115857	0	0.0951572	0	0.0151892	0	0	0.00705955	0.113272	0	0	0.0441382	0	0.00646325	0	0	0.0205786	0.185734	0	0.00217374	0.0107825	0.00971208	1.61115e-05	0.013529	0.00376773	1.72157	0.704982	0.239164	0.579698
252	25.4627	-0.154151	25.6168	0.159226	0.113652	0	0.118715	0	0.0103835	0	0	0.00970396	0.0981454	0	0	0.0441382	0	0.00438629	0	0	0.0302572	0.159356	0	0.00217374	0.013233	0.00910888	1.49349e-05	0.0140314	0.00602619	1.72157	0.896893	0.724543	0.116232
253	27.9773	-0.154151	28.1314	0.638208	0.029693	0	0.094849	0	0.0103884	0	0	0.0110135	0.0557055	0	0	0.0522502	0	0.00250981	0	0	0.0185172	0.180333	0	0.00173971	0.0132459	0.00910888	3.11328e-05	0.0140314	0.00971173	1.11907	1.31135	0.288413	0.0733797
254	28.6362	-0.154151	28.7903	0.435193	0.0475702	0	0.094849	0	0.00923914	0	0	0.0161918	0.0193438	0	0	0.0522502	0	0.00356303	0	0	0.0140653	0.127839	0	0.00189568	0.0115288	0.00587894	4.50442e-05	0.0156944	0.00861228	1.11907	1.38966	0.492641	0.0721662
255	26.4616	-0.154151	26.6157	0.21047	0.13731	0	0.101763	0	0.0121497	0	0	0.0135613	0.01416	0	0	0.0466818	0	0.00356303	0	0	0.015364	0.127839	0	0.00161352	0.013447	0.00492259	4.19781e-05	0.0156944	0.00861228	1.34033	1.91025	0.754629	0.0349013
256	25.4266	-0.154151	25.5808	0.118999	0.256101	0	0.0310097	0	0.0129912	0	0	0.0190286	0.0166556	0	0	0.055296	0	0.00335152	0	0	0.015183	0.165033	0	0.00128171	0.00542467	0.00543933	7.55794e-05	0.0230446	0.0146109	1.24094	1.5885	0.851982	0.029019
257	25.0887	-0.154151	25.2429	0.182093	0.237916	0	0.0310097	0	0.012788	0	0	0.0120998	0.0302465	0	0	0.056666	0	0.00335152	0	0	0.0237134	0.142225	0	0.00182679	0.0133263	0.00749231	0.000109386	0.0276623	0.0111907	0.855701	1.09312	0.798454	0.0194525
258	23.7706	-0.154151	23.9247	0.523003	0.167237	0	0.0504392	0	0.00779152	0	0	0.0198049	0.0321102	0	0	0.0506957	0	0.00417128	0	0	0.0237134	0.147939	0	0.00540279	0.0257898	0.00749231	8.30578e-05	0.0276623	0.00975154	0.892722	1.08142	0.465653	0.0113446
259	19.0259	-0.154151	19.1801	0.589326	0.33266	0	0.0877867	0	0.00915671	0	0	0.0197258	0.0219408	0	0	0.0497161	0	0.00302133	0	0	0.035022	0.153113	0	0.00658522	0.0391668	0.00555446	8.30578e-05	0.0314715	0.00975154	0.892722	1.39357	0.390962	0.0197127
260	17.3063	-0.154151	17.4605	0.810729	0.111583	0	0.115782	0	0.0113555	0	0	0.0197258	0.0622614	0	0	0.0306752	0	0.00210312	0	0	0.0594125	0.248957	0	0.00688705	0.0296549	0.00817542	7.30647e-05	0.0314715	0.00975154	1.30002	1.39357	0.167193	0.0220774
261	17.8383	-0.154151	17.9924	0.750514	0.0741422	0	0.0750241	0	0.0113555	0	0	0.0171369	0.0604359	0	0	0.0485995	0	0.00180322	0	0	0.0594125	0.265312	0	0.00446466	0.0296549	0.00846851	8.13931e-05	0.0321041	0.0122517	1.2575	1.39357	0.220385	0.0291012
262	20.0236	-0.154151	20.1778	0.283669	0.0278456	0	0.0535061	0	0.00954243	0	0	0.0229745	0.0666656	0	0	0.0897897	0	0.00215812	0	0	0.0594125	0.101491	0	0.00187242	0.036526	0.00707119	8.13931e-05	0.0174324	0.0155022	0.843878	1.39357	0.695479	0.0208515
263	19.6711	-0.154151	19.8252	0.225752	0.0199558	0	0.0375429	0	0.0123584	0	0	0.0174144	0.0577771	0	0	0.0573532	0	0.00352329	0	0	0.0594125	0.0807373	0	0.000973606	0.036526	0.00647818	0.000145467	0.017279	0.0190993	0.748014	1.53765	0.759688	0.0145597
