#RevBayes version (1.0.2)
#Build from development (ac3593) on Mon Oct 17 10:49:29 CDT 2016
Iteration	Posterior	Likelihood	Prior	allopatry	clock_bg	d[1][1][1]	d[1][1][2]	d[1][1][3]	d[1][2][1]	d[1][2][2]	d[1][2][3]	d[1][3][1]	d[1][3][2]	d[1][3][3]	d[2][1][1]	d[2][1][2]	d[2][1][3]	d[2][2][1]	d[2][2][2]	d[2][2][3]	d[2][3][1]	d[2][3][2]	d[2][3][3]	e[1][1]	e[1][2]	e[1][3]	e[2][1]	e[2][2]	e[2][3]	rates[1]	rates[2]	subset_sympatry	widespread_sympatry
354	18.4414	-0.154151	18.5956	0.592713	0.205849	0	0.148983	0	0.0415414	0	0	0.0135503	0.000942595	0	0	0.0762104	0	0.0120963	0	0	0.00706224	0.0620237	0	0.00153952	0.0045148	0.000643442	0.00361951	0.00251611	0.0145275	0.866033	1.79216	0.0251925	0.382095
355	16.4442	-0.154151	16.5984	0.523953	0.292021	0	0.211608	0	0.0415414	0	0	0.0173966	0.000635159	0	0	0.108348	0	0.0115878	0	0	0.0109724	0.069765	0	0.00153952	0.00544465	0.00104365	0.00254265	0.00569525	0.0241827	1.01366	1.33929	0.177913	0.298134
356	15.3713	-0.154151	15.5255	0.844142	0.16453	0	0.211608	0	0.0283088	0	0	0.0173571	0.000885175	0	0	0.0587219	0	0.0122262	0	0	0.0202507	0.0663531	0	0.00153952	0.00679062	0.000929471	0.00315949	0.0135111	0.0381563	0.69652	1.96147	0.111458	0.0444006
357	10.8571	-0.154151	11.0113	0.868878	0.462314	0	0.147961	0	0.0308687	0	0	0.0173571	0.00100743	0	0	0.0574445	0	0.00701951	0	0	0.0255463	0.0967748	0	0.00092078	0.00500583	0.000719855	0.00315949	0.0214749	0.0246581	1.58682	2.74953	0.0570889	0.0740334
358	10.8299	-0.154151	10.984	0.820709	0.446337	0	0.0980167	0	0.0284901	0	0	0.0142638	0.00136033	0	0	0.0914308	0	0.00174377	0	0	0.0132369	0.0593588	0	0.000693279	0.0061597	0.000719855	0.00550509	0.0158985	0.0246581	1.78401	2.74953	0.0891992	0.0900921
359	18.5898	-0.154151	18.744	0.798118	0.253271	0	0.0521474	0	0.0228283	0	0	0.0142638	0.00158852	0	0	0.0434696	0	0.00385954	0	0	0.00985339	0.050748	0	0.000560277	0.00764402	0.000719855	0.00369898	0.00962872	0.0153237	1.23528	0.754016	0.11427	0.0876123
360	23.5262	-0.154151	23.6804	0.775235	0.219012	0	0.0521474	0	0.0228283	0	0	0.00662416	0.00263751	0	0	0.0384572	0	0.00251612	0	0	0.0125543	0.0457224	0	0.000484083	0.00593158	0.00054743	0.00474027	0.00585242	0.0153237	1.72181	1.34766	0.122976	0.101789
361	22.7635	-0.154151	22.9177	0.762163	0.159438	0	0.0497588	0	0.0252826	0	0	0.00442225	0.00270217	0	0	0.0915903	0	0.00181652	0	0	0.0111774	0.11526	0	0.000525145	0.00394839	0.00054743	0.0166392	0.00420233	0.0186729	1.84234	0.748984	0.144236	0.093601
362	25.169	-0.154151	25.3231	0.463888	0.129106	0	0.0634666	0	0.0227053	0	0	0.00865869	0.0034616	0	0	0.129221	0	0.000607077	0	0	0.0124373	0.102654	0	0.00103485	0.00311214	0.000632836	0.0137187	0.00420233	0.0186729	1.2025	0.810498	0.0877887	0.448323
363	25.3411	-0.154151	25.4953	0.575683	0.234423	0	0.0297221	0	0.0248375	0	0	0.00865869	0.00527868	0	0	0.0602149	0	0.000525019	0	0	0.00731858	0.0866324	0	0.000706804	0.00286181	0.000805655	0.0137187	0.00167134	0.0173831	1.2025	1.08155	0.0260285	0.398288
364	24.199	-0.154151	24.3532	0.216032	0.329052	0	0.0347386	0	0.0248375	0	0	0.00865869	0.00558468	0	0	0.0375389	0	0.000736636	0	0	0.00498254	0.0866324	0	0.000622536	0.00517337	0.00245265	0.0137187	0.00176837	0.0173831	1.39381	1.08155	0.0654308	0.718538
365	26.1568	-0.154151	26.311	0.0731953	0.195246	0	0.0221025	0	0.0261345	0	0	0.00705305	0.00332456	0	0	0.0319353	0	0.00114167	0	0	0.00584952	0.0666692	0	0.000778483	0.00776316	0.00280264	0.0213095	0.00174434	0.0106042	0.819939	1.08155	0.0179463	0.908858
366	24.4848	-0.154151	24.639	0.0410087	0.195246	0	0.0238067	0	0.0305364	0	0	0.0100045	0.00648781	0	0	0.0428487	0	0.000433324	0	0	0.0102989	0.0672229	0	0.000695114	0.00639206	0.00223927	0.0308368	0.00152796	0.00720798	0.819939	0.721695	0.0445913	0.9144
367	26.4293	-0.154151	26.5835	0.126062	0.0857131	0	0.0415735	0	0.023597	0	0	0.0109214	0.00302841	0	0	0.0613743	0	0.000433324	0	0	0.00197175	0.0536064	0	0.000900053	0.00768306	0.00163575	0.0308368	0.00151466	0.014296	0.513685	0.721695	0.0317743	0.842164
368	24.7487	-0.154151	24.9028	0.148084	0.0735215	0	0.0415735	0	0.0320139	0	0	0.0101859	0.00337987	0	0	0.0789545	0	0.000234356	0	0	0.00249264	0.0824028	0	0.000900053	0.0315735	0.0019969	0.0162842	0.00163196	0.020707	0.660274	0.797399	0.0408137	0.811103
369	22.6064	-0.154151	22.7605	0.076217	0.0412586	0	0.0519271	0	0.0433258	0	0	0.0101859	0.00283111	0	0	0.119836	0	0.000234356	0	0	0.00234912	0.107525	0	0.000900053	0.0274306	0.00228876	0.0226173	0.00145212	0.020707	0.837923	0.547642	0.176804	0.746979
370	25.2546	-0.154151	25.4087	0.0360299	0.0824291	0	0.0358349	0	0.0276318	0	0	0.00889868	0.00152297	0	0	0.0935653	0	0.000304478	0	0	0.00357665	0.146732	0	0.000988101	0.0274907	0.00228876	0.0207109	0.000974496	0.0124288	0.706222	0.693386	0.0984265	0.865544
371	25.236	-0.154151	25.3902	0.0120966	0.104788	0	0.0458573	0	0.0286313	0	0	0.00766324	0.00152297	0	0	0.0848774	0	0.000309252	0	0	0.0038764	0.211613	0	0.00123441	0.0274907	0.00228876	0.0207109	0.00160038	0.00609868	0.647986	0.759193	0.0624337	0.92547
372	26.5153	-0.154151	26.6694	0.00572423	0.215823	0	0.0406821	0	0.0261125	0	0	0.00766324	0.00186318	0	0	0.0848774	0	0.000221256	0	0	0.00300922	0.0714471	0	0.00167912	0.0329358	0.00228876	0.0181057	0.00169236	0.00588716	0.647986	1.15987	0.0295441	0.964732
373	26.8978	-0.154151	27.052	0.102059	0.0802487	0	0.0265902	0	0.0257799	0	0	0.00465585	0.00275273	0	0	0.0578523	0	0.000263267	0	0	0.00581109	0.133604	0	0.00110481	0.0329358	0.00228876	0.0144072	0.00185763	0.00925838	0.611043	1.31259	0.250764	0.647177
374	27.9256	-0.154151	28.0797	0.36871	0.0802487	0	0.0333847	0	0.0264299	0	0	0.00289034	0.00348228	0	0	0.040576	0	0.000321007	0	0	0.00581109	0.103161	0	0.000864505	0.0355518	0.000963451	0.00855057	0.00179231	0.00576144	0.407523	1.55575	0.249483	0.381807
375	28.9314	-0.154151	29.0856	0.151924	0.0998883	0	0.0345125	0	0.0269908	0	0	0.00229082	0.00544031	0	0	0.0290221	0	0.000633197	0	0	0.00797146	0.0857261	0	0.00114638	0.0331942	0.000647501	0.0105918	0.00179231	0.00425471	0.410127	1.18487	0.17908	0.668996
376	28.5958	-0.154151	28.75	0.0851126	0.0626258	0	0.0464482	0	0.0367699	0	0	0.00252565	0.00163235	0	0	0.0212637	0	0.000473939	0	0	0.0113304	0.103205	0	0.000886952	0.0215857	0.000720558	0.0140098	0.00207366	0.00425471	0.370823	1.18487	0.0210628	0.893825
377	28.7564	-0.154151	28.9106	0.344802	0.0310363	0	0.06302	0	0.0225823	0	0	0.00252565	0.0029649	0	0	0.0267867	0	0.000768435	0	0	0.0107111	0.0705266	0	0.000881651	0.0231554	0.000416719	0.0152432	0.00184265	0.00192342	0.370823	3.03121	0.0107186	0.644479
378	30.8567	-0.154151	31.0109	0.666544	0.0947849	0	0.06302	0	0.0235614	0	0	0.00252565	0.00152739	0	0	0.0268247	0	0.000768435	0	0	0.00839729	0.0705266	0	0.00053711	0.0156855	0.00078777	0.0236281	0.0015554	0.00347815	0.375546	1.43065	0.0414114	0.292045
379	30.5878	-0.154151	30.7419	0.346457	0.176187	0	0.0646788	0	0.022837	0	0	0.00131425	0.00152739	0	0	0.0392609	0	0.000836889	0	0	0.00997381	0.0705266	0	0.000501256	0.0156714	0.000884309	0.0189479	0.0012688	0.00530687	0.456457	1.43065	0.178364	0.475179
380	30.8689	-0.154151	31.023	0.206757	0.112819	0	0.0443898	0	0.0148553	0	0	0.0010849	0.00152739	0	0	0.0392609	0	0.00126259	0	0	0.00516547	0.0705266	0	0.000823901	0.0277142	0.000813551	0.0178391	0.001255	0.00832846	0.733148	1.79533	0.214973	0.578269
381	29.3838	-0.154151	29.5379	0.323755	0.13093	0	0.0443898	0	0.018206	0	0	0.00263369	0.00181593	0	0	0.0246493	0	0.00107164	0	0	0.00552736	0.0747863	0	0.000823901	0.0329947	0.000813551	0.0178391	0.00162454	0.0121571	0.353431	1.80337	0.064955	0.61129
382	28.8019	-0.154151	28.956	0.202987	0.0803233	0	0.0443898	0	0.0161835	0	0	0.00378515	0.00325291	0	0	0.0350537	0	0.00119389	0	0	0.00552736	0.0747863	0	0.000775586	0.0329947	0.000893048	0.0166407	0.00287012	0.0181541	0.217217	1.53084	0.189013	0.608
383	31.3253	-0.154151	31.4794	0.575121	0.126243	0	0.0433616	0	0.00512747	0	0	0.00691225	0.00897509	0	0	0.0385369	0	0.00134202	0	0	0.00232848	0.0747863	0	0.000743501	0.0205632	0.000500698	0.0173088	0.00400264	0.0168405	0.287547	0.965339	0.0676914	0.357188
384	30.7549	-0.154151	30.909	0.0903822	0.0806273	0	0.041267	0	0.0081401	0	0	0.0101097	0.00643457	0	0	0.0450981	0	0.00139218	0	0	0.00208099	0.158574	0	0.00067372	0.0172892	0.000505672	0.0173088	0.00278656	0.0163206	0.213743	1.21509	0.0598115	0.849806
385	29.8191	-0.154151	29.9732	0.151544	0.298092	0	0.041267	0	0.0123894	0	0	0.00384423	0.00643457	0	0	0.0331503	0	0.00139218	0	0	0.00311555	0.158574	0	0.00119992	0.00562477	0.000505672	0.0162954	0.00201791	0.0162216	0.202336	1.06924	0.473449	0.375007
386	29.4552	-0.154151	29.6093	0.117444	0.163441	0	0.022888	0	0.0182806	0	0	0.00306205	0.00350674	0	0	0.0335887	0	0.00168818	0	0	0.00311555	0.19852	0	0.00100609	0.00562477	0.000439436	0.0162954	0.00182571	0.0221057	0.325289	1.03183	0.37772	0.504837
387	29.3106	-0.154151	29.4648	0.321414	0.160432	0	0.0189592	0	0.0153098	0	0	0.00731873	0.00424283	0	0	0.0478966	0	0.00146497	0	0	0.00311555	0.19852	0	0.00107229	0.010505	0.000396219	0.0162954	0.00124886	0.0138638	0.378626	0.729222	0.440167	0.238419
388	27.7196	-0.154151	27.8737	0.436325	0.170466	0	0.0118427	0	0.0130492	0	0	0.00952632	0.0103422	0	0	0.0295435	0	0.00149863	0	0	0.0027238	0.19852	0	0.00203238	0.010505	0.000605866	0.0148067	0.00191982	0.0184227	0.378626	0.729222	0.242375	0.3213
389	23.2808	-0.154151	23.4349	0.774222	0.135836	0	0.0143512	0	0.0681438	0	0	0.0180122	0.0150254	0	0	0.0295435	0	0.00149863	0	0	0.00196853	0.190295	0	0.00140522	0.00763525	0.000370521	0.0117465	0.00216901	0.0116044	0.704365	0.729222	0.0651244	0.160654
390	23.4127	-0.154151	23.5668	0.769662	0.121135	0	0.00839205	0	0.0588991	0	0	0.0171412	0.00757867	0	0	0.0353826	0	0.00138583	0	0	0.00233946	0.196558	0	0.00140522	0.0114526	0.000370521	0.0165376	0.00216901	0.0168638	0.458983	0.603758	0.11467	0.115668
391	21.4301	-0.154151	21.5842	0.852896	0.108104	0	0.00996059	0	0.0588991	0	0	0.0363023	0.00757867	0	0	0.0296114	0	0.00138583	0	0	0.00407722	0.154139	0	0.00204082	0.00805774	0.000507047	0.0277507	0.00108742	0.0159966	0.472195	0.885368	0.11703	0.030074
392	21.7876	-0.154151	21.9418	0.905265	0.134415	0	0.00846921	0	0.0588991	0	0	0.02649	0.00757867	0	0	0.0769228	0	0.00138583	0	0	0.00511007	0.135124	0	0.00165647	0.0124385	0.000365052	0.0172075	0.0011364	0.0159966	0.374233	0.350556	0.0628145	0.0319206
393	23.2324	-0.154151	23.3865	0.46516	0.216243	0	0.00869321	0	0.0588991	0	0	0.0197716	0.0086735	0	0	0.0783401	0	0.00224914	0	0	0.0130918	0.135124	0	0.00150524	0.0103918	0.000518828	0.00677904	0.000951258	0.00716915	0.176682	0.314724	0.327248	0.207592
394	22.9283	-0.154151	23.0824	0.319013	0.348141	0	0.00636057	0	0.0348161	0	0	0.0186429	0.00930361	0	0	0.10063	0	0.00490033	0	0	0.0117544	0.110735	0	0.0029245	0.013944	0.000806023	0.0115609	0.00074507	0.00764468	0.20871	0.144346	0.240243	0.440744
395	21.8475	-0.154151	22.0016	0.959822	0.395925	0	0.00568339	0	0.0276082	0	0	0.0208752	0.0133776	0	0	0.138142	0	0.00437945	0	0	0.0117544	0.110735	0	0.00245668	0.00978075	0.00106967	0.0115609	0.000904124	0.00741002	0.171604	0.144346	0.0159329	0.0242453
396	21.1568	-0.154151	21.311	0.740903	0.344686	0	0.0058087	0	0.0311108	0	0	0.0156372	0.012728	0	0	0.0963561	0	0.00653031	0	0	0.0241646	0.177723	0	0.00183069	0.00978075	0.00118019	0.00668911	0.000490244	0.00741002	0.166124	0.144346	0.102746	0.15635
397	24.2464	-0.154151	24.4005	0.0487467	0.197912	0	0.0101634	0	0.028812	0	0	0.0105064	0.012728	0	0	0.0651988	0	0.00653031	0	0	0.0245583	0.143853	0	0.00231742	0.00978075	0.00195992	0.00694073	0.00114903	0.00741002	0.270259	0.105288	0.00601891	0.945234
398	24.762	-0.154151	24.9162	0.406658	0.257018	0	0.0101634	0	0.0326154	0	0	0.0139523	0.0178077	0	0	0.0954849	0	0.00920539	0	0	0.0164256	0.12776	0	0.00173716	0.00784809	0.00366126	0.00433667	0.000744163	0.00772546	0.270259	0.204085	0.0062736	0.587068
399	21.1396	-0.154151	21.2937	0.541079	0.533813	0	0.0232439	0	0.0321961	0	0	0.0174141	0.013148	0	0	0.116076	0	0.00773815	0	0	0.0216939	0.113148	0	0.00118438	0.010473	0.00285957	0.00397312	0.000459871	0.0106724	0.311688	0.277314	0.00834733	0.450574
400	20.5771	-0.154151	20.7313	0.471311	0.374503	0	0.0146864	0	0.0363595	0	0	0.0122136	0.0156998	0	0	0.125743	0	0.00510105	0	0	0.0216939	0.210272	0	0.00118438	0.00793617	0.003613	0.00371848	0.000566984	0.0159147	0.219214	0.233193	0.007271	0.521418
401	22.3477	-0.154151	22.5019	0.553807	0.250479	0	0.0146864	0	0.0363595	0	0	0.0122136	0.0128646	0	0	0.171078	0	0.00314225	0	0	0.0169944	0.183994	0	0.000825171	0.00614632	0.00360257	0.00386325	0.000506109	0.0115256	0.183861	0.395261	0.00723537	0.438957
402	24.3035	-0.154151	24.4576	0.857151	0.167035	0	0.0118003	0	0.0363595	0	0	0.00751729	0.0211588	0	0	0.0960186	0	0.00280129	0	0	0.013426	0.175637	0	0.000712727	0.0087835	0.00430407	0.00323516	0.000794991	0.0169448	0.208161	0.428858	0.00732881	0.13552
403	24.0389	-0.154151	24.193	0.533538	0.131122	0	0.0190664	0	0.0363595	0	0	0.00725158	0.0262754	0	0	0.0653872	0	0.00353479	0	0	0.0116293	0.196657	0	0.000529795	0.00669915	0.0030706	0.00200149	0.000599245	0.0179272	0.345421	0.443153	0.00201163	0.46445
404	24.1835	-0.154151	24.3377	0.358416	0.251586	0	0.0157855	0	0.0363595	0	0	0.00870298	0.0262754	0	0	0.0873857	0	0.00277507	0	0	0.00753784	0.286331	0	0.000661579	0.0131721	0.00205694	0.00144556	0.000347968	0.014822	0.43666	0.733693	0.00928233	0.632302
405	25.8367	-0.154151	25.9908	0.249205	0.1459	0	0.0254614	0	0.0323927	0	0	0.00870298	0.0220034	0	0	0.107023	0	0.00283537	0	0	0.0141363	0.255007	0	0.000701563	0.0085541	0.00298651	0.00133181	0.000347968	0.00669429	0.343554	0.708159	0.00926455	0.74153
406	26.3928	-0.154151	26.547	0.409634	0.322874	0	0.0169291	0	0.0201304	0	0	0.00758091	0.0228176	0	0	0.09119	0	0.0068201	0	0	0.00877081	0.332252	0	0.00087127	0.00351669	0.00211315	0.00133181	0.000290952	0.00571936	0.552388	0.708159	0.0127411	0.577625
407	27.0615	-0.154151	27.2157	0.991648	0.389656	0	0.0119193	0	0.0134022	0	0	0.012237	0.0246847	0	0	0.0822255	0	0.00784024	0	0	0.00877081	0.149413	0	0.00087127	0.00500119	0.00245876	0.00112577	0.000663934	0.00684276	0.671489	0.56303	0.00196472	0.00638743
408	25.7532	-0.154151	25.9074	0.992428	0.294408	0	0.0099084	0	0.017015	0	0	0.0106451	0.0246847	0	0	0.113429	0	0.0100254	0	0	0.00696607	0.201741	0	0.000988181	0.00656588	0.00368213	0.00132878	0.000858603	0.00983189	0.545623	0.80297	0.00117908	0.00639246
409	24.0925	-0.154151	24.2466	0.930099	0.300297	0	0.00798758	0	0.017015	0	0	0.02168	0.0407779	0	0	0.0598901	0	0.0100254	0	0	0.00547117	0.325672	0	0.00167884	0.00416017	0.00430928	0.000752162	0.000553797	0.00490188	0.432602	0.80297	0.00115186	0.068749
410	22.5149	-0.154151	22.669	0.434437	0.318244	0	0.00832229	0	0.024831	0	0	0.0294234	0.0206337	0	0	0.0239665	0	0.0105661	0	0	0.00317474	0.325672	0	0.00258906	0.00301129	0.00430928	0.000753537	0.000441676	0.00578307	0.432602	1.02493	0.0861427	0.47942
411	25.3389	-0.154151	25.4931	0.797751	0.176032	0	0.00944138	0	0.024831	0	0	0.0300731	0.0270865	0	0	0.0261403	0	0.009741	0	0	0.00476268	0.325672	0	0.00258906	0.00423077	0.00201921	0.000753537	0.000333329	0.00715049	0.673532	0.70306	0.106054	0.0961955
412	27.7038	-0.154151	27.8579	0.943421	0.0753157	0	0.0086176	0	0.024831	0	0	0.0142854	0.0373399	0	0	0.0406671	0	0.0158971	0	0	0.00739512	0.325672	0	0.00432713	0.0064155	0.00201921	0.00068907	0.000333329	0.00473981	1.10473	0.900062	0.0456693	0.01091
