Iteration	Posterior	Likelihood	Prior	clock_bg	extirpation_rate[1]	extirpation_rate[2]	extirpation_rate[3]	dispersal_rate[1][1]	dispersal_rate[1][2]	dispersal_rate[2][1]	dispersal_rate[2][2]	dispersal_rate[3][1]	dispersal_rate[3][2]	allopatry_prob	sympatry_prob
307	-1618.83	-49.4481	-1569.38	0.982063	0.178844	0.104768	0.305134	0.096212	0.00640768	0.116124	0.0232746	0.0599539	0.0211315	0.00576599	0.994234
308	-1615.86	-52.9503	-1562.91	0.432646	0.178844	0.0689747	0.234199	0.096212	0.00640768	0.116124	0.0376898	0.0571851	0.0188979	0.00576599	0.994234
309	-1617.37	-52.9665	-1564.4	0.517882	0.178844	0.124751	0.159044	0.152371	0.0104463	0.116124	0.0326541	0.0846407	0.0188979	0.00576599	0.994234
310	-1617.14	-48.5332	-1568.61	0.785817	0.322521	0.124751	0.220396	0.141241	0.0104463	0.116124	0.0255444	0.0582601	0.0113459	0.00576599	0.994234
311	-1616.75	-47.6107	-1569.14	0.93766	0.273922	0.0813475	0.220396	0.127463	0.0104463	0.116124	0.0255444	0.0619853	0.0150675	0.00576599	0.994234
312	-1615.31	-51.3444	-1563.97	0.483774	0.273922	0.0813475	0.219084	0.0985183	0.0126173	0.0996739	0.0328798	0.0384535	0.0121298	0.00576599	0.994234
313	-1615.44	-51.6785	-1563.76	0.441357	0.273922	0.0813475	0.24915	0.0985183	0.0126173	0.0996739	0.025116	0.0384535	0.0121298	0.00576599	0.994234
314	-1615.23	-46.9258	-1568.31	0.972668	0.273922	0.05449	0.22935	0.0985183	0.0087531	0.0822669	0.01688	0.0384535	0.0113395	0.00576599	0.994234
315	-1615.48	-51.2114	-1564.27	0.449032	0.262806	0.0743124	0.22935	0.121564	0.0087531	0.0966907	0.0211509	0.0570495	0.0113395	0.0159982	0.984002
316	-1614.39	-50.5776	-1563.81	0.502568	0.276945	0.0743124	0.155236	0.121564	0.0087531	0.0966907	0.0211509	0.069344	0.0125884	0.00553414	0.994466
317	-1616.44	-47.9478	-1568.49	0.776257	0.270185	0.105379	0.191845	0.121564	0.00958256	0.0966907	0.0211509	0.069344	0.0162087	0.0777746	0.922225
318	-1618.16	-46.5641	-1571.59	1.08591	0.303524	0.0709604	0.191845	0.117041	0.0156589	0.0966907	0.0191727	0.0713872	0.0162087	0.0786443	0.921356
319	-1616.92	-48.9252	-1567.99	0.746452	0.241075	0.0923603	0.191845	0.123058	0.0156589	0.0966907	0.0302738	0.0786267	0.0123039	0.0786443	0.921356
320	-1616.59	-49.1615	-1567.42	0.715309	0.241075	0.0923603	0.191845	0.0757758	0.0225821	0.0995363	0.0144556	0.105308	0.0131493	0.0786443	0.921356
321	-1615.63	-49.5305	-1566.1	0.628203	0.241075	0.0713358	0.191845	0.0757758	0.0225821	0.0995363	0.0144556	0.0810266	0.0131493	0.0786443	0.921356
322	-1622.82	-47.5374	-1575.28	1.42034	0.241075	0.0713358	0.275218	0.0966645	0.0225821	0.0995363	0.0144556	0.0500366	0.0131493	0.291609	0.708391
323	-1614.89	-47.7304	-1567.16	0.756398	0.241075	0.0515433	0.275218	0.0652566	0.032748	0.0687701	0.0144556	0.0552996	0.0111007	0.0441758	0.955824
324	-1615.28	-46.18	-1569.1	1.01839	0.208767	0.0546255	0.263319	0.0433804	0.0330886	0.0559188	0.0144556	0.0470859	0.0136461	0.058119	0.941881
325	-1615.79	-48.0354	-1567.76	0.799342	0.208767	0.0546255	0.263319	0.0480839	0.0507414	0.0698684	0.0122545	0.0470859	0.017752	0.168309	0.831691
326	-1616.36	-52.8411	-1563.52	0.334179	0.250965	0.0438156	0.263319	0.0581475	0.0433445	0.0698684	0.00895792	0.0471455	0.0285535	0.168309	0.831691
327	-1614.67	-48.9014	-1565.77	0.538499	0.250965	0.0487562	0.263319	0.0328007	0.0868738	0.0698684	0.0064692	0.0544631	0.0365188	0.115613	0.884387
328	-1614.86	-48.3707	-1566.49	0.625215	0.250965	0.0301969	0.263319	0.0328007	0.0804781	0.0788825	0.00774042	0.0544631	0.0365188	0.115613	0.884387
329	-1614.01	-50.7207	-1563.29	0.49289	0.203129	0.0301969	0.177083	0.0372735	0.0804781	0.0788825	0.00774042	0.0374124	0.0365188	0.047733	0.952267
330	-1614.32	-48.1806	-1566.14	0.580312	0.2787	0.0301969	0.254096	0.0342359	0.0925911	0.0788825	0.00774042	0.0457764	0.0640054	0.047733	0.952267
331	-1615.67	-48.5863	-1567.08	0.540834	0.2787	0.0301969	0.370798	0.059728	0.0925911	0.0788825	0.006568	0.037978	0.0640054	0.047733	0.952267
332	-1617.45	-48.0731	-1569.37	0.758678	0.302888	0.0301969	0.370798	0.059728	0.0925911	0.0788825	0.0105403	0.0212974	0.0640054	0.047733	0.952267
333	-1615.66	-48.2177	-1567.44	0.737485	0.226977	0.0377195	0.252428	0.059728	0.0925911	0.0450628	0.0150342	0.0176483	0.0640054	0.137706	0.862294
334	-1613.19	-48.2488	-1564.94	0.571661	0.182532	0.0377195	0.252428	0.0354656	0.0925911	0.0450628	0.0150342	0.0223866	0.0437936	0.137706	0.862294
335	-1614.56	-45.6455	-1568.91	1.00176	0.176897	0.0544213	0.252428	0.0293337	0.0925911	0.0446256	0.0266216	0.0223866	0.0437936	0.0461561	0.953844
336	-1612.58	-46.2312	-1566.35	0.726898	0.176897	0.0504437	0.252428	0.0293337	0.0661235	0.0446256	0.0266216	0.0454103	0.0602241	0.0565174	0.943483
337	-1611.68	-47.4683	-1564.21	0.499062	0.21749	0.0504437	0.252428	0.031838	0.0537772	0.028224	0.0275268	0.0454103	0.0368527	0.0916065	0.908394
338	-1612.81	-45.2965	-1567.51	0.856935	0.202283	0.0337182	0.252428	0.036097	0.0662302	0.0226945	0.0238259	0.0454103	0.0368527	0.0847977	0.915202
339	-1611.59	-45.2536	-1566.33	0.780489	0.202283	0.0337182	0.241857	0.039146	0.0428737	0.0226945	0.0263897	0.0323613	0.0368527	0.0847977	0.915202
340	-1611.44	-45.7253	-1565.72	0.708316	0.202283	0.0479002	0.225843	0.0579648	0.0386999	0.0226945	0.0263897	0.0303094	0.0368527	0.0847977	0.915202
341	-1611.16	-45.764	-1565.39	0.645513	0.202283	0.0479002	0.251759	0.0579648	0.0328531	0.0279064	0.0263897	0.0303094	0.0468196	0.0761092	0.923891
342	-1613.5	-45.7317	-1567.76	0.739689	0.279534	0.0479002	0.251759	0.0579648	0.0626233	0.0347949	0.0238655	0.0619731	0.0468196	0.0761092	0.923891
343	-1613.93	-46.378	-1567.55	0.739689	0.279534	0.0479002	0.251759	0.0579648	0.0973657	0.0347949	0.0376894	0.0732434	0.0468196	0.0140671	0.985933
344	-1613.9	-49.6739	-1564.23	0.450889	0.279534	0.0365574	0.190663	0.0579648	0.0927331	0.0347949	0.0376894	0.0926659	0.0607032	0.0140671	0.985933
345	-1615.04	-48.7458	-1566.29	0.548471	0.279534	0.0467458	0.251532	0.0553823	0.0927331	0.0410821	0.0562376	0.0721695	0.0377129	0.0476842	0.952316
346	-1616.36	-52.8455	-1563.52	0.439847	0.189188	0.0604229	0.166336	0.0516708	0.110043	0.0498075	0.0562376	0.0447096	0.0355638	0.0476842	0.952316
347	-1618.9	-56.1776	-1562.72	0.334684	0.134626	0.0725785	0.166336	0.0516708	0.16718	0.0498006	0.0540125	0.0615914	0.0320346	0.0475713	0.952429
348	-1617.81	-53.5816	-1564.23	0.423354	0.156361	0.0725785	0.217223	0.0516708	0.16718	0.0558247	0.0540125	0.044449	0.0329159	0.0475713	0.952429
349	-1620.32	-53.5444	-1566.78	0.529114	0.156361	0.0578069	0.347132	0.0516708	0.16718	0.082086	0.0723243	0.044449	0.0221277	0.0475713	0.952429
350	-1620.88	-52.5032	-1568.38	0.690043	0.144384	0.0501874	0.347132	0.0516708	0.16718	0.0773016	0.0723243	0.0692935	0.0206563	0.0475713	0.952429
351	-1619.66	-50.5929	-1569.07	0.662461	0.222338	0.0584076	0.347132	0.0751479	0.119088	0.0773016	0.0723243	0.0692935	0.0206563	0.10241	0.89759
352	-1620.56	-53.7783	-1566.78	0.406684	0.222338	0.0871609	0.347132	0.0708693	0.119088	0.0861622	0.0814798	0.0449028	0.0291	0.10241	0.89759
353	-1621	-56.6949	-1564.3	0.308772	0.21558	0.0607216	0.247549	0.0658821	0.126434	0.0861622	0.0814798	0.0449028	0.0291	0.0670588	0.932941
354	-1619.78	-53.623	-1566.15	0.469931	0.21558	0.0854086	0.247549	0.0658821	0.083476	0.0861622	0.0814798	0.048388	0.0291	0.161519	0.838481
355	-1619.54	-51.7074	-1567.84	0.594	0.21558	0.109964	0.247549	0.0640651	0.083476	0.0861622	0.0814798	0.0580823	0.0410335	0.161519	0.838481
356	-1619.3	-50.6277	-1568.67	0.661923	0.243178	0.108387	0.247549	0.0452532	0.083476	0.0861622	0.0814798	0.0615741	0.0459271	0.161519	0.838481
357	-1619.49	-47.6145	-1571.87	0.871687	0.282655	0.108387	0.288008	0.0452532	0.0729576	0.0643483	0.103044	0.0837281	0.0667701	0.153954	0.846046
358	-1616.21	-47.0951	-1569.12	0.629595	0.282655	0.0797616	0.327088	0.0452532	0.0433716	0.0419927	0.103044	0.0837281	0.0667701	0.189389	0.810611
359	-1617.36	-47.9993	-1569.36	0.741897	0.186802	0.0797616	0.327088	0.0734451	0.0433716	0.0561325	0.103044	0.0434242	0.0667701	0.219324	0.780676
360	-1615.75	-47.416	-1568.34	0.567264	0.256049	0.093882	0.353572	0.0734451	0.0200202	0.0561325	0.0983374	0.0490208	0.0667701	0.149401	0.850599
361	-1614.8	-45.5338	-1569.27	0.668834	0.315699	0.093882	0.353572	0.0628586	0.00880064	0.0597497	0.0503316	0.0405302	0.0667701	0.17704	0.82296
362	-1615.81	-45.9656	-1569.85	0.75646	0.330331	0.111386	0.259274	0.0628586	0.00580277	0.0617375	0.0771167	0.0393755	0.0744193	0.17704	0.82296
363	-1615.3	-45.201	-1570.1	0.743263	0.440653	0.111386	0.251601	0.0429316	0.00580277	0.0598361	0.0686993	0.0255381	0.102888	0.0583518	0.941648
364	-1616.37	-48.1911	-1568.18	0.471377	0.458437	0.111386	0.251601	0.0564384	0.00580277	0.065062	0.0686993	0.0255381	0.146579	0.0583518	0.941648
365	-1617.24	-46.2932	-1570.94	0.7914	0.385839	0.111386	0.251601	0.0563854	0.00580277	0.065062	0.10492	0.0255381	0.106363	0.120563	0.879437
366	-1618.17	-48.5218	-1569.65	0.675138	0.385839	0.0820813	0.220145	0.0697648	0.0125976	0.0393285	0.10492	0.0255381	0.141065	0.188414	0.811586
367	-1617.53	-47.9413	-1569.59	0.536844	0.270006	0.100312	0.354785	0.0697648	0.0186999	0.0415892	0.121862	0.0245967	0.211738	0.188414	0.811586
368	-1619.99	-50.3657	-1569.63	0.310149	0.270006	0.100312	0.479576	0.147402	0.0186999	0.0415892	0.0733736	0.033961	0.261935	0.317846	0.682154
369	-1620.03	-51.1737	-1568.85	0.302565	0.227287	0.092558	0.479576	0.147402	0.0186999	0.0415892	0.0570155	0.025191	0.261935	0.413565	0.586435
370	-1619.32	-50.0891	-1569.23	0.452935	0.288997	0.092558	0.346297	0.134448	0.0183325	0.0209957	0.0570155	0.025191	0.261935	0.303952	0.696048
371	-1622.57	-49.8962	-1572.67	0.502916	0.440043	0.092558	0.487041	0.134448	0.0132507	0.0108874	0.0638426	0.0243402	0.273488	0.303952	0.696048
372	-1620.67	-49.7194	-1570.95	0.528617	0.304563	0.092558	0.445216	0.121726	0.017017	0.0170716	0.0469213	0.0235745	0.273488	0.303952	0.696048
373	-1614.75	-46.914	-1567.84	0.424426	0.304563	0.092558	0.445216	0.0846807	0.0119141	0.0108554	0.0469213	0.0235745	0.165382	0.0834683	0.916532
374	-1617.31	-45.4096	-1571.9	0.640565	0.304563	0.16652	0.527312	0.091133	0.0103614	0.0108554	0.059269	0.0153332	0.190119	0.0834683	0.916532
375	-1617.28	-48.5033	-1568.78	0.440605	0.304563	0.228655	0.356373	0.0933016	0.0111485	0.014685	0.059269	0.00563992	0.190119	0.0834683	0.916532
376	-1617.28	-45.0315	-1572.25	0.667079	0.282504	0.228655	0.561609	0.0933016	0.0111485	0.0230287	0.0421427	0.00563992	0.136066	0.0834683	0.916532
377	-1614.84	-48.6954	-1566.15	0.352442	0.194655	0.197734	0.347261	0.0933016	0.0111485	0.0230287	0.0421427	0.00563992	0.17357	0.0834683	0.916532
378	-1613.23	-46.6225	-1566.61	0.427607	0.144667	0.197734	0.347261	0.0933016	0.0111485	0.0186025	0.0434514	0.00626942	0.189296	0.0992901	0.90071
379	-1615.75	-43.7279	-1572.02	0.936968	0.205157	0.313092	0.197842	0.0933016	0.0111485	0.0201981	0.0469579	0.00626942	0.189296	0.0992901	0.90071
380	-1615.86	-42.437	-1573.42	1.08327	0.205157	0.313092	0.236246	0.0500858	0.013984	0.0272732	0.0469579	0.00626942	0.189296	0.0781567	0.921843
381	-1617.73	-43.4176	-1574.31	1.27106	0.205157	0.313092	0.191821	0.0500858	0.0136028	0.0205632	0.0450882	0.00626942	0.118552	0.138509	0.861491
382	-1615.12	-43.308	-1571.82	1.10108	0.205157	0.2623	0.191821	0.0500858	0.0141526	0.0184934	0.0273909	0.00714631	0.0945965	0.193727	0.806273
383	-1615.65	-48.4054	-1567.25	0.574981	0.291177	0.23414	0.194471	0.0500858	0.0122508	0.0184934	0.0391646	0.00608181	0.0945965	0.193727	0.806273
384	-1615.65	-45.2919	-1570.36	0.765931	0.291177	0.224421	0.322913	0.0322008	0.0196492	0.0184934	0.0506854	0.00608181	0.0945965	0.193727	0.806273
385	-1615.87	-45.0441	-1570.82	0.8116	0.291177	0.16984	0.375749	0.0322008	0.0269412	0.0138315	0.0506854	0.00608181	0.0945965	0.193727	0.806273
386	-1615.6	-46.0621	-1569.54	0.776683	0.291177	0.215249	0.26186	0.0230143	0.0269412	0.0103215	0.0646771	0.00608181	0.0991574	0.0937379	0.906262
387	-1615.85	-45.1407	-1570.71	0.81153	0.291177	0.215249	0.26186	0.0230143	0.0269412	0.0246748	0.0930456	0.00385132	0.153258	0.070369	0.929631
388	-1616.42	-44.1612	-1572.26	0.962964	0.291177	0.166855	0.336638	0.0283417	0.0202914	0.0246748	0.117525	0.0042297	0.153258	0.0268186	0.973181
389	-1616.89	-48.5006	-1568.39	0.423407	0.252623	0.166855	0.44922	0.0234735	0.012824	0.040025	0.146594	0.00664263	0.153258	0.0674819	0.932518
390	-1615.86	-47.7509	-1568.11	0.474795	0.252623	0.166855	0.326552	0.0300676	0.012824	0.040025	0.146594	0.00664263	0.227655	0.0304627	0.969537
391	-1618.54	-43.8111	-1574.73	1.04951	0.398544	0.166855	0.326552	0.0300676	0.012824	0.040025	0.0947982	0.00664263	0.195505	0.0520251	0.947975
392	-1616.17	-45.2633	-1570.91	0.747621	0.398544	0.135572	0.326552	0.0327874	0.012824	0.040025	0.0871705	0.00664263	0.138359	0.0689297	0.93107
393	-1616.02	-47.0105	-1569.01	0.442436	0.242972	0.135572	0.507227	0.0225165	0.012824	0.0524997	0.0871705	0.00635883	0.198786	0.126968	0.873032
394	-1615.39	-44.2298	-1571.16	0.766374	0.242972	0.134661	0.507227	0.01675	0.0101026	0.0524997	0.0900847	0.0101781	0.185785	0.017664	0.982336
395	-1615.31	-47.0999	-1568.21	0.457775	0.242972	0.134661	0.507227	0.017115	0.0318931	0.0524997	0.134203	0.00786204	0.185785	0.00634875	0.993651
396	-1616.63	-47.4581	-1569.18	0.457775	0.242972	0.145749	0.507227	0.022552	0.0318931	0.0524997	0.159814	0.00630491	0.241736	0.00634875	0.993651
397	-1616.16	-47.2821	-1568.88	0.493833	0.242972	0.113509	0.507227	0.0139158	0.0318931	0.0793479	0.107773	0.00630491	0.241736	0.00634875	0.993651
398	-1617.1	-47.0172	-1570.08	0.585056	0.242972	0.113509	0.426622	0.0139158	0.0201104	0.0793479	0.107773	0.00992555	0.241736	0.0726504	0.92735
399	-1618.2	-48.5704	-1569.63	0.608563	0.242972	0.128555	0.280413	0.0139158	0.0394361	0.0717124	0.158274	0.00992555	0.241736	0.0726504	0.92735
400	-1621.01	-47.8322	-1573.18	0.968052	0.242972	0.128555	0.270032	0.0468199	0.0281847	0.0717124	0.138818	0.015358	0.241736	0.0696448	0.930355
401	-1618.82	-48.2284	-1570.59	0.590915	0.355559	0.128555	0.292617	0.0359577	0.0310523	0.0685689	0.138818	0.0101886	0.241736	0.0696448	0.930355
402	-1618.95	-49.2082	-1569.74	0.443742	0.355559	0.184676	0.339191	0.0359577	0.0564415	0.0430445	0.138818	0.00731522	0.241736	0.0311812	0.968819
403	-1618.64	-46.0155	-1572.62	0.705559	0.355559	0.184676	0.339191	0.0576312	0.0408296	0.0543729	0.138818	0.0164797	0.241736	0.0311812	0.968819
404	-1618.63	-46.5287	-1572.1	0.625639	0.355559	0.18096	0.339191	0.0776156	0.0501328	0.0543729	0.126592	0.0238207	0.248498	0.0311812	0.968819
405	-1620.43	-50.3787	-1570.05	0.346273	0.355559	0.227187	0.339191	0.0963586	0.0541187	0.0346773	0.126592	0.0238207	0.248498	0.0527507	0.947249
406	-1620.61	-44.2007	-1576.41	0.810353	0.355559	0.242081	0.539027	0.104436	0.0643044	0.0308422	0.126592	0.0238207	0.191809	0.0527507	0.947249
407	-1620.52	-47.3092	-1573.21	0.401719	0.355559	0.32694	0.67661	0.0570262	0.0643044	0.0378073	0.0864971	0.0223708	0.191809	0.0179273	0.982073
408	-1620.3	-43.7017	-1576.6	0.809234	0.355559	0.214984	0.67661	0.0627151	0.0643044	0.0476845	0.0864971	0.0156913	0.191809	0.0365442	0.963456
409	-1620.87	-45.4669	-1575.41	0.542722	0.235418	0.475727	0.623418	0.0579169	0.0718724	0.0476845	0.123083	0.0156913	0.212137	0.0365442	0.963456
410	-1621.49	-44.6075	-1576.88	0.66938	0.219604	0.475727	0.623418	0.0579169	0.112237	0.0409645	0.120007	0.0103731	0.212137	0.046696	0.953304
411	-1621.24	-45.2406	-1576	0.632157	0.156485	0.475727	0.623418	0.0798531	0.131468	0.0424198	0.11028	0.0103731	0.190783	0.046696	0.953304
412	-1621.36	-46.4707	-1574.89	0.541347	0.156069	0.394595	0.623418	0.117774	0.131468	0.0562253	0.120408	0.0103731	0.190783	0.046696	0.953304
413	-1622.97	-45.5446	-1577.43	0.597572	0.219746	0.394595	0.818788	0.102478	0.102011	0.044354	0.118467	0.00703104	0.190783	0.046696	0.953304
414	-1623.08	-46.3159	-1576.76	0.596313	0.297653	0.473418	0.625624	0.102478	0.0747229	0.044354	0.118467	0.00556565	0.190783	0.046696	0.953304
415	-1621.42	-44.4781	-1576.94	0.72636	0.184888	0.473418	0.635709	0.102478	0.0747229	0.0720175	0.0813983	0.00556565	0.190783	0.046696	0.953304
416	-1622.15	-47.0046	-1575.14	0.512374	0.184888	0.459573	0.721287	0.110791	0.0544934	0.0720175	0.0847232	0.00556565	0.161936	0.046696	0.953304
417	-1622.15	-44.3846	-1577.77	0.804352	0.143357	0.459573	0.721287	0.110791	0.0562714	0.0702527	0.0558143	0.00638723	0.162779	0.109877	0.890123
418	-1621.77	-44.0655	-1577.7	0.657805	0.143357	0.459573	0.721287	0.0671146	0.119706	0.0702527	0.0396448	0.00428834	0.30092	0.109877	0.890123
419	-1621.98	-44.8292	-1577.15	0.687895	0.143147	0.459573	0.721287	0.0663747	0.119706	0.0634942	0.0289384	0.00451111	0.200071	0.258111	0.741889
420	-1619.84	-45.4444	-1574.39	0.580011	0.101517	0.360463	0.721287	0.0663747	0.0942021	0.0634942	0.0289384	0.00327171	0.200071	0.258111	0.741889
421	-1622.22	-47.7796	-1574.44	0.501869	0.101517	0.360463	0.721287	0.0663747	0.118813	0.095001	0.0434685	0.00453949	0.200071	0.393513	0.606487
422	-1622.79	-50.6226	-1572.17	0.387891	0.104384	0.360463	0.563262	0.0663747	0.123928	0.125619	0.0498313	0.00453949	0.200071	0.393513	0.606487
423	-1625.3	-48.785	-1576.52	0.434276	0.113748	0.360463	0.819175	0.0736005	0.129292	0.149452	0.0488663	0.00280903	0.289466	0.393513	0.606487
424	-1623.84	-49.6097	-1574.23	0.511336	0.113748	0.269536	0.601707	0.0451971	0.129292	0.149452	0.039682	0.00411708	0.328438	0.393513	0.606487
425	-1623.21	-49.7598	-1573.45	0.487386	0.090329	0.269536	0.601707	0.0402562	0.103227	0.149452	0.039682	0.00411708	0.328438	0.393513	0.606487
426	-1623.13	-51.8073	-1571.32	0.532433	0.090329	0.269536	0.391857	0.0412064	0.0534069	0.158315	0.0327509	0.00322236	0.328438	0.393513	0.606487
427	-1623.04	-50.1549	-1572.88	0.532537	0.090329	0.297705	0.523551	0.0412064	0.0410879	0.158315	0.0427726	0.00322236	0.328438	0.366091	0.633909
428	-1624.41	-53.6687	-1570.74	0.231811	0.0413649	0.297705	0.615373	0.0412064	0.0585895	0.158315	0.0658875	0.00322236	0.328438	0.453669	0.546331
429	-1623.94	-50.9867	-1572.95	0.284614	0.0413649	0.297705	0.615373	0.0425646	0.035694	0.158315	0.0517905	0.00335331	0.532742	0.413553	0.586447
430	-1626.37	-49.7931	-1576.58	0.317233	0.0393643	0.32021	1.02472	0.0772931	0.035694	0.158315	0.0517905	0.00336772	0.398227	0.413553	0.586447
431	-1623.06	-47.5312	-1575.53	0.35503	0.0283791	0.32021	1.02472	0.108387	0.028969	0.101861	0.0517905	0.00390257	0.343851	0.108294	0.891706
432	-1622.29	-46.3094	-1575.98	0.533145	0.0253402	0.374301	0.814711	0.117251	0.028969	0.101861	0.0517905	0.0028916	0.343851	0.168525	0.831475
433	-1623.37	-48.8107	-1574.56	0.31244	0.0409012	0.377695	0.814711	0.184951	0.0371551	0.101861	0.0360414	0.00232943	0.343851	0.168525	0.831475
434	-1623.02	-49.0062	-1574.02	0.35583	0.0409012	0.36901	0.554926	0.291165	0.0371551	0.100223	0.0360414	0.00180466	0.394273	0.262506	0.737494
435	-1620.05	-47.517	-1572.54	0.404075	0.0393741	0.313082	0.554926	0.168219	0.0533321	0.067585	0.0360414	0.00265595	0.394273	0.262506	0.737494
436	-1617.46	-46.9025	-1570.55	0.402853	0.0393741	0.28593	0.554926	0.120209	0.0533321	0.0683009	0.0360414	0.00265595	0.288263	0.165959	0.834041
437	-1620.01	-48.0742	-1571.93	0.382982	0.0393741	0.28593	0.554926	0.0803639	0.0794556	0.100909	0.0360414	0.00269889	0.427394	0.165959	0.834041
438	-1619.02	-47.825	-1571.19	0.336613	0.0393741	0.391901	0.487209	0.0803639	0.0509097	0.100909	0.0503204	0.00218363	0.394928	0.106166	0.893834
439	-1619.4	-47.6106	-1571.79	0.405142	0.0393741	0.338042	0.487209	0.118835	0.0509097	0.100909	0.0503204	0.00205218	0.394928	0.124297	0.875703
440	-1620.77	-47.9985	-1572.77	0.516873	0.0393741	0.338042	0.479396	0.101394	0.0509097	0.102679	0.0394909	0.00178314	0.394928	0.207554	0.792446
441	-1619.7	-49.9362	-1569.76	0.364054	0.0393741	0.186059	0.484537	0.101394	0.0509097	0.0890929	0.0793709	0.00178314	0.366664	0.212734	0.787266
442	-1616.4	-45.8338	-1570.57	0.542616	0.0476247	0.275504	0.484537	0.101394	0.0587405	0.0557114	0.0545764	0.00145941	0.230349	0.169876	0.830124
443	-1615.2	-46.1906	-1569.01	0.503312	0.0293523	0.275504	0.417859	0.0678816	0.0587405	0.0577695	0.0518866	0.0021078	0.230349	0.178969	0.821031
444	-1615.08	-46.6488	-1568.43	0.436409	0.045678	0.275504	0.417859	0.0802147	0.0587405	0.0655822	0.0518866	0.00344544	0.230349	0.0911734	0.908827
445	-1615.09	-47.7396	-1567.35	0.352456	0.045678	0.275504	0.332322	0.0802147	0.0587405	0.05634	0.04405	0.00344544	0.308933	0.0911734	0.908827
446	-1615.15	-45.9039	-1569.24	0.542022	0.045678	0.275504	0.332322	0.0802147	0.0764177	0.0448447	0.04405	0.00467767	0.29086	0.114634	0.885366
447	-1615.1	-46.71	-1568.39	0.404261	0.0316186	0.218832	0.468399	0.0802147	0.0764177	0.0448447	0.04405	0.00876635	0.29086	0.0785482	0.921452
448	-1614.27	-46.3247	-1567.95	0.430282	0.0357951	0.218832	0.456811	0.0739248	0.10228	0.02755	0.0593708	0.00876635	0.20971	0.0795704	0.92043
449	-1614.85	-44.5163	-1570.33	0.708278	0.0465332	0.236212	0.456811	0.0739248	0.100596	0.0296621	0.0593708	0.00824508	0.142212	0.0795704	0.92043
450	-1614.55	-47.4133	-1567.14	0.514667	0.0570189	0.229755	0.286481	0.0912187	0.100596	0.0296621	0.0744739	0.00824508	0.142212	0.0944753	0.905525
451	-1614.67	-46.5799	-1568.09	0.641591	0.065455	0.186862	0.286481	0.0912187	0.100596	0.0380442	0.0463844	0.00824508	0.146849	0.141729	0.858271
452	-1615.77	-50.0554	-1565.72	0.37641	0.0489444	0.146109	0.286481	0.0912187	0.100596	0.0607134	0.0463844	0.00824508	0.209594	0.141729	0.858271
453	-1617.45	-51.4414	-1566.01	0.37641	0.0489444	0.21178	0.207032	0.0815821	0.15352	0.0648128	0.0365987	0.0135498	0.209594	0.141729	0.858271
454	-1617.97	-51.3954	-1566.57	0.415092	0.041623	0.199744	0.207032	0.0872469	0.151244	0.0648128	0.0292174	0.0198615	0.244332	0.141729	0.858271
455	-1617.77	-52.657	-1565.11	0.264511	0.047719	0.199744	0.207032	0.0872469	0.151244	0.0455705	0.0181918	0.0251833	0.267738	0.141729	0.858271
456	-1616.35	-53.065	-1563.28	0.241234	0.0542038	0.244475	0.207032	0.0716516	0.136506	0.0418046	0.0181918	0.0251833	0.184936	0.0189698	0.98103
457	-1614.59	-48.299	-1566.29	0.36518	0.0686969	0.244475	0.296528	0.0716516	0.136506	0.0443584	0.0174036	0.0156882	0.184936	0.103202	0.896798
458	-1614.7	-49.7847	-1564.92	0.286844	0.060389	0.183753	0.311059	0.0483619	0.114807	0.0443584	0.0174036	0.0162359	0.193835	0.22237	0.77763
459	-1613.86	-45.8931	-1567.96	0.517874	0.106901	0.183753	0.367661	0.0462932	0.102675	0.0443584	0.0232848	0.0162359	0.193835	0.130123	0.869877
460	-1615.04	-47.4843	-1567.56	0.376957	0.106901	0.221257	0.475657	0.0462932	0.101696	0.0494589	0.0232848	0.0162359	0.144939	0.130123	0.869877
461	-1616.09	-47.7219	-1568.36	0.470102	0.106901	0.211601	0.475657	0.0456661	0.101696	0.0577189	0.035008	0.0162359	0.10323	0.21042	0.78958
462	-1616.39	-49.5837	-1566.81	0.340928	0.145983	0.0887117	0.475657	0.0456661	0.109537	0.0577189	0.035008	0.014396	0.154694	0.21042	0.78958
463	-1616.77	-52.0555	-1564.72	0.275169	0.145983	0.115561	0.33247	0.0485382	0.109537	0.0577189	0.0245073	0.0103356	0.137361	0.222156	0.777844
464	-1614.78	-48.9756	-1565.81	0.424353	0.145983	0.0970992	0.33247	0.0782627	0.109537	0.0518012	0.0259514	0.00964461	0.113559	0.126056	0.873944
465	-1615.71	-48.4514	-1567.26	0.535877	0.145983	0.143095	0.268743	0.0818725	0.0711767	0.0936582	0.0259514	0.00964461	0.157577	0.126056	0.873944
466	-1615.18	-49.337	-1565.85	0.404978	0.145983	0.143095	0.268743	0.0818725	0.0711767	0.089995	0.0236444	0.00555462	0.157577	0.126056	0.873944
467	-1616.44	-47.2163	-1569.22	0.574444	0.145621	0.232418	0.268743	0.0509826	0.0855558	0.089995	0.0236444	0.00555462	0.285907	0.0611904	0.93881
468	-1615.19	-47.3845	-1567.81	0.465591	0.145621	0.195308	0.273893	0.073023	0.0861023	0.066663	0.0236444	0.00555462	0.285907	0.0611904	0.93881
