Iteration	Posterior	Likelihood	Prior	clock_bg	extirpation_rate[1]	extirpation_rate[2]	extirpation_rate[3]	dispersal_rate[1][1]	dispersal_rate[1][2]	dispersal_rate[2][1]	dispersal_rate[2][2]	dispersal_rate[3][1]	dispersal_rate[3][2]	allopatry_prob	sympatry_prob
630	-1613.8	-45.9622	-1567.84	0.414175	0.204962	0.152665	0.442165	0.0280329	0.103423	0.0138806	0.0851538	0.0977166	0.149095	0.0153015	0.984698
631	-1614.93	-47.2864	-1567.65	0.317458	0.255371	0.152665	0.442165	0.0280329	0.103546	0.00889519	0.0851538	0.0956743	0.183017	0.0153015	0.984698
632	-1615.83	-46.8003	-1569.03	0.325965	0.235276	0.132182	0.519512	0.0280329	0.103546	0.00889519	0.113088	0.0956743	0.248307	0.0153015	0.984698
633	-1617.66	-46.7128	-1570.94	0.589076	0.254949	0.0653866	0.519512	0.0427777	0.103546	0.00889519	0.113088	0.0982109	0.206292	0.0153015	0.984698
634	-1617.87	-48.8844	-1568.99	0.568088	0.254949	0.0653866	0.339727	0.0453393	0.0734659	0.00889519	0.113088	0.0982109	0.251715	0.0118286	0.988171
635	-1617.05	-47.7972	-1569.25	0.526464	0.293888	0.0620796	0.442347	0.0676231	0.0458149	0.0128774	0.0696478	0.0730702	0.251715	0.0118286	0.988171
636	-1616.32	-49.3162	-1567	0.526464	0.293888	0.0551058	0.251768	0.0860127	0.028756	0.0128774	0.0871952	0.0730702	0.205342	0.0118286	0.988171
637	-1614.02	-49.5564	-1564.46	0.328564	0.293888	0.0551058	0.286289	0.0860127	0.024595	0.0128774	0.0871952	0.0495382	0.11758	0.0195288	0.980471
638	-1613.89	-50.6591	-1563.23	0.285227	0.236483	0.0798976	0.252748	0.0636035	0.024595	0.0131627	0.0871952	0.0318251	0.143414	0.0195288	0.980471
639	-1611.26	-45.8063	-1565.46	0.610464	0.236483	0.0798976	0.204623	0.0288008	0.0278626	0.0131627	0.0871952	0.0350954	0.111056	0.0223417	0.977658
640	-1610.44	-46.6482	-1563.79	0.471202	0.236483	0.0798976	0.204623	0.0224354	0.0183115	0.00704124	0.0784671	0.0263781	0.123264	0.0223417	0.977658
641	-1609.96	-47.8039	-1562.15	0.3479	0.148248	0.0798976	0.204623	0.0290242	0.0261038	0.00704124	0.0784671	0.0425894	0.140257	0.0223417	0.977658
642	-1609.15	-46.2429	-1562.9	0.420275	0.113957	0.0889336	0.204623	0.0360317	0.0261038	0.00201188	0.0663033	0.0425894	0.140257	0.0493846	0.950615
643	-1608.99	-46.6793	-1562.31	0.377656	0.0987516	0.0889336	0.204623	0.03573	0.0226074	0.00183872	0.068966	0.0425894	0.140257	0.0493846	0.950615
644	-1607.73	-44.0571	-1563.67	0.594094	0.0987516	0.0879369	0.204623	0.03573	0.0226074	0.00249887	0.0408228	0.0327494	0.0980743	0.0493846	0.950615
645	-1608.15	-45.6368	-1562.51	0.385603	0.0987516	0.098518	0.251926	0.0359569	0.0226074	0.00249887	0.0663429	0.0386455	0.100951	0.0493846	0.950615
646	-1609.76	-45.8136	-1563.94	0.448023	0.0956034	0.0558734	0.31344	0.0359569	0.028271	0.00143277	0.0487823	0.0386455	0.107707	0.266638	0.733362
647	-1611.02	-46.8523	-1564.17	0.448023	0.0662189	0.0558178	0.31344	0.0359569	0.028271	0.00121131	0.0968962	0.0428834	0.107707	0.266638	0.733362
648	-1611.18	-46.2178	-1564.96	0.483951	0.0662189	0.0795801	0.32048	0.0359569	0.028271	0.00121131	0.114771	0.0376416	0.107707	0.266638	0.733362
649	-1610.9	-45.8722	-1565.02	0.467972	0.0662189	0.0897663	0.32048	0.0231047	0.0181999	0.00062371	0.116949	0.0376416	0.140851	0.266638	0.733362
650	-1611.69	-45.9645	-1565.72	0.445373	0.0662189	0.166405	0.32048	0.0231047	0.0151074	0.00062371	0.116949	0.0565162	0.140851	0.266638	0.733362
651	-1610.38	-45.1413	-1565.23	0.524969	0.0662189	0.1154	0.32048	0.0231047	0.0199378	0.000395944	0.116949	0.0565162	0.139685	0.040426	0.959574
652	-1610.18	-44.8266	-1565.36	0.396176	0.0662189	0.151717	0.401428	0.0191	0.0304087	0.000712003	0.116949	0.0565162	0.156495	0.040426	0.959574
653	-1612.11	-47.9266	-1564.19	0.264644	0.0185647	0.151717	0.401428	0.0228202	0.0304087	0.000712003	0.112836	0.0918047	0.183965	0.040426	0.959574
654	-1610.83	-46.7602	-1564.07	0.302301	0.0192336	0.145329	0.401428	0.0173142	0.0189436	0.000712003	0.0839439	0.0884201	0.169281	0.0614947	0.938505
655	-1610.7	-46.1124	-1564.58	0.370188	0.0247159	0.145329	0.446858	0.0173142	0.0182777	0.000712003	0.0839439	0.0861053	0.126327	0.0395074	0.960493
656	-1612.87	-46.338	-1566.53	0.350751	0.0247159	0.276342	0.521583	0.00797325	0.0168707	0.000712003	0.102752	0.0861053	0.126327	0.0395074	0.960493
657	-1612.52	-46.5599	-1565.96	0.467534	0.0312413	0.204378	0.370612	0.00954151	0.0168707	0.000581451	0.102752	0.0861053	0.126327	0.0950202	0.90498
658	-1609.72	-45.198	-1564.52	0.386739	0.0312413	0.204378	0.370612	0.00954151	0.0574815	0.000581451	0.0803933	0.0555386	0.126327	0.0327276	0.967272
659	-1611.31	-46.7161	-1564.6	0.282146	0.0481126	0.213038	0.39542	0.0156431	0.0569518	0.000374441	0.086647	0.0555386	0.176036	0.0327276	0.967272
660	-1612	-43.5784	-1568.42	0.520858	0.0635094	0.343726	0.390652	0.0161806	0.0648154	0.000475322	0.086647	0.0497252	0.176036	0.0327276	0.967272
661	-1611.62	-44.8984	-1566.72	0.482721	0.0635094	0.335546	0.28859	0.0161806	0.0648154	0.000320909	0.0837685	0.0393894	0.167358	0.0327276	0.967272
662	-1613.93	-44.1821	-1569.74	0.723705	0.0438497	0.335546	0.28859	0.0119416	0.0648154	0.000642847	0.101981	0.0313231	0.167358	0.171344	0.828656
663	-1611.19	-43.8035	-1567.38	0.491194	0.0438497	0.205735	0.420291	0.0119416	0.0633745	0.000942184	0.101981	0.0313231	0.167358	0.153204	0.846796
664	-1611.79	-45.733	-1566.06	0.661633	0.0438497	0.135632	0.208152	0.0119416	0.0427947	0.000841215	0.101981	0.0313231	0.167358	0.153204	0.846796
665	-1612.16	-46.452	-1565.71	0.535162	0.0696375	0.17356	0.208152	0.0119416	0.0448414	0.000841215	0.0958996	0.0489592	0.167358	0.224564	0.775436
666	-1608.85	-44.925	-1563.92	0.44163	0.0696375	0.17356	0.208152	0.0119416	0.0294247	0.00119438	0.0601159	0.0316516	0.167358	0.143894	0.856106
667	-1610.28	-46.094	-1564.18	0.44163	0.0577788	0.17356	0.208152	0.0088848	0.0352409	0.00123906	0.0889018	0.0279488	0.162077	0.213129	0.786871
668	-1610.59	-46.8504	-1563.74	0.340936	0.0577788	0.17356	0.303244	0.0088848	0.0389054	0.00105534	0.0889018	0.0279488	0.119918	0.213129	0.786871
669	-1612.05	-43.0329	-1569.02	0.75535	0.108345	0.254889	0.303244	0.00941586	0.0389054	0.00177823	0.0889018	0.0279488	0.119918	0.128566	0.871434
670	-1616.14	-47.5475	-1568.59	0.414492	0.108345	0.380449	0.451584	0.00941586	0.0389054	0.00177823	0.113701	0.0279488	0.119918	0.128566	0.871434
671	-1612.67	-43.3002	-1569.37	0.755145	0.076195	0.243274	0.295801	0.00941586	0.0389054	0.00177823	0.113701	0.0279488	0.181821	0.128041	0.871959
672	-1611.58	-42.8107	-1568.77	0.623855	0.076195	0.201952	0.419786	0.0156924	0.0250577	0.00177823	0.113701	0.0393926	0.181821	0.0919113	0.908089
673	-1613.26	-43.4853	-1569.77	0.446524	0.0692367	0.312761	0.595388	0.0104959	0.0250577	0.00177823	0.116917	0.0393926	0.181821	0.0919113	0.908089
674	-1613.16	-42.0761	-1571.08	0.644429	0.096486	0.312761	0.504498	0.00767729	0.0243261	0.00177823	0.116917	0.0393926	0.181821	0.0919113	0.908089
675	-1611.64	-43.3242	-1568.32	0.4788	0.112414	0.193483	0.487941	0.0112372	0.0243261	0.00186126	0.116917	0.0531756	0.181821	0.0765823	0.923418
676	-1612.16	-44.799	-1567.36	0.370952	0.112414	0.231433	0.487941	0.0121514	0.0243261	0.00237293	0.116917	0.0531756	0.168612	0.056145	0.943855
677	-1611.5	-43.1117	-1568.39	0.532927	0.087414	0.192373	0.487941	0.0170998	0.0243261	0.00237293	0.116917	0.0531756	0.168612	0.056145	0.943855
678	-1610.64	-43.4761	-1567.16	0.566936	0.087414	0.146011	0.439493	0.0170998	0.0243261	0.00290993	0.116917	0.0531756	0.154686	0.0207015	0.979298
679	-1611.95	-46.4253	-1565.52	0.453304	0.087414	0.141774	0.27413	0.0210237	0.0263718	0.00290993	0.116917	0.0531756	0.267684	0.0207015	0.979298
680	-1615.95	-49.8246	-1566.12	0.316014	0.087414	0.141774	0.27413	0.0352347	0.0263718	0.00290993	0.116917	0.0644109	0.415175	0.0343209	0.965679
681	-1616.16	-48.3722	-1567.79	0.386397	0.087414	0.154042	0.337846	0.0487021	0.0503933	0.00290993	0.116917	0.0471438	0.415175	0.0343209	0.965679
682	-1615.42	-48.5563	-1566.86	0.316624	0.0935363	0.154042	0.337846	0.0539152	0.0503933	0.00457188	0.116917	0.0470003	0.332589	0.0933967	0.906603
683	-1616.05	-49.1439	-1566.91	0.314267	0.0578971	0.154042	0.337846	0.0926575	0.05414	0.00455032	0.116917	0.0470003	0.332589	0.0933967	0.906603
684	-1616.63	-47.385	-1569.25	0.341119	0.0893224	0.143477	0.543964	0.0926575	0.071574	0.00433456	0.083893	0.0429982	0.332589	0.0933967	0.906603
685	-1616.38	-48.962	-1567.41	0.247401	0.104045	0.132921	0.543964	0.0774136	0.112366	0.00576969	0.0768257	0.0532176	0.208726	0.0933967	0.906603
686	-1613.56	-46.7548	-1566.81	0.422765	0.104045	0.132921	0.375758	0.0774136	0.112366	0.00745326	0.0843609	0.0532176	0.131434	0.0933967	0.906603
687	-1615.98	-47.136	-1568.84	0.646058	0.0941017	0.150392	0.269004	0.0473773	0.167665	0.00878544	0.0886007	0.0434097	0.18973	0.0933967	0.906603
688	-1614.22	-47.0719	-1567.15	0.502428	0.131595	0.150392	0.269004	0.0473773	0.193378	0.00878544	0.0590637	0.0434097	0.130857	0.0933967	0.906603
689	-1611.53	-47.8715	-1563.66	0.451072	0.0926956	0.150392	0.269004	0.0493084	0.193378	0.00537962	0.0590637	0.0362285	0.0822213	0.00150993	0.99849
690	-1611.41	-45.3583	-1566.05	0.707385	0.0930998	0.150392	0.269004	0.0477071	0.193378	0.00617373	0.0470202	0.0310915	0.0822213	0.00150993	0.99849
691	-1610.94	-44.4969	-1566.44	0.677593	0.0930998	0.150392	0.345171	0.0783461	0.132099	0.00408158	0.0470202	0.0365187	0.102291	0.00150993	0.99849
692	-1609.17	-45.2013	-1563.97	0.484269	0.0930998	0.150392	0.345171	0.0451775	0.132099	0.00350499	0.0379165	0.0365187	0.0910574	0.00150993	0.99849
693	-1610.38	-45.1263	-1565.25	0.565227	0.149725	0.150736	0.327335	0.0606137	0.132099	0.00350499	0.0379165	0.0457339	0.0751813	0.00150993	0.99849
694	-1608.66	-44.051	-1564.6	0.543305	0.149725	0.150736	0.314195	0.0491193	0.084968	0.00350499	0.0261285	0.0482941	0.113078	0.00150993	0.99849
695	-1609.45	-43.7346	-1565.71	0.69474	0.0948759	0.150736	0.314195	0.0569425	0.0608402	0.00220623	0.0579775	0.0482941	0.113078	0.00150993	0.99849
696	-1608.44	-45.8497	-1562.59	0.401608	0.0948759	0.150736	0.314195	0.0373017	0.0888732	0.00220623	0.0579775	0.0314568	0.102797	0.00150993	0.99849
697	-1609.19	-44.2154	-1564.97	0.664794	0.0496147	0.150736	0.218524	0.0341167	0.0888732	0.00220623	0.03973	0.0248732	0.0759817	0.0479316	0.952068
698	-1608.37	-46.6685	-1561.7	0.343598	0.0496147	0.110207	0.218524	0.0341167	0.0565469	0.00386386	0.03973	0.0248732	0.153105	0.0374548	0.962545
699	-1609.98	-45.7284	-1564.25	0.50231	0.0270105	0.110207	0.270216	0.0341167	0.0663787	0.00268481	0.03973	0.0263695	0.12354	0.27949	0.72051
700	-1610.36	-47.4475	-1562.91	0.356096	0.0128935	0.110207	0.270216	0.0341167	0.0844598	0.00696853	0.03973	0.0420093	0.13003	0.171182	0.828818
701	-1610.59	-47.163	-1563.43	0.414285	0.0128935	0.110207	0.270216	0.0486841	0.0556997	0.00696853	0.04814	0.0410747	0.13003	0.171182	0.828818
702	-1610.69	-46.5046	-1564.18	0.427292	0.0212025	0.173219	0.270216	0.0586707	0.0626544	0.00696853	0.0392798	0.0410747	0.112877	0.171182	0.828818
703	-1610.94	-48.0933	-1562.85	0.277111	0.0266995	0.174757	0.338832	0.0586707	0.0513388	0.00696853	0.0239131	0.0307759	0.112877	0.103049	0.896951
704	-1609.95	-45.4535	-1564.5	0.454167	0.0266995	0.153913	0.329652	0.0835929	0.0513388	0.0110244	0.0237133	0.0197874	0.112877	0.103049	0.896951
705	-1609.91	-45.9431	-1563.97	0.477405	0.0266995	0.186534	0.203625	0.0835929	0.0513388	0.0110244	0.0355828	0.026048	0.154777	0.0408581	0.959142
706	-1610.93	-46.247	-1564.68	0.49135	0.0266995	0.186534	0.203625	0.0743781	0.0513388	0.0110244	0.0258993	0.0305609	0.226334	0.0408581	0.959142
707	-1608.63	-46.3599	-1562.27	0.376562	0.0266995	0.122826	0.306128	0.0743781	0.0464022	0.0110244	0.033311	0.0306839	0.1043	0.0161219	0.983878
708	-1607.97	-45.6052	-1562.36	0.377734	0.0266995	0.159077	0.306128	0.0297451	0.0506847	0.008831	0.0471606	0.0328464	0.102095	0.0161219	0.983878
709	-1608.4	-45.9513	-1562.45	0.457848	0.0389436	0.127845	0.248758	0.0264807	0.046293	0.0126208	0.0471606	0.0417069	0.102095	0.0161219	0.983878
710	-1607.94	-45.4954	-1562.44	0.411389	0.0282718	0.185795	0.248758	0.0273761	0.0422934	0.0106354	0.0410026	0.0417069	0.133449	0.0104588	0.989541
711	-1609.12	-45.0314	-1564.09	0.485653	0.0211217	0.224462	0.284535	0.0167206	0.0761215	0.0106354	0.0410026	0.0417069	0.133449	0.0104588	0.989541
712	-1609.59	-43.2632	-1566.32	0.642669	0.0174921	0.308077	0.284535	0.0101989	0.0731631	0.0106354	0.031683	0.0266101	0.153488	0.0104588	0.989541
713	-1610.77	-44.6378	-1566.14	0.468378	0.0174921	0.308077	0.380343	0.00881365	0.115163	0.0169963	0.0444769	0.0266101	0.153488	0.0104588	0.989541
714	-1608.39	-43.4206	-1564.97	0.518055	0.0179526	0.217262	0.380343	0.00620222	0.0472118	0.0169963	0.0387018	0.0266101	0.153488	0.0104588	0.989541
715	-1606.96	-44.1722	-1562.79	0.44154	0.0177999	0.133356	0.380343	0.00402535	0.0472118	0.014285	0.0250425	0.0266101	0.114977	0.0104588	0.989541
716	-1610.15	-44.989	-1565.16	0.722894	0.018016	0.133356	0.380343	0.0027681	0.0348085	0.014285	0.0216281	0.030475	0.0839881	0.0104588	0.989541
717	-1610.85	-44.9073	-1565.94	0.383144	0.018016	0.1389	0.637574	0.0027681	0.0246367	0.014285	0.0287895	0.0493882	0.120077	0.0884374	0.911563
718	-1609.88	-46.6541	-1563.23	0.383144	0.023751	0.142448	0.371899	0.0027681	0.0246367	0.0190227	0.0287895	0.0564973	0.0934997	0.0884374	0.911563
719	-1609.93	-46.9396	-1562.99	0.367253	0.023751	0.142448	0.371899	0.0027681	0.024575	0.0213239	0.0181466	0.0564973	0.0934997	0.0884374	0.911563
720	-1610.25	-46.3521	-1563.9	0.375689	0.023319	0.142448	0.371899	0.00430214	0.020509	0.0213239	0.0197816	0.0564973	0.149066	0.173047	0.826953
721	-1609.18	-46.2898	-1562.89	0.375689	0.0158357	0.142448	0.371899	0.00690277	0.0113944	0.0170218	0.0201416	0.0564973	0.103354	0.0728972	0.927103
722	-1609.29	-47.7311	-1561.56	0.299332	0.0123095	0.142448	0.233011	0.0112329	0.0113944	0.0170218	0.0160373	0.0564973	0.16308	0.130376	0.869624
723	-1607.81	-46.0791	-1561.73	0.32505	0.0105377	0.142448	0.254034	0.0112329	0.0113944	0.0245852	0.0160373	0.0215546	0.16308	0.130376	0.869624
724	-1608.55	-47.3605	-1561.19	0.320696	0.0105377	0.0900031	0.254034	0.00880576	0.016456	0.0245852	0.0126682	0.0210563	0.178152	0.0993095	0.900691
725	-1612.1	-49.6848	-1562.42	0.399324	0.00741884	0.0843892	0.254034	0.00880576	0.016456	0.0245852	0.0126682	0.0114188	0.258871	0.0668705	0.933129
726	-1611.35	-49.4017	-1561.95	0.322473	0.00912599	0.0843892	0.246109	0.0068092	0.016456	0.0245852	0.0126682	0.00824251	0.258871	0.172284	0.827716
727	-1610.33	-49.756	-1560.58	0.248443	0.0107629	0.0876624	0.246109	0.00874366	0.016456	0.0245852	0.0103201	0.00824251	0.267691	0.0321713	0.967829
728	-1610.51	-49.048	-1561.46	0.312644	0.0120451	0.0876624	0.246109	0.00433705	0.016456	0.0245852	0.00496406	0.0113759	0.267691	0.0597664	0.940234
729	-1608.85	-47.0223	-1561.82	0.280538	0.0120451	0.134134	0.315695	0.00433705	0.0106755	0.0359278	0.00325347	0.00991139	0.217536	0.0597664	0.940234
730	-1608.47	-46.3425	-1562.12	0.376923	0.0120451	0.191152	0.192269	0.00509166	0.0106755	0.0398892	0.00325347	0.00991139	0.217536	0.0539235	0.946076
731	-1609.06	-45.3142	-1563.74	0.346946	0.0194328	0.263762	0.302013	0.00509166	0.0106755	0.0398892	0.00452651	0.0108608	0.217536	0.0539235	0.946076
732	-1611.15	-46.9735	-1564.18	0.399235	0.0259941	0.161177	0.302013	0.00352052	0.00990184	0.0398892	0.00596779	0.00817288	0.308284	0.0539235	0.946076
733	-1609.96	-47.1836	-1562.77	0.367503	0.0248838	0.172663	0.186135	0.0033802	0.00990184	0.0398892	0.00596779	0.00524625	0.308284	0.0539235	0.946076
734	-1609.88	-46.1807	-1563.7	0.353633	0.0358003	0.228047	0.222316	0.0033802	0.0139535	0.0398892	0.00596779	0.00524625	0.308284	0.0539235	0.946076
735	-1612.42	-45.4467	-1566.98	0.62819	0.0532881	0.253497	0.222316	0.0033802	0.0139535	0.0398892	0.00596779	0.00364664	0.308284	0.0692551	0.930745
736	-1610.73	-46.1691	-1564.56	0.646999	0.0530921	0.185861	0.1445	0.00298181	0.0145433	0.0398892	0.00464137	0.00364664	0.194246	0.0692551	0.930745
737	-1609.56	-46.4192	-1563.14	0.43393	0.0530921	0.221017	0.139471	0.00298181	0.00931479	0.0398892	0.003083	0.00611565	0.194246	0.202874	0.797126
738	-1608.98	-47.9063	-1561.07	0.30402	0.0530921	0.158116	0.139471	0.00352999	0.00745888	0.0255758	0.003083	0.00763011	0.194246	0.202874	0.797126
739	-1608.27	-45.6363	-1562.63	0.484973	0.0679647	0.100203	0.21331	0.00519675	0.00745888	0.0237094	0.00314644	0.00763011	0.138489	0.202874	0.797126
740	-1608.13	-46.8379	-1561.29	0.349461	0.0769281	0.0927688	0.21331	0.012123	0.00745888	0.018703	0.00314644	0.00519264	0.138489	0.202874	0.797126
741	-1609.12	-45.8787	-1563.24	0.538772	0.123961	0.0927688	0.157256	0.0167522	0.00745888	0.0250205	0.00216296	0.00689793	0.138489	0.222845	0.777155
742	-1609	-45.5677	-1563.43	0.548998	0.158573	0.0927688	0.157256	0.0257623	0.00881295	0.0249269	0.00216296	0.00689793	0.138489	0.0929589	0.907041
743	-1611.34	-45.8107	-1565.53	0.679349	0.250132	0.0885678	0.14712	0.0257623	0.0111948	0.0249269	0.00142506	0.00776381	0.138489	0.0929589	0.907041
744	-1611.19	-44.2564	-1566.93	0.572184	0.250132	0.232881	0.255865	0.034894	0.00684578	0.0266219	0.00101602	0.00776381	0.138489	0.0707495	0.92925
745	-1614.48	-49.6675	-1564.81	0.324838	0.250132	0.232881	0.263696	0.034894	0.0068861	0.0266219	0.00108519	0.00914763	0.138489	0.12799	0.87201
746	-1613.76	-44.307	-1569.45	0.750843	0.287338	0.221288	0.263696	0.0440402	0.0068861	0.0145293	0.00108519	0.00914763	0.131823	0.220047	0.779953
747	-1617.72	-47.0512	-1570.67	0.788104	0.287338	0.338349	0.178689	0.0831567	0.0068861	0.0135574	0.00108519	0.0055076	0.131823	0.4766	0.5234
748	-1618.04	-50.0331	-1568	0.523873	0.287338	0.338349	0.204103	0.0631658	0.0068861	0.0190151	0.00175784	0.0055076	0.117439	0.4766	0.5234
749	-1616.28	-47.0776	-1569.2	0.818229	0.18207	0.338349	0.103205	0.0911115	0.0068861	0.0196792	0.00175784	0.00840265	0.117439	0.4766	0.5234
750	-1613.47	-45.9056	-1567.57	0.718327	0.18207	0.277291	0.103205	0.0911115	0.0068861	0.0219471	0.00146236	0.0123954	0.117439	0.302791	0.697209
751	-1612.35	-47.6167	-1564.73	0.570334	0.18207	0.211295	0.0733665	0.0571305	0.00437854	0.0140394	0.00190118	0.0167258	0.117439	0.302791	0.697209
752	-1612.13	-46.5254	-1565.61	0.64272	0.177489	0.211295	0.0733665	0.0749166	0.00544934	0.0230253	0.00224193	0.0167258	0.117439	0.232416	0.767584
753	-1612.23	-48.1119	-1564.12	0.597308	0.107225	0.211295	0.0591591	0.0772042	0.00773639	0.0230253	0.00184952	0.0167258	0.0944835	0.232416	0.767584
754	-1608.58	-45.6762	-1562.91	0.563172	0.107225	0.129322	0.0871972	0.0532263	0.00859732	0.0232894	0.00184952	0.017971	0.0944835	0.169435	0.830565
755	-1610.6	-45.0842	-1565.51	0.789152	0.113959	0.129322	0.0871972	0.0532263	0.00859732	0.0232894	0.00184952	0.017971	0.120498	0.178649	0.821351
756	-1614.39	-45.2871	-1569.1	1.17602	0.113959	0.129322	0.059964	0.0512676	0.00859732	0.0217475	0.00161978	0.0208425	0.120498	0.178649	0.821351
757	-1614.55	-45.5893	-1568.96	1.17602	0.0909797	0.13522	0.0623723	0.0780209	0.0162643	0.0217475	0.00161978	0.0207792	0.0868366	0.178649	0.821351
758	-1610.36	-47.2359	-1563.12	0.613813	0.0885253	0.13522	0.0623723	0.0535255	0.0162643	0.029643	0.00112314	0.0149556	0.0905679	0.178649	0.821351
759	-1610.33	-45.8115	-1564.52	0.66604	0.134537	0.13522	0.0789093	0.060517	0.0162643	0.029643	0.00154604	0.0149556	0.108273	0.178649	0.821351
760	-1610.01	-46.2941	-1563.72	0.569393	0.111122	0.13522	0.100692	0.0773914	0.0158184	0.0307484	0.00154604	0.0153292	0.108273	0.178649	0.821351
761	-1612.11	-49.0992	-1563.01	0.439814	0.126314	0.13522	0.0996611	0.0999273	0.0158184	0.0481598	0.00134464	0.0216406	0.106405	0.178649	0.821351
762	-1612.39	-48.0759	-1564.31	0.620164	0.126314	0.13522	0.0771521	0.106322	0.0124313	0.0481598	0.00134464	0.0164014	0.0812322	0.178649	0.821351
763	-1613.21	-48.188	-1565.02	0.712733	0.10971	0.11197	0.0815081	0.110023	0.0124484	0.0481598	0.00131196	0.0128089	0.0790121	0.28543	0.71457
764	-1612.08	-49.2862	-1562.8	0.513586	0.10971	0.11197	0.0815081	0.0851273	0.00887131	0.0481598	0.00131196	0.0141699	0.0790121	0.324227	0.675773
765	-1613.8	-48.7315	-1565.07	0.743368	0.10971	0.0887175	0.0815081	0.0992544	0.00781464	0.0481598	0.00131196	0.00938143	0.0878381	0.376405	0.623595
766	-1613.83	-49.3337	-1564.5	0.592573	0.16959	0.0887175	0.0762381	0.0801096	0.0100272	0.0481598	0.00131196	0.0108796	0.142665	0.376405	0.623595
767	-1613.33	-51.4267	-1561.91	0.38062	0.141029	0.0887175	0.0762381	0.052148	0.0100272	0.0464597	0.00191481	0.0108796	0.152677	0.376405	0.623595
768	-1611.95	-50.1197	-1561.83	0.427997	0.136629	0.0887175	0.0762381	0.052148	0.0100272	0.0464597	0.00191481	0.0106455	0.102426	0.375621	0.624379
769	-1611.9	-47.0295	-1564.87	0.735139	0.133159	0.0887175	0.0762381	0.052148	0.00715947	0.0344947	0.00337093	0.0145794	0.119644	0.283579	0.716421
770	-1610.36	-47.427	-1562.93	0.565474	0.0903598	0.110812	0.0762381	0.0505502	0.00715947	0.0265564	0.00261119	0.0145794	0.119644	0.364483	0.635517
771	-1610.88	-47.5048	-1563.38	0.565474	0.111921	0.110812	0.101203	0.0318264	0.00514852	0.0409425	0.00415563	0.0166841	0.119644	0.381752	0.618248
772	-1610	-46.9509	-1563.05	0.520454	0.13143	0.110812	0.121345	0.0318264	0.00514852	0.0409425	0.00415563	0.0166841	0.0917247	0.381752	0.618248
773	-1609.25	-45.2508	-1564	0.59479	0.158438	0.12295	0.121345	0.0511493	0.00336468	0.0409425	0.00415563	0.0185575	0.0917247	0.126812	0.873188
774	-1609.38	-44.65	-1564.73	0.659504	0.158438	0.113401	0.160474	0.0511493	0.00336468	0.0409425	0.00522659	0.0185575	0.0917247	0.0769885	0.923012
775	-1609.55	-44.7481	-1564.8	0.737027	0.125651	0.113401	0.160474	0.0407826	0.00336468	0.0409425	0.00694543	0.0146918	0.0810703	0.0567578	0.943242
776	-1608.99	-47.2003	-1561.79	0.461291	0.125651	0.117243	0.154509	0.0690429	0.00336468	0.0409425	0.00660821	0.015514	0.0543624	0.0335202	0.96648
777	-1608.44	-46.4535	-1561.99	0.483324	0.0895451	0.0769631	0.228623	0.0546992	0.00336468	0.0409425	0.00660821	0.015514	0.0684176	0.0335202	0.96648
778	-1607.62	-46.1413	-1561.47	0.415774	0.0895451	0.108445	0.228623	0.0478533	0.00155583	0.0317723	0.00909591	0.015514	0.0684176	0.0335202	0.96648
779	-1608.9	-44.2622	-1564.64	0.669881	0.0969816	0.16602	0.228623	0.0438689	0.00155583	0.0317723	0.00909591	0.0172438	0.0684176	0.0335202	0.96648
780	-1607.9	-45.9402	-1561.96	0.480113	0.0969816	0.16602	0.120649	0.0438689	0.00116581	0.0283652	0.00614182	0.0207483	0.0829307	0.0489634	0.951037
781	-1609.77	-48.2122	-1561.56	0.381609	0.0969816	0.16602	0.124681	0.0438689	0.0011382	0.0452167	0.00484329	0.0207483	0.10094	0.0767727	0.923227
782	-1609.43	-47.6764	-1561.76	0.360735	0.0978154	0.16602	0.16962	0.0227857	0.0014218	0.0452167	0.00484329	0.0207483	0.10094	0.108157	0.891843
783	-1608.49	-43.896	-1564.59	0.618874	0.159608	0.133995	0.16962	0.0371049	0.000977406	0.0294548	0.00484329	0.0185818	0.10094	0.108157	0.891843
784	-1608.15	-45.8527	-1562.3	0.462088	0.159608	0.0595651	0.16962	0.0309165	0.000977406	0.0249048	0.00484329	0.0307383	0.10094	0.109499	0.890501
785	-1607.2	-45.1162	-1562.08	0.437546	0.159608	0.0743699	0.16962	0.0309165	0.000918589	0.0128431	0.00484329	0.0307383	0.10094	0.109499	0.890501
786	-1610.03	-49.3688	-1560.66	0.31666	0.159608	0.0743699	0.16962	0.0277953	0.000558871	0.0208028	0.00484329	0.0340223	0.043756	0.219379	0.780621
787	-1607.7	-44.0668	-1563.63	0.671141	0.145895	0.0743699	0.16962	0.0298753	0.00091025	0.0208028	0.00484329	0.0317853	0.043756	0.0768961	0.923104
788	-1607.23	-45.9273	-1561.31	0.446942	0.145895	0.0743699	0.16962	0.0303309	0.000482796	0.0208028	0.00729921	0.0212165	0.043756	0.0768961	0.923104
789	-1606.3	-45.6368	-1560.66	0.446352	0.095997	0.0560185	0.137321	0.0303309	0.000482796	0.013536	0.00582462	0.0224472	0.043756	0.220387	0.779613
790	-1606.86	-46.157	-1560.7	0.448157	0.095997	0.0560185	0.137321	0.0432773	0.000482796	0.00989908	0.00764158	0.0238709	0.0334971	0.220387	0.779613
