Iteration	Posterior	Likelihood	Prior	r_gain	r_loss	dp	widespread_sympatry	subset_sympatry	allopatry	clock_bg
2510	-136.671	-134.051	-2.61978	0.464799	0.535201	0.566551	0.480245	0.027831	0.491924	0.00122768
2520	-137.928	-131.684	-6.24421	0.468514	0.531486	0.898904	0.671093	0.183094	0.145813	0.00120241
2530	-135.075	-134.171	-0.903413	0.3315	0.6685	0.421838	0.353246	0.454735	0.192019	0.00194583
2540	-134.113	-134.507	0.394511	0.666058	0.333942	0.651224	0.00660386	0.196278	0.797118	0.000923204
2550	-126.73	-124.747	-1.98252	0.58664	0.41336	0.782902	0.0213165	0.0801882	0.898495	0.00148478
2560	-127.866	-124.41	-3.45552	0.263206	0.736794	0.884917	0.0347387	0.336962	0.628299	0.00281601
2570	-126.855	-128.193	1.33746	0.479336	0.520664	0.317709	0.0934331	0.260298	0.646269	0.00168008
2580	-127.611	-128.227	0.615738	0.376364	0.623636	0.350387	0.145072	0.218477	0.636451	0.00157626
2590	-134.414	-136.231	1.81658	0.447223	0.552777	0.228069	0.148903	0.690094	0.161003	0.00146288
2600	-135.567	-135.589	0.0218318	0.453677	0.546323	0.319534	0.392568	0.49251	0.114921	0.00222618
2610	-134.867	-133.974	-0.893096	0.311004	0.688996	0.45245	0.248612	0.199414	0.551974	0.00191702
2620	-134.527	-133.385	-1.14217	0.422648	0.577352	0.533608	0.133004	0.323683	0.543313	0.00196318
2630	-135.86	-138.379	2.51946	0.60473	0.39527	0.088964	0.319079	0.350119	0.330802	0.00168797
2640	-134.405	-133.661	-0.744014	0.232863	0.767137	0.519535	0.0977333	0.310982	0.591285	0.00395242
2650	-134.899	-135.744	0.845308	0.548528	0.451472	0.422004	0.0504452	0.194132	0.755423	0.0020726
2660	-137.459	-133.861	-3.59782	0.726226	0.273774	0.687807	0.370357	0.14676	0.482883	0.00116047
2670	-134.558	-136.176	1.61802	0.618377	0.381623	0.306244	0.0778309	0.198833	0.723336	0.00153287
2680	-133.962	-132.948	-1.01386	0.599033	0.400967	0.678968	0.0231191	0.0350612	0.94182	0.00124675
2690	-130.973	-136.108	5.1352	0.383409	0.616591	0.322374	0.00128719	0.413361	0.585352	0.00287221
2700	-129.656	-124.798	-4.85725	0.57506	0.42494	0.874801	0.186741	0.250837	0.562422	0.00173653
2710	-128.569	-130.339	1.76985	0.348139	0.651861	0.169247	0.297308	0.251306	0.451387	0.00272645
2720	-135.315	-131.835	-3.47964	0.21467	0.78533	0.702874	0.269914	0.109211	0.620875	0.00274812
2730	-135.706	-131.725	-3.98099	0.433446	0.566554	0.709733	0.442577	0.0105809	0.546842	0.00151829
2740	-136.102	-136.329	0.226658	0.511895	0.488105	0.291855	0.42581	0.36504	0.20915	0.00210689
2750	-137.624	-138.351	0.726851	0.495837	0.504163	0.225409	0.50832	0.361711	0.129969	0.00259313
2760	-134.346	-136.966	2.61964	0.363887	0.636113	0.098918	0.255029	0.52367	0.2213	0.00188093
2770	-143.16	-144.528	1.36839	0.421676	0.578324	0.225909	0.24674	0.393219	0.360041	0.00298959
2780	-140.754	-142.675	1.92158	0.270981	0.729019	0.154926	0.293187	0.347752	0.35906	0.00313049
2790	-140.409	-140.061	-0.348183	0.518616	0.481384	0.626113	0.0197607	0.713192	0.267048	0.00166074
2800	-140.556	-140.047	-0.508662	0.339651	0.660349	0.51932	0.0766476	0.716316	0.207036	0.00250424
2810	-133.235	-134.841	1.60518	0.610489	0.389511	0.565808	0.00438877	0.754621	0.24099	0.00204742
2820	-129.363	-136.544	7.1817	0.315871	0.684129	0.0882678	0.00178486	0.688243	0.309973	0.00290909
2830	-130.264	-135.7	5.43689	0.141465	0.858535	0.161369	0.0054411	0.865422	0.129137	0.00397116
2840	-135.369	-130.684	-4.68484	0.259173	0.740827	0.780076	0.436365	0.505824	0.057811	0.00283171
2850	-122.145	-121.571	-0.57361	0.234132	0.765868	0.387089	0.357718	0.281461	0.360822	0.00258203
2860	-121.824	-120.834	-0.989698	0.414248	0.585752	0.393649	0.536716	0.148161	0.315123	0.00111622
2870	-120.262	-121.669	1.40639	0.424841	0.575159	0.215889	0.268403	0.232827	0.49877	0.00163608
2880	-119.54	-123.222	3.68238	0.74308	0.25692	0.114565	0.066443	0.277602	0.655955	0.00101387
2890	-117.974	-116.07	-1.90392	0.477021	0.522979	0.787773	0.0184956	0.376531	0.604974	0.00152881
2900	-120.954	-117.03	-3.9238	0.488343	0.511657	0.746962	0.273698	0.0401195	0.686182	0.00182335
2910	-121.114	-122.058	0.943759	0.612659	0.387341	0.21477	0.457719	0.0887795	0.453501	0.000978417
2920	-119.66	-121.321	1.66163	0.514903	0.485097	0.245374	0.145965	0.69075	0.163285	0.00144836
2930	-119.854	-123.305	3.45077	0.321946	0.678054	0.151967	0.0564557	0.823187	0.120358	0.00143279
2940	-118.907	-121.645	2.73832	0.356302	0.643698	0.222286	0.0568762	0.290619	0.652504	0.0016903
2950	-124.68	-128.427	3.74627	0.544403	0.455597	0.0525821	0.120969	0.227754	0.651277	0.00268051
2960	-120.278	-118.694	-1.58373	0.25804	0.74196	0.549753	0.180515	0.226839	0.592646	0.0024836
2970	-128.464	-127.762	-0.701651	0.690602	0.309398	0.432722	0.252216	0.439551	0.308234	0.00120463
2980	-129.274	-128.56	-0.714056	0.642845	0.357155	0.418219	0.299039	0.384588	0.316373	0.00162286
2990	-129.546	-125.627	-3.91853	0.474728	0.525272	0.644276	0.858736	0.031089	0.110175	0.0010727
3000	-128.382	-126.548	-1.83432	0.439959	0.560041	0.462694	0.635032	0.00839788	0.356571	0.00139493
3010	-121.701	-117.21	-4.49079	0.80201	0.19799	0.886381	0.110778	0.390273	0.49895	0.000508107
3020	-121.295	-115.119	-6.17591	0.720422	0.279578	0.948629	0.359384	0.236487	0.404129	0.000855095
3030	-123.29	-120.283	-3.00662	0.752075	0.247925	0.64854	0.29933	0.26077	0.4399	0.000469869
3040	-120.45	-116.695	-3.75528	0.815566	0.184434	0.682703	0.467855	0.060278	0.471867	0.000977992
3050	-122.26	-123.351	1.09097	0.249279	0.750721	0.210227	0.402807	0.354974	0.242219	0.00230246
3060	-120.578	-122.927	2.34889	0.242115	0.757885	0.258154	0.0580805	0.203552	0.738368	0.00288003
3070	-118.394	-120.849	2.4558	0.701531	0.298469	0.25947	0.0517848	0.312304	0.635911	0.00119846
3080	-121.485	-115.039	-6.44596	0.564648	0.435352	1.05466	0.147986	0.515035	0.336979	0.00168336
3090	-119.756	-117.505	-2.25149	0.514973	0.485027	0.670737	0.0999822	0.504549	0.395469	0.00144955
3100	-125.993	-125.671	-0.322289	0.432558	0.567442	0.669511	0.0117645	0.753377	0.234859	0.00234713
3110	-129.552	-127.762	-1.7902	0.49686	0.50314	0.745756	0.0262398	0.534845	0.438915	0.000695863
3120	-131.642	-131.644	0.00204388	0.6796	0.3204	0.329564	0.359522	0.255771	0.384707	0.00208886
3130	-128.528	-125.234	-3.29376	0.562482	0.437518	0.663682	0.343256	0.431395	0.225349	0.00171822
3140	-128.515	-126.676	-1.83905	0.630035	0.369965	0.494313	0.448745	0.427469	0.123786	0.00149803
3150	-129.538	-124.802	-4.73629	0.450239	0.549761	0.818538	0.307367	0.14446	0.548173	0.00105475
3160	-128.026	-124.294	-3.73242	0.478958	0.521042	0.720766	0.297427	0.106651	0.595922	0.00139738
3170	-128.353	-128.196	-0.156559	0.449422	0.550578	0.335922	0.399561	0.395676	0.204763	0.00208835
3180	-141.747	-137.081	-4.66637	0.343424	0.656576	0.807345	0.316306	0.472784	0.21091	0.00267544
3190	-136.332	-129.529	-6.80326	0.336758	0.663242	0.953899	0.666416	0.16512	0.168464	0.00274164
3200	-129.62	-120.875	-8.74528	0.633164	0.366836	1.28039	0.155429	0.302087	0.542484	0.00146542
3210	-128.416	-128.557	0.140912	0.268061	0.731939	0.358535	0.223665	0.480019	0.296316	0.00194752
3220	-126.358	-126.848	0.489539	0.31794	0.68206	0.45264	0.0532018	0.342489	0.604309	0.00222543
3230	-119.426	-120.243	0.817718	0.34344	0.65656	0.471711	0.0297365	0.674185	0.296079	0.00269099
3240	-119.44	-121.205	1.76515	0.379761	0.620239	0.301505	0.069201	0.288115	0.642684	0.00213546
3250	-118.318	-117.419	-0.898963	0.533852	0.466148	0.703027	0.0155303	0.437976	0.546494	0.00150552
3260	-118.088	-116.481	-1.60693	0.546642	0.453358	0.805278	0.0109912	0.546599	0.442409	0.00116384
3270	-116.345	-120.492	4.14696	0.675324	0.324676	0.3542	0.00276534	0.458002	0.539233	0.00104695
3280	-118.153	-121.234	3.08153	0.500977	0.499023	0.326509	0.0121777	0.270821	0.717001	0.0018609
3290	-120.856	-120.987	0.130973	0.779417	0.220583	0.319354	0.351937	0.287484	0.360579	0.00132594
3300	-121.147	-121.553	0.405866	0.437219	0.562781	0.341911	0.20237	0.581682	0.215948	0.00108141
3310	-118.83	-120.036	1.20638	0.526118	0.473882	0.36897	0.0614251	0.44881	0.489764	0.00127588
3320	-122.251	-115.171	-7.0799	0.368408	0.631592	1.10166	0.17666	0.405915	0.417425	0.00213674
3330	-123.623	-114.857	-8.76627	0.360899	0.639101	1.36114	0.0639517	0.0728626	0.863186	0.00273907
3340	-122.929	-121.22	-1.70838	0.28565	0.71435	0.606456	0.11191	0.576124	0.311966	0.00127702
3350	-116.214	-115.9	-0.313387	0.732646	0.267354	0.809522	0.00249573	0.465357	0.532148	0.000991551
3360	-114.963	-119.133	4.1701	0.838426	0.161574	0.482659	0.00064976	0.604284	0.395066	0.000622748
3370	-115.32	-115.246	-0.0743735	0.616318	0.383682	0.915851	0.00058674	0.497248	0.502165	0.00105929
3380	-115.558	-120.624	5.06588	0.845065	0.154935	0.275295	0.00239339	0.54728	0.450327	0.00106098
3390	-115.385	-119.865	4.48008	0.646644	0.353356	0.37361	0.00154049	0.20088	0.797579	0.000980871
3400	-116.419	-118.49	2.07164	0.875989	0.124011	0.556221	0.00295439	0.364524	0.632522	0.000606233
3410	-115.141	-121.32	6.17859	0.925886	0.0741143	0.195204	0.00169468	0.514237	0.484069	0.000949823
3420	-115.191	-123.019	7.82811	0.783913	0.216087	0.0242645	0.00181194	0.890955	0.107233	0.000916197
3430	-116.963	-124.16	7.19668	0.326333	0.673667	0.0661985	0.00224665	0.375033	0.622721	0.00277138
3440	-116.157	-124.02	7.86322	0.248985	0.751015	0.0418347	0.00141161	0.439742	0.558846	0.00230462
3450	-117.569	-124.083	6.51478	0.587325	0.412675	0.0270881	0.00749537	0.454205	0.538299	0.00163537
3460	-118.494	-123.386	4.89265	0.693016	0.306984	0.011639	0.0542544	0.48873	0.457015	0.00115217
3470	-119.067	-126.393	7.32666	0.315924	0.684076	0.018136	0.0033741	0.371325	0.6253	0.0012339
3480	-118.934	-124.236	5.30167	0.385077	0.614923	0.021561	0.0306941	0.358001	0.611305	0.00159267
3490	-110.918	-116.142	5.2244	0.4088	0.5912	0.0787166	0.0177324	0.23865	0.743618	0.00154522
3500	-111.734	-112.892	1.15853	0.441365	0.558635	0.396206	0.0478247	0.133716	0.818459	0.00134986
3510	-108.237	-116.367	8.12982	0.70502	0.29498	0.110976	0.000491511	0.48268	0.516829	0.00145347
3520	-106.617	-112.69	6.07255	0.94084	0.0591603	0.342993	0.000370544	0.650809	0.34882	0.00059021
3530	-111.715	-110.725	-0.989794	0.913877	0.0861228	0.542277	0.103236	0.649034	0.24773	0.000858721
3540	-114.078	-110.886	-3.19129	0.704384	0.295616	0.649033	0.361906	0.221277	0.416818	0.00135917
3550	-114.116	-112.017	-2.09938	0.777108	0.222892	0.593035	0.200339	0.562842	0.236818	0.00138886
3560	-115.642	-113.267	-2.37522	0.36057	0.63943	0.523226	0.583847	0.0769732	0.33918	0.00251552
3570	-123.371	-115.127	-8.24373	0.471215	0.528785	1.24111	0.138616	0.627828	0.233556	0.000897103
3580	-122.749	-114.402	-8.34651	0.658517	0.341483	1.24777	0.144373	0.678835	0.176791	0.000851144
3590	-124.033	-116.846	-7.18742	0.348791	0.651209	1.07143	0.281782	0.356584	0.361635	0.00109659
3600	-122.25	-117.526	-4.7243	0.329713	0.670287	0.802841	0.359817	0.416486	0.223697	0.00137298
3610	-114.355	-108.649	-5.70541	0.712507	0.287493	0.882795	0.441163	0.443443	0.115393	0.00118641
3620	-115.641	-113.78	-1.86114	0.616761	0.383239	0.488862	0.486902	0.397968	0.11513	0.00181342
3630	-115.17	-113.936	-1.23355	0.255196	0.744804	0.441053	0.408494	0.388576	0.20293	0.00266697
3640	-117.178	-116.781	-0.396408	0.394037	0.605963	0.343614	0.485983	0.0557091	0.458308	0.000758967
3650	-113.831	-114.145	0.313394	0.366462	0.633538	0.306445	0.329908	0.441049	0.229043	0.00181014
3660	-113.118	-112.571	-0.546662	0.697585	0.302415	0.405439	0.287374	0.393917	0.318709	0.00124415
3670	-115.728	-110.859	-4.86873	0.488341	0.511659	0.771626	0.601227	0.303006	0.0957675	0.000827256
3680	-114.313	-111.403	-2.91001	0.469363	0.530637	0.587476	0.522936	0.388035	0.0890286	0.00166127
3690	-115.754	-115.313	-0.441244	0.43521	0.56479	0.347773	0.478828	0.497893	0.0232793	0.00241822
3700	-114.51	-111.404	-3.10678	0.712434	0.287566	0.679129	0.235503	0.753174	0.0113232	0.00148114
3710	-115.567	-110.195	-5.37261	0.732993	0.267007	0.8279	0.564953	0.173981	0.261065	0.000542309
3720	-114.21	-112.682	-1.52777	0.354854	0.645146	0.573198	0.132638	0.467409	0.399953	0.00118018
3730	-113.313	-113.968	0.65543	0.496515	0.503485	0.265219	0.358779	0.209526	0.431694	0.00128138
3740	-112.951	-112.494	-0.457127	0.543693	0.456307	0.422414	0.215995	0.136068	0.647937	0.00101328
3750	-115.345	-112.906	-2.43922	0.389014	0.610986	0.561883	0.408273	0.22198	0.369747	0.00245155
3760	-113.045	-112.026	-1.01816	0.666396	0.333604	0.428027	0.378917	0.35145	0.269634	0.000917693
3770	-113.073	-108.947	-4.12617	0.567365	0.432635	0.833944	0.131415	0.724059	0.144526	0.00110753
3780	-115.73	-113.247	-2.48344	0.283301	0.716699	0.551099	0.488495	0.134077	0.377428	0.00151234
3790	-119.958	-121.629	1.67059	0.342793	0.657207	0.252489	0.133185	0.301868	0.564947	0.00168244
3800	-119.766	-118.766	-0.999674	0.244851	0.755149	0.610865	0.0475462	0.675349	0.277105	0.00303648
3810	-115.499	-118.351	2.85218	0.322852	0.677148	0.599751	0.000754317	0.685583	0.313663	0.00189305
3820	-116.594	-116.576	-0.018209	0.646401	0.353599	0.769212	0.00280094	0.690335	0.306864	0.00140019
3830	-124.514	-112.856	-11.6582	0.476594	0.523406	1.51956	0.278743	0.510783	0.210474	0.00102194
3840	-118.949	-120.114	1.1644	0.421448	0.578552	0.542822	0.009351	0.560963	0.429686	0.00103255
3850	-119.427	-119.571	0.143669	0.481558	0.518442	0.447325	0.0834516	0.573392	0.343157	0.00161132
3860	-120.074	-118.486	-1.58791	0.862457	0.137543	0.629585	0.075684	0.498708	0.425608	0.00130246
3870	-119.801	-116.458	-3.34336	0.804531	0.195469	0.719315	0.197507	0.631364	0.171129	0.000789381
3880	-120.256	-118.781	-1.47463	0.802933	0.197067	0.513676	0.242138	0.292597	0.465265	0.00121915
3890	-119.835	-117.888	-1.94653	0.814536	0.185464	0.551686	0.268682	0.370629	0.360689	0.00103626
3900	-122.464	-115.057	-7.40642	0.574107	0.425893	1.03765	0.524254	0.347275	0.128472	0.000902038
3910	-123.153	-123.809	0.655238	0.199975	0.800025	0.242691	0.454061	0.452557	0.0933819	0.0026318
3920	-120.747	-119.671	-1.07649	0.466055	0.533945	0.442563	0.342362	0.207659	0.449979	0.00134602
3930	-122.122	-117.454	-4.66805	0.342825	0.657175	0.809611	0.310121	0.493199	0.19668	0.00235517
3940	-123.046	-119.259	-3.78717	0.271996	0.728004	0.657089	0.629778	0.105731	0.26449	0.00303196
3950	-121.668	-121.564	-0.104296	0.350656	0.649344	0.290585	0.62577	0.267224	0.107006	0.00182396
3960	-121.769	-122.976	1.20719	0.371478	0.628522	0.186394	0.466029	0.31072	0.223251	0.00139196
3970	-120.84	-122.511	1.6714	0.607266	0.392734	0.132309	0.50712	0.15845	0.334429	0.00145175
3980	-118.761	-120.688	1.92725	0.358135	0.641865	0.403347	0.0187661	0.482017	0.499217	0.00153033
3990	-120.921	-118.807	-2.11379	0.45403	0.54597	0.57042	0.2623	0.426028	0.311672	0.00119265
4000	-119.927	-118.237	-1.68972	0.771634	0.228366	0.515889	0.301115	0.108357	0.590528	0.00089608
4010	-120.846	-118.071	-2.77521	0.464803	0.535197	0.66721	0.18516	0.531523	0.283317	0.001889
4020	-121.299	-117.84	-3.45893	0.522787	0.477213	0.744456	0.169656	0.420319	0.410025	0.000885306
4030	-119.531	-119.737	0.206584	0.47605	0.52395	0.445421	0.0793258	0.379832	0.540843	0.00178744
4040	-120.347	-121.247	0.899842	0.428259	0.571741	0.297308	0.190285	0.623644	0.18607	0.00182794
4050	-119.486	-122.679	3.19316	0.444041	0.555959	0.162781	0.0667829	0.741237	0.19198	0.00126029
4060	-128.933	-131.792	2.85898	0.181121	0.818879	0.0839731	0.225049	0.299935	0.475016	0.00414749
4070	-129.054	-130.124	1.06999	0.615806	0.384194	0.191883	0.513641	0.120384	0.365975	0.000868493
4080	-126.352	-123.124	-3.22824	0.436264	0.563736	0.953812	0.0125955	0.598615	0.38879	0.00249886
4090	-130.262	-120.931	-9.33132	0.425582	0.574418	1.23681	0.480263	0.209269	0.310468	0.00211934
4100	-130.935	-117.27	-13.6646	0.462399	0.537601	1.66349	0.520536	0.199579	0.279884	0.00152059
4110	-127.588	-121.821	-5.76645	0.336615	0.663385	1.06203	0.063743	0.604895	0.331362	0.00216119
4120	-128.74	-123.061	-5.67918	0.604981	0.395019	0.913109	0.304266	0.520094	0.17564	0.00168496
4130	-128.41	-123.709	-4.70101	0.380693	0.619307	0.953402	0.0648611	0.689068	0.246071	0.00268449
4140	-130.453	-118.995	-11.4585	0.239014	0.760986	1.52406	0.206876	0.422598	0.370526	0.00338497
4150	-127.933	-127.931	-0.0024027	0.617735	0.382265	0.320116	0.405966	0.570685	0.0233494	0.00104743
4160	-127.396	-130.772	3.37669	0.426756	0.573244	0.127047	0.0799683	0.590097	0.329935	0.00242503
4170	-127.9	-131.186	3.28631	0.226422	0.773578	0.196568	0.0400099	0.370708	0.589283	0.00426731
4180	-135.385	-135.954	0.568652	0.276129	0.723871	0.307973	0.244469	0.629207	0.126324	0.0017313
4190	-128.791	-130.448	1.65682	0.789856	0.210144	0.118471	0.604392	0.367957	0.0276509	0.000955134
4200	-128.017	-129.801	1.78404	0.49814	0.50186	0.141915	0.403058	0.125633	0.471308	0.00125171
4210	-131.044	-132.793	1.74849	0.355709	0.644291	0.140552	0.415058	0.394987	0.189955	0.00352872
4220	-128.732	-131.324	2.59163	0.752396	0.247604	0.109135	0.23608	0.228148	0.535772	0.00141378
4230	-128.418	-129.113	0.694647	0.713452	0.286548	0.254248	0.389632	0.125345	0.485023	0.000907047
4240	-127.824	-130.101	2.27734	0.601038	0.398962	0.13724	0.246092	0.426221	0.327688	0.000999972
4250	-128.889	-131.909	3.01997	0.296225	0.703775	0.0330564	0.334794	0.370709	0.294497	0.00321806
4260	-128.341	-130.656	2.31411	0.467514	0.532486	0.0611418	0.544958	0.0163316	0.43871	0.00187133
4270	-120.812	-123.522	2.70994	0.435194	0.564806	0.0579908	0.364608	0.210783	0.424609	0.00160872
4280	-120.432	-123.202	2.76957	0.721356	0.278644	0.0474954	0.385049	0.457407	0.157544	0.00123159
4290	-122.829	-125.509	2.68017	0.549833	0.450167	0.0543043	0.39663	0.431604	0.171766	0.000696227
4300	-121.485	-123.099	1.61394	0.766469	0.233531	0.105238	0.736695	0.117592	0.145714	0.000659543
4310	-122.648	-123.763	1.11481	0.626835	0.373165	0.1987	0.447865	0.0384932	0.513642	0.00190176
4320	-119.196	-122.947	3.75093	0.395376	0.604624	0.127061	0.0531812	0.787942	0.158877	0.00170068
4330	-120.368	-124.34	3.97184	0.338426	0.661574	0.0316044	0.11977	0.493468	0.386762	0.00199768
4340	-122.126	-124.606	2.48015	0.38566	0.61434	0.0560283	0.476653	0.476858	0.0464887	0.00243325
4350	-120.094	-123.191	3.09694	0.719866	0.280134	0.02113	0.359936	0.311733	0.328331	0.000930269
4360	-119.869	-123.144	3.27486	0.69543	0.30457	0.0445405	0.226995	0.360139	0.412866	0.00121787
4370	-120.762	-123.314	2.55116	0.604826	0.395174	0.0536722	0.457244	0.228442	0.314315	0.00143019
4380	-120.801	-123.134	2.33334	0.564007	0.435993	0.0736739	0.46603	0.500896	0.0330741	0.00149751
4390	-126.165	-127.622	1.45734	0.167197	0.832803	0.133654	0.630472	0.143659	0.225869	0.00191713
4400	-120.773	-123.326	2.55247	0.556459	0.443541	0.183228	0.107616	0.560956	0.331428	0.00194124
4410	-117.848	-122.915	5.06696	0.622091	0.377909	0.0604305	0.0259923	0.840145	0.133863	0.00115864
4420	-118.295	-123.092	4.79656	0.590503	0.409497	0.0509898	0.03896	0.619907	0.341133	0.00121375
4430	-116.389	-123.295	6.90588	0.48506	0.51494	0.0908443	0.00238654	0.390386	0.607227	0.00176942
4440	-115.433	-123.409	7.97609	0.451354	0.548646	0.0667025	0.000951098	0.633076	0.365973	0.00168794
4450	-118.404	-124.147	5.74255	0.314097	0.685903	0.165187	0.00382037	0.854965	0.141214	0.00141479
4460	-120.13	-113.255	-6.87583	0.391557	0.608443	1.39864	0.0052294	0.373367	0.621404	0.00154685
4470	-112.005	-123.004	10.9987	0.365677	0.634323	0.139087	1.47784e-05	0.454456	0.545529	0.00184492
4480	-121.916	-130.123	8.20762	0.618445	0.381555	0.129682	0.000367882	0.591672	0.407961	0.00104282
4490	-123.688	-128.875	5.18659	0.2787	0.7213	0.390552	0.000578188	0.360095	0.639327	0.0015835
4500	-125.662	-129.594	3.93159	0.441116	0.558884	0.444266	0.00126468	0.611788	0.386947	0.00292854
4510	-121.775	-127.913	6.13884	0.452149	0.547851	0.348438	0.00032151	0.428736	0.570942	0.00129091
4520	-124.009	-129.581	5.57175	0.511339	0.488661	0.149774	0.00548619	0.586811	0.407702	0.00133738
4530	-128.689	-129.048	0.358943	0.607297	0.392703	0.343276	0.208751	0.363209	0.428041	0.00161482
4540	-129.849	-129.752	-0.0966684	0.686852	0.313148	0.365968	0.268506	0.275018	0.456476	0.00182807
4550	-124.671	-129.097	4.42568	0.688107	0.311893	0.376601	0.00157027	0.223819	0.774611	0.00170559
4560	-125.775	-129.099	3.32378	0.612598	0.387402	0.356414	0.00667006	0.664459	0.328871	0.00190887
4570	-125.836	-124.038	-1.79705	0.497496	0.502504	0.84688	0.00855714	0.497738	0.493705	0.00110313
4580	-128.414	-121.432	-6.98153	0.433853	0.566147	1.22107	0.0424474	0.241253	0.7163	0.00123098
4590	-127.958	-127.634	-0.32414	0.607914	0.392086	0.428107	0.173506	0.243948	0.582546	0.0017348
4600	-128.203	-124.046	-4.15651	0.537243	0.462757	0.746585	0.356421	0.162149	0.48143	0.0017034
4610	-129.615	-128.136	-1.4793	0.483483	0.516517	0.417748	0.70838	0.152481	0.139139	0.00100166
4620	-129.098	-120.425	-8.67339	0.357442	0.642558	1.29305	0.124443	0.369213	0.506344	0.00162989
4630	-125.39	-128.683	3.29257	0.691098	0.308902	0.25462	0.0215736	0.486398	0.492028	0.00117846
4640	-129.068	-125.162	-3.90611	0.73754	0.26246	0.678038	0.580491	0.24614	0.173369	0.00131246
4650	-128.947	-129.679	0.732134	0.928743	0.0712572	0.288699	0.25489	0.282954	0.462156	0.000900592
