Iteration	Posterior	Likelihood	Prior	r_gain	r_loss	dp	widespread_sympatry	subset_sympatry	allopatry	clock_bg
206200	-132.762	-132.745	-0.0168504	0.611296	0.388704	0.536732	0.0369634	0.435955	0.527082	0.00154689
206210	-123.674	-126.744	3.07008	0.778723	0.221277	0.364471	0.00814376	0.486825	0.505031	0.00125527
206220	-126.826	-120.669	-6.15639	0.508748	0.491252	1.05077	0.112393	0.205683	0.681923	0.0013722
206230	-128.176	-127.246	-0.930104	0.403949	0.596051	0.392728	0.504848	0.271172	0.22398	0.00158719
206240	-126.51	-123.586	-2.9233	0.766047	0.233953	0.706371	0.142371	0.61999	0.237638	0.00118794
206250	-128.065	-129.635	1.56967	0.363519	0.636481	0.294645	0.0936674	0.711124	0.195209	0.00129808
206260	-128.203	-130.672	2.46893	0.336822	0.663178	0.133127	0.204607	0.226472	0.568921	0.00256863
206270	-126.692	-130.496	3.80429	0.700181	0.299819	0.0215651	0.162628	0.206825	0.630547	0.00126189
206280	-127.419	-130.211	2.79182	0.754219	0.245781	0.0498521	0.365964	0.0201578	0.613878	0.00122551
206290	-127.964	-129.365	1.40079	0.394521	0.605479	0.219915	0.258756	0.591959	0.149285	0.0014642
206300	-127.534	-119.746	-7.7881	0.709397	0.290603	1.11051	0.355997	0.307245	0.336758	0.00104304
206310	-126.49	-125.187	-1.30225	0.849781	0.150219	0.477492	0.299542	0.195833	0.504625	0.00101715
206320	-127.189	-123.513	-3.6756	0.672005	0.327995	0.698469	0.359426	0.00890378	0.63167	0.000973244
206330	-130.135	-125.291	-4.84451	0.772273	0.227727	0.837282	0.279046	0.117085	0.603869	0.0018316
206340	-126.69	-123.613	-3.07752	0.802546	0.197454	0.625818	0.414606	0.321812	0.263581	0.000961791
206350	-127.343	-123.478	-3.86482	0.743908	0.256092	0.734495	0.295805	0.304924	0.399271	0.00140205
206360	-126.83	-125.878	-0.952515	0.736006	0.263994	0.422995	0.371632	0.593217	0.035151	0.00113319
206370	-126.138	-122.208	-3.93045	0.709161	0.290839	0.837313	0.102043	0.623178	0.274779	0.000933636
206380	-126.034	-123.323	-2.71163	0.802804	0.197196	0.66238	0.184038	0.511243	0.304719	0.000907883
206390	-128.116	-129.567	1.45011	0.519103	0.480897	0.199441	0.305824	0.197711	0.496465	0.00196473
206400	-129.196	-132.313	3.11753	0.259705	0.740295	0.0287317	0.317322	0.20239	0.480289	0.00261025
206410	-130.668	-134.148	3.48007	0.23449	0.76551	0.0479549	0.173042	0.239296	0.587662	0.00170723
206420	-135.061	-138.312	3.25077	0.631479	0.368521	0.0363377	0.254484	0.209968	0.535548	0.00154176
206430	-133.3	-137.385	4.08456	0.624287	0.375713	0.109972	0.0444611	0.143704	0.811835	0.00154401
206440	-127.578	-130.885	3.30739	0.392344	0.607656	0.0644005	0.173937	0.206242	0.619821	0.00206518
206450	-127.83	-130.218	2.38828	0.471653	0.528347	0.085344	0.385097	0.228294	0.386609	0.00150101
206460	-128.197	-129.974	1.77777	0.356654	0.643346	0.224749	0.159095	0.42305	0.417855	0.00270561
206470	-126.477	-127.149	0.67204	0.4638	0.5362	0.356016	0.127964	0.252646	0.61939	0.0016104
206480	-127.39	-121.446	-5.94447	0.720494	0.279506	1.0964	0.0533382	0.549764	0.396898	0.00163685
206490	-123.398	-125.76	2.3616	0.634958	0.365042	0.482125	0.00485618	0.561593	0.433551	0.000979025
206500	-124.864	-125.264	0.39975	0.82259	0.17741	0.468997	0.0497071	0.593236	0.357057	0.000962146
206510	-127.341	-120.085	-7.25557	0.850705	0.149295	1.33851	0.0155643	0.439934	0.544501	0.00148134
206520	-125.088	-120.825	-4.26301	0.596433	0.403567	1.09031	0.00880391	0.57777	0.413426	0.00170888
206530	-124.01	-121.219	-2.79034	0.6858	0.3142	0.927622	0.0105045	0.644025	0.34547	0.00123803
206540	-126.461	-129.681	3.21949	0.897786	0.102214	0.330063	0.0100783	0.0507029	0.939219	0.0015405
206550	-123.584	-124.958	1.37385	0.551011	0.448989	0.555609	0.00639601	0.11189	0.881714	0.0014826
206560	-122.038	-123.529	1.49153	0.515666	0.484334	0.743806	0.000691461	0.706664	0.292645	0.00173362
206570	-123.947	-123.947	0.000164062	0.321233	0.678767	0.789778	0.00215404	0.462702	0.535144	0.00263192
206580	-128.77	-130.546	1.77615	0.29627	0.70373	0.572363	0.00341406	0.730383	0.266203	0.000998538
206590	-132.63	-132.338	-0.291489	0.627042	0.372958	0.752455	0.00460229	0.0753222	0.920076	0.000791786
206600	-126.872	-130.518	3.64584	0.368324	0.631676	0.340774	0.00546149	0.57112	0.423418	0.00333453
206610	-125.894	-127.466	1.57236	0.537418	0.462582	0.40468	0.0273941	0.559517	0.413089	0.00164157
206620	-127.232	-122.58	-4.65204	0.448278	0.551722	0.845291	0.206943	0.413433	0.379625	0.00148064
206630	-129.529	-129.856	0.326465	0.563902	0.436098	0.31826	0.283744	0.337418	0.378838	0.00225423
206640	-132.368	-118.296	-14.072	0.694076	0.305924	1.6771	0.706185	0.114039	0.179776	0.00119597
206650	-127.844	-128.181	0.33639	0.473574	0.526426	0.307041	0.321548	0.0721428	0.606309	0.00122408
206660	-127.068	-127.36	0.291886	0.376089	0.623911	0.383808	0.142817	0.477222	0.379961	0.00194981
206670	-127.366	-128.161	0.794914	0.66942	0.33058	0.22477	0.481739	0.273925	0.244337	0.00125947
206680	-129.413	-130.025	0.612073	0.687431	0.312569	0.232634	0.537657	0.384483	0.0778601	0.00179606
206690	-125.493	-127.307	1.81422	0.659335	0.340665	0.302268	0.0655764	0.705785	0.228639	0.00130769
206700	-124.825	-127.816	2.99081	0.548236	0.451764	0.367814	0.00850585	0.85763	0.133864	0.00192444
206710	-123.753	-130.298	6.54465	0.470201	0.529799	0.16331	0.001586	0.568437	0.429977	0.00220274
206720	-125.822	-132.088	6.26599	0.206217	0.793783	0.2943	0.000506482	0.771682	0.227812	0.00181291
206730	-125.546	-125.913	0.367366	0.579341	0.420659	0.535717	0.0243249	0.654907	0.320768	0.00179925
206740	-125.486	-127.602	2.11608	0.470314	0.529686	0.419846	0.0125632	0.74564	0.241797	0.00226449
206750	-123.15	-123.947	0.797021	0.591956	0.408044	0.658377	0.00389337	0.454448	0.541658	0.00107355
206760	-126.077	-126.002	-0.0753244	0.644481	0.355519	0.454736	0.0987301	0.275404	0.625866	0.00096929
206770	-128.636	-125.27	-3.36618	0.404425	0.595575	0.673892	0.333813	0.433975	0.232212	0.00126126
206780	-128.167	-120.722	-7.44565	0.438257	0.561743	1.0976	0.27806	0.404148	0.317792	0.00194436
206790	-128.936	-122.729	-6.20715	0.548215	0.451785	0.937606	0.420399	0.194464	0.385138	0.000888495
206800	-135.057	-133.979	-1.07846	0.461489	0.538511	0.454049	0.29894	0.19106	0.51	0.00226314
206810	-133.313	-133.744	0.431323	0.439177	0.560823	0.386072	0.119856	0.561474	0.31867	0.00151663
206820	-135.061	-130.608	-4.45333	0.252671	0.747329	0.781669	0.333857	0.437847	0.228297	0.00218705
206830	-133.254	-124.667	-8.58681	0.280196	0.719804	1.39267	0.0369789	0.739369	0.223652	0.00256467
206840	-133.191	-130.691	-2.50068	0.529062	0.470938	0.835999	0.0208288	0.574653	0.404518	0.00228627
206850	-131.71	-130.393	-1.31699	0.600665	0.399335	0.695729	0.0268469	0.289983	0.68317	0.00134427
206860	-134.268	-131.063	-3.20545	0.788399	0.211601	0.691901	0.228869	0.540889	0.230242	0.00114781
206870	-134.403	-128.483	-5.92087	0.446659	0.553341	0.912747	0.397587	0.216846	0.385567	0.00214035
206880	-134.162	-135.593	1.43147	0.528204	0.471796	0.254601	0.169299	0.269466	0.561235	0.00188938
206890	-136.473	-138.102	1.62843	0.385495	0.614505	0.179369	0.309491	0.317627	0.372882	0.00313188
206900	-134.699	-132.901	-1.79832	0.282803	0.717197	0.495811	0.416808	0.206462	0.37673	0.0025717
206910	-133.286	-135.173	1.8872	0.442431	0.557569	0.251381	0.106031	0.49536	0.398609	0.0016513
206920	-135.355	-128.763	-6.59191	0.743318	0.256682	0.933339	0.672278	0.00689951	0.320823	0.00137878
206930	-135.023	-135.326	0.302868	0.470363	0.529637	0.305304	0.340254	0.290227	0.36952	0.00122393
206940	-135.456	-135.673	0.216911	0.42047	0.57953	0.280619	0.489979	0.47766	0.0323603	0.00168421
206950	-133.375	-135.839	2.4636	0.842047	0.157953	0.287054	0.0379331	0.641126	0.320941	0.000849054
206960	-131.709	-135.949	4.23937	0.498492	0.501508	0.188227	0.0156767	0.441057	0.543266	0.00162692
206970	-133.754	-134.099	0.34506	0.459995	0.540005	0.348206	0.200731	0.185361	0.613908	0.00159918
206980	-135.883	-138.007	2.12379	0.461105	0.538895	0.227523	0.10494	0.543353	0.351707	0.00277999
206990	-135.28	-139.174	3.89355	0.788939	0.211061	0.062244	0.09352	0.680644	0.225836	0.00145238
207000	-135.763	-136.69	0.927264	0.862009	0.137991	0.215948	0.460035	0.303722	0.236243	0.000996355
207010	-134.42	-136.619	2.19936	0.6254	0.3746	0.146148	0.242334	0.271625	0.486041	0.00127435
207020	-135.008	-136.078	1.06984	0.744924	0.255076	0.230089	0.334304	0.00531224	0.660384	0.00132945
207030	-135.384	-124.799	-10.5854	0.600844	0.399156	1.40908	0.288693	0.00044015	0.710867	0.00106582
207040	-134.176	-125.322	-8.85402	0.392648	0.607352	1.24614	0.256336	0.349042	0.394623	0.00157001
207050	-126.792	-123.241	-3.55044	0.756906	0.243094	0.651541	0.526389	0.29882	0.174791	0.00104664
207060	-126.735	-130.377	3.64238	0.348944	0.651056	0.122615	0.0629115	0.533091	0.403998	0.00187869
207070	-127.15	-131.251	4.10106	0.348689	0.651311	0.061983	0.0737263	0.353291	0.572983	0.00236622
207080	-126.12	-129.781	3.66092	0.68971	0.31029	0.0722388	0.108845	0.592265	0.29889	0.0010631
207090	-123.436	-127.932	4.49556	0.822282	0.177718	0.342082	0.00213872	0.517985	0.479877	0.00143104
207100	-121.912	-127.224	5.31245	0.556526	0.443474	0.318196	0.00112761	0.496287	0.502586	0.0012378
207110	-121.031	-127.838	6.80687	0.65585	0.34415	0.241275	0.000503811	0.49167	0.507826	0.00122522
207120	-124.77	-125.427	0.657115	0.453152	0.546848	0.605683	0.00816574	0.338002	0.653832	0.00109801
207130	-126.963	-123.861	-3.10165	0.551801	0.448199	0.706165	0.172639	0.555498	0.271863	0.00188023
207140	-133.068	-125.346	-7.72162	0.184496	0.815504	1.11724	0.30441	0.21868	0.47691	0.00175647
207150	-132.832	-131.657	-1.17477	0.87475	0.12525	0.453953	0.334335	0.0832807	0.582384	0.00191838
207160	-125.931	-125.408	-0.523222	0.628246	0.371754	0.466335	0.142203	0.506955	0.350842	0.00132189
207170	-126.669	-127.491	0.821379	0.601722	0.398278	0.310618	0.179561	0.404155	0.416284	0.00158516
207180	-127.588	-126.116	-1.47239	0.504718	0.495282	0.536362	0.188198	0.506147	0.305654	0.000990235
207190	-124.713	-123.652	-1.0606	0.444703	0.555297	0.683534	0.023082	0.434158	0.54276	0.00149843
207200	-127.962	-129.593	1.63062	0.424915	0.575085	0.375169	0.0354151	0.114439	0.850146	0.00221413
207210	-126.511	-124.263	-2.24819	0.588551	0.411449	0.600779	0.216579	0.270791	0.51263	0.00151066
207220	-127.501	-120.826	-6.6755	0.814721	0.185279	1.00613	0.331149	0.125675	0.543176	0.000679268
207230	-127.256	-122.088	-5.16854	0.760241	0.239759	0.889631	0.225198	0.36019	0.414612	0.00118232
207240	-129.949	-131.294	1.34463	0.604476	0.395524	0.248162	0.202983	0.389324	0.407693	0.000681831
207250	-130.066	-116.852	-13.2142	0.389229	0.610771	1.62766	0.468435	0.353898	0.177667	0.00179904
207260	-128.241	-121.904	-6.3369	0.331912	0.668088	0.965614	0.349835	0.201472	0.448692	0.0023917
207270	-131.313	-126.619	-4.69359	0.449705	0.550295	0.800058	0.351688	0.303274	0.345038	0.00314137
207280	-134.32	-128.11	-6.21071	0.452717	0.547283	0.94808	0.372354	0.341329	0.286316	0.00169169
207290	-134.707	-131.25	-3.45695	0.7185	0.2815	0.672244	0.377317	0.267853	0.35483	0.000961116
207300	-135.744	-135.274	-0.469289	0.475141	0.524859	0.351546	0.480337	0.207647	0.312016	0.00116609
207310	-134.539	-134.025	-0.513487	0.2847	0.7153	0.419928	0.231781	0.493322	0.274896	0.00278641
207320	-133.141	-131.834	-1.30681	0.697117	0.302883	0.701291	0.0248921	0.36031	0.614798	0.00156798
207330	-130.568	-128.805	-1.76311	0.481384	0.518616	0.86676	0.00656634	0.536122	0.457312	0.00166189
207340	-132.283	-126.525	-5.75844	0.814426	0.185574	1.29063	0.00504999	0.313701	0.681249	0.000958145
207350	-132.791	-129.75	-3.04132	0.662678	0.337322	0.95778	0.00987445	0.451111	0.539015	0.00174416
207360	-131.168	-132.293	1.12439	0.583367	0.416633	0.63461	0.00349179	0.272181	0.724328	0.00190142
207370	-130.524	-134.818	4.29384	0.820759	0.179241	0.387085	0.00162806	0.604649	0.393723	0.0011531
207380	-133.847	-131.447	-2.39949	0.906264	0.0937362	0.745072	0.0518565	0.550701	0.397442	0.00100107
207390	-133.706	-134.035	0.328652	0.686333	0.313667	0.446385	0.0686842	0.138212	0.793104	0.00158056
207400	-136.021	-131.277	-4.74464	0.68191	0.31809	0.891536	0.136669	0.161702	0.701629	0.00183432
207410	-134.131	-130.719	-3.41212	0.588924	0.411076	0.720643	0.208983	0.436528	0.354488	0.00125376
207420	-132.892	-128.158	-4.73398	0.31972	0.68028	0.985606	0.0473803	0.146223	0.806397	0.00204071
207430	-130.381	-130.543	0.161883	0.618952	0.381048	0.845677	0.000976615	0.543742	0.455281	0.00175192
207440	-132.243	-130.149	-2.09352	0.418405	0.581595	0.811047	0.0174389	0.305641	0.67692	0.00250875
207450	-132.534	-134.4	1.86515	0.56054	0.43946	0.332087	0.0444542	0.190338	0.765208	0.00138366
207460	-133.606	-132.03	-1.57544	0.736674	0.263326	0.637596	0.0683154	0.303546	0.628138	0.00126399
207470	-132.512	-131.404	-1.10739	0.488084	0.511916	0.611366	0.0540716	0.200316	0.745612	0.0017328
207480	-134.672	-127.869	-6.80309	0.335994	0.664006	1.0287	0.292434	0.631482	0.0760842	0.00205653
207490	-137.319	-130.153	-7.16651	0.613156	0.386844	1.01403	0.514788	0.0828781	0.402334	0.00217556
207500	-136.179	-127.421	-8.75795	0.27454	0.72546	1.17157	0.5186	0.212313	0.269087	0.00311057
207510	-135.343	-131.366	-3.97709	0.492844	0.507156	0.70093	0.483166	0.461952	0.0548821	0.00203412
207520	-134.907	-136.423	1.51522	0.57742	0.42258	0.192935	0.308636	0.485296	0.206068	0.00113571
207530	-135.888	-138.688	2.79967	0.316443	0.683557	0.0758519	0.265566	0.339418	0.395016	0.00330087
207540	-135.414	-133.048	-2.36596	0.370681	0.629319	0.606745	0.231607	0.61196	0.156433	0.00128435
207550	-135.244	-134.136	-1.10827	0.621833	0.378167	0.402412	0.552698	0.0767754	0.370527	0.00156966
207560	-133.99	-131.505	-2.48525	0.392449	0.607551	0.590818	0.313485	0.130442	0.556072	0.00189694
207570	-135.053	-133.041	-2.01241	0.264992	0.735008	0.544307	0.305057	0.184037	0.510906	0.00357663
207580	-135.381	-131.27	-4.11126	0.49979	0.50021	0.799407	0.186894	0.209221	0.603885	0.00245693
207590	-139.901	-127.029	-12.8715	0.503309	0.496691	1.61517	0.371952	0.391203	0.236845	0.000776691
207600	-136.639	-129.362	-7.27764	0.475476	0.524524	1.1341	0.155479	0.156246	0.688274	0.000965832
207610	-133.846	-126.009	-7.83759	0.515094	0.484906	1.28881	0.0517342	0.591616	0.356649	0.00128886
207620	-136.811	-133.371	-3.44049	0.544674	0.455326	0.685268	0.31525	0.234948	0.449802	0.00246608
207630	-134.926	-128.3	-6.6258	0.583656	0.416344	1.08147	0.133813	0.164002	0.702184	0.00191927
207640	-134.43	-133.921	-0.509288	0.525719	0.474281	0.414873	0.248309	0.74876	0.00293097	0.00122233
207650	-133.773	-129.705	-4.06782	0.56702	0.43298	0.781166	0.220339	0.49636	0.283301	0.00153872
207660	-135.1	-133.011	-2.08902	0.305206	0.694794	0.614381	0.155823	0.302836	0.541341	0.00162405
207670	-132.639	-131.818	-0.821337	0.620957	0.379043	0.570783	0.0620947	0.561128	0.376777	0.00125825
207680	-133.221	-128.269	-4.95164	0.566966	0.433034	1.03901	0.0336596	0.398437	0.567904	0.00117736
207690	-136.209	-132.811	-3.39856	0.512267	0.487733	0.645971	0.466382	0.126242	0.407375	0.00232236
207700	-135.206	-129.735	-5.47071	0.473256	0.526744	0.843567	0.525028	0.120231	0.35474	0.0012808
207710	-134.714	-134.309	-0.404907	0.66255	0.33745	0.369537	0.366548	0.351144	0.282308	0.00106985
207720	-133.834	-131.467	-2.36774	0.650578	0.349422	0.629308	0.180874	0.466367	0.352759	0.00115068
207730	-134.036	-133.943	-0.0924501	0.598271	0.401729	0.393247	0.198717	0.27174	0.529543	0.00121656
207740	-133.716	-130.58	-3.13587	0.416143	0.583857	0.699398	0.193034	0.352067	0.454899	0.00201897
207750	-133.214	-133.351	0.136839	0.269745	0.730255	0.539854	0.0295224	0.777809	0.192669	0.00328601
207760	-134.488	-131.765	-2.72237	0.335983	0.664017	0.855746	0.0211002	0.413184	0.565716	0.00354368
207770	-133.657	-131.312	-2.34423	0.375267	0.624733	0.650855	0.137655	0.404962	0.457383	0.00182715
207780	-133.827	-131.131	-2.69609	0.556692	0.443308	0.629953	0.258011	0.544804	0.197184	0.00137296
207790	-136.069	-134.187	-1.8814	0.622935	0.377065	0.47525	0.57914	0.286988	0.133872	0.00183818
207800	-134.155	-134.849	0.694183	0.534497	0.465503	0.316038	0.195391	0.541943	0.262666	0.00128153
207810	-137.712	-135.845	-1.86672	0.206216	0.793784	0.511826	0.376587	0.481907	0.141507	0.0025308
207820	-135.818	-128.445	-7.37232	0.513897	0.486103	1.0822	0.303199	0.294153	0.402647	0.00222255
207830	-134.556	-132.702	-1.8535	0.383278	0.616722	0.499349	0.428442	0.502214	0.0693444	0.00207456
207840	-135.254	-129.252	-6.00268	0.451616	0.548384	0.85827	0.797717	0.141165	0.0611181	0.00212802
207850	-135.465	-129.289	-6.17631	0.333063	0.666937	0.905507	0.571545	0.246055	0.1824	0.0022606
207860	-140.498	-138.78	-1.71792	0.303517	0.696483	0.442002	0.674677	0.0362036	0.28912	0.00499646
207870	-134.943	-132.4	-2.54295	0.436975	0.563025	0.562291	0.457858	0.0756675	0.466474	0.00210113
207880	-137.016	-126.034	-10.982	0.61381	0.38619	1.38343	0.596188	0.028463	0.37535	0.00110715
207890	-135.317	-131.639	-3.67778	0.537265	0.462735	0.672303	0.481156	0.0553502	0.463494	0.00110611
207900	-138.058	-128.745	-9.31366	0.308091	0.691909	1.23371	0.491088	0.421663	0.0872482	0.0014461
207910	-137.714	-132.082	-5.63277	0.215977	0.784023	0.861184	0.513006	0.22237	0.264625	0.00195428
207920	-134.194	-134.128	-0.0650405	0.397418	0.602582	0.365322	0.260868	0.269754	0.469378	0.00190856
207930	-135.783	-137.436	1.6524	0.548458	0.451542	0.191933	0.265006	0.3525	0.382494	0.00213697
207940	-135.384	-137.969	2.58458	0.318603	0.681397	0.0718643	0.354302	0.372593	0.273105	0.00285198
207950	-134.89	-137.453	2.56239	0.503016	0.496984	0.0701935	0.37502	0.17254	0.452441	0.001627
207960	-135.711	-138.496	2.78515	0.421477	0.578523	0.0284195	0.466765	0.156211	0.377024	0.0014284
207970	-134.227	-137.009	2.78221	0.470241	0.529759	0.114642	0.178672	0.438228	0.3831	0.00192432
207980	-136.981	-137.152	0.170518	0.618443	0.381557	0.339115	0.268735	0.511133	0.220132	0.00188496
207990	-134.338	-130.925	-3.41363	0.778671	0.221329	0.720312	0.210633	0.0167769	0.77259	0.00102803
208000	-133.892	-133.001	-0.891892	0.611678	0.388322	0.480645	0.182912	0.147725	0.669363	0.00122171
208010	-136.856	-136.968	0.112076	0.534967	0.465033	0.340783	0.284835	0.531585	0.18358	0.000824633
208020	-134.333	-127.339	-6.99421	0.35209	0.64791	1.23136	0.0376783	0.804437	0.157885	0.00293414
208030	-133.795	-136.449	2.65374	0.235342	0.764658	0.220142	0.0632873	0.642034	0.294679	0.00268022
208040	-131.906	-132.308	0.402522	0.274945	0.725055	0.638896	0.00728972	0.562395	0.430315	0.0035574
208050	-133.016	-132.222	-0.793479	0.341607	0.658393	0.749385	0.0082675	0.815462	0.176271	0.00134058
208060	-134.709	-135.183	0.473244	0.558748	0.441252	0.391245	0.107261	0.360869	0.53187	0.00214468
208070	-133.853	-133.431	-0.421788	0.658643	0.341357	0.488457	0.0991646	0.368397	0.532438	0.0014992
208080	-134.942	-129.141	-5.80124	0.42931	0.57069	0.92404	0.306593	0.690293	0.00311408	0.00227483
208090	-134.444	-133.2	-1.24414	0.315833	0.684167	0.447551	0.385258	0.376785	0.237957	0.00249819
208100	-133.274	-135.845	2.57052	0.697119	0.302881	0.254452	0.0480768	0.437665	0.514258	0.00143141
208110	-133.666	-135.908	2.24176	0.327719	0.672281	0.267919	0.0594317	0.501616	0.438953	0.00175839
208120	-135.055	-137.099	2.04386	0.356105	0.643895	0.111198	0.421462	0.335191	0.243347	0.00196761
208130	-136.848	-136.987	0.138736	0.419294	0.580706	0.284302	0.506133	0.146429	0.347438	0.00289989
208140	-133.768	-135.143	1.3746	0.56528	0.43472	0.271923	0.14957	0.512504	0.337926	0.00140554
208150	-134.319	-132.79	-1.52923	0.50271	0.49729	0.490519	0.331595	0.492866	0.175539	0.00153994
208160	-135.616	-129.77	-5.84557	0.538222	0.461778	0.91043	0.379959	0.116773	0.503268	0.00100898
208170	-136.152	-126.155	-9.99726	0.541871	0.458129	1.30755	0.463225	0.293705	0.24307	0.00122143
208180	-135.34	-127.539	-7.80066	0.583597	0.416403	1.09199	0.439973	0.413196	0.146831	0.00176055
208190	-134.261	-131.04	-3.22049	0.632929	0.367071	0.721541	0.166673	0.448294	0.385033	0.00155322
208200	-133.826	-128.248	-5.5775	0.513334	0.486666	0.956532	0.168136	0.474398	0.357466	0.00147574
208210	-136.059	-126.379	-9.67953	0.527631	0.472369	1.45418	0.0640402	0.491671	0.444289	0.000908481
208220	-130.536	-127.831	-2.70521	0.519766	0.480234	0.986238	0.00497136	0.403858	0.591171	0.00143805
208230	-132.84	-133.208	0.368412	0.639376	0.360624	0.452833	0.0614222	0.0820673	0.85651	0.00121425
208240	-135.082	-133.892	-1.19041	0.761998	0.238002	0.422106	0.489471	0.11446	0.396069	0.00102322
208250	-133.293	-128.37	-4.92276	0.507285	0.492715	0.917231	0.125584	0.339998	0.534419	0.0015655
208260	-135.358	-128.875	-6.48268	0.333714	0.666286	1.09363	0.0983216	0.611344	0.290335	0.00318564
208270	-136.354	-132.414	-3.93994	0.546094	0.453906	0.753906	0.260755	0.250332	0.488913	0.000852379
208280	-134.438	-127.551	-6.8873	0.661927	0.338073	1.0679	0.209573	0.613947	0.17648	0.00125959
208290	-134.541	-130.926	-3.61483	0.434773	0.565227	0.804781	0.102842	0.323733	0.573425	0.00120237
208300	-133.296	-129.308	-3.98776	0.484225	0.515775	0.885995	0.0628558	0.526878	0.410266	0.00159254
208310	-134.624	-136.215	1.59154	0.481739	0.518261	0.206597	0.241086	0.292976	0.465937	0.00207308
208320	-136.4	-136.526	0.126156	0.878399	0.121601	0.253914	0.736234	0.141199	0.122568	0.000818808
208330	-135.143	-134.656	-0.486961	0.826332	0.173668	0.419113	0.231214	0.28652	0.482267	0.00116976
208340	-134.085	-130.735	-3.34964	0.443204	0.556796	0.705874	0.227547	0.618673	0.15378	0.00211523
208350	-127.938	-131.559	3.62152	0.237214	0.762786	0.246315	0.0158517	0.39384	0.590309	0.00432478
208360	-127.535	-129.909	2.37389	0.488921	0.511079	0.110136	0.297598	6.5595e-05	0.702336	0.00134629
208370	-127.696	-125.552	-2.14389	0.384945	0.615055	0.529575	0.424207	0.066781	0.509012	0.00178247
208380	-128.577	-119.797	-8.77963	0.675357	0.324643	1.23638	0.262569	0.300811	0.43662	0.00172065
208390	-127.578	-123.1	-4.47875	0.355475	0.644525	0.786578	0.325226	0.304812	0.369962	0.00217788
208400	-125.618	-123.343	-2.27587	0.34302	0.65698	0.801478	0.0239461	0.574748	0.401306	0.00177407
208410	-132.18	-117.924	-14.2561	0.27096	0.72904	1.80114	0.21275	0.647649	0.139601	0.0035466
208420	-127.429	-124.617	-2.81181	0.473907	0.526093	0.594581	0.432222	0.509188	0.0585901	0.00188332
208430	-127.848	-118.933	-8.91506	0.658564	0.341436	1.19941	0.462193	0.158416	0.379391	0.00134929
208440	-127.227	-120.501	-6.72553	0.673809	0.326191	0.956408	0.604277	0.0278516	0.367871	0.00126967
208450	-128.55	-125.825	-2.72468	0.36236	0.63764	0.567428	0.532966	0.24156	0.225474	0.00146615
208460	-128.405	-116.596	-11.8093	0.596309	0.403691	1.53068	0.290409	0.331399	0.378192	0.00132604
208470	-127.221	-116.384	-10.8363	0.905945	0.0940555	1.55235	0.0779258	0.368305	0.553769	0.000750749
208480	-132.618	-129.555	-3.06259	0.590097	0.409903	0.616172	0.456327	0.181333	0.362341	0.000486295
208490	-127.741	-127.511	-0.229534	0.486119	0.513881	0.307409	0.598098	0.0885024	0.313399	0.00159359
208500	-126.681	-119.76	-6.921	0.65686	0.34314	1.076	0.198523	0.305376	0.496101	0.0014061
208510	-125.837	-124.101	-1.7358	0.934291	0.0657089	0.547026	0.224664	0.166207	0.609129	0.000727261
208520	-127.368	-128.267	0.89853	0.873928	0.126072	0.20016	0.567751	0.283148	0.149101	0.000722851
208530	-126.568	-127.187	0.619383	0.893944	0.106056	0.260018	0.397573	0.441913	0.160514	0.000846973
208540	-127.261	-125.939	-1.32218	0.449259	0.550741	0.481035	0.293175	0.183848	0.522977	0.00140167
208550	-125.763	-126.715	0.952128	0.605702	0.394298	0.356623	0.0936666	0.551204	0.35513	0.00107528
208560	-123.274	-121.623	-1.65136	0.676912	0.323088	0.838467	0.00798462	0.466797	0.525218	0.00117909
208570	-123.022	-130.527	7.50419	0.689154	0.310846	0.224714	0.00027701	0.33337	0.666353	0.00188768
208580	-121.106	-126.148	5.04136	0.643013	0.356987	0.411953	0.000536643	0.487728	0.511735	0.00141673
208590	-124.573	-129.273	4.69991	0.53493	0.46507	0.144159	0.0153504	0.236053	0.748597	0.00153402
208600	-121.792	-125.346	3.55399	0.785507	0.214493	0.458878	0.00166822	0.592108	0.406224	0.00115198
208610	-120.647	-127.769	7.12229	0.912867	0.0871335	0.267857	0.000265854	0.437102	0.562632	0.000633946
208620	-122.462	-123.09	0.628661	0.723256	0.276744	0.824865	0.000740848	0.587928	0.411331	0.000752581
208630	-125.757	-118.784	-6.97366	0.828287	0.171713	1.16799	0.0762004	0.732432	0.191368	0.000858976
208640	-125.998	-125.002	-0.996069	0.729525	0.270475	0.504964	0.157374	0.432061	0.410565	0.000854002
208650	-129.8	-123.03	-6.77018	0.278468	0.721532	1.03394	0.26744	0.28505	0.44751	0.00156113
208660	-128.746	-126.678	-2.06796	0.430324	0.569676	0.571707	0.241681	0.243801	0.514518	0.00269135
208670	-126.287	-126.656	0.369033	0.734241	0.265759	0.363873	0.164716	0.419801	0.415484	0.00133111
208680	-126.59	-124.236	-2.35386	0.763801	0.236199	0.559722	0.385666	0.402534	0.211801	0.00120424
208690	-130.656	-119.033	-11.6227	0.397716	0.602284	1.51342	0.28642	0.405102	0.308478	0.00116881
208700	-125.119	-120.719	-4.40023	0.603822	0.396178	0.954763	0.0463785	0.484079	0.469542	0.00143202
208710	-129.161	-122.057	-7.10396	0.68212	0.31788	1.07049	0.257748	0.379144	0.363108	0.00171586
