Iteration	Posterior	Likelihood	Prior	allopatry	clock_bg	clock_scale_bg	d[1][2]	d[1][3]	d[2][1]	d[2][3]	d[3][1]	d[3][2]	e[1]	e[2]	e[3]	er_mol[1]	er_mol[2]	er_mol[3]	er_mol[4]	er_mol[5]	er_mol[6]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi_mol[1]	pi_mol[2]	pi_mol[3]	pi_mol[4]	subset_sympatry	widespread_sympatry
1450	-13246	-13135.6	-110.481	0.288247	0.032288	1.76692	0.0544113	0.00101042	0.0616617	0.229148	0.400367	0.0921177	0.0462389	0.0795675	0.130203	0.0138595	0.40814	0.02327	0.0299141	0.450941	0.0738753	0.00100823	0.0463539	0.434941	3.5177	0.37355	0.365279	0.0579099	0.203262	0.236804	0.47495
1460	-13248.8	-13133.5	-115.288	0.389293	0.0288313	1.53094	0.201396	0.0628033	0.0616617	0.862164	0.270467	0.0687816	0.00160052	0.02573	0.00470942	0.00921302	0.391167	0.0318975	0.024563	0.489663	0.053496	0.00121136	0.0507432	0.450705	3.49734	0.370522	0.354339	0.0641539	0.210985	0.16245	0.448257
1470	-13251.1	-13136.5	-114.671	0.565523	0.046051	2.68039	0.203018	0.108128	0.0764	0.411325	0.0979373	0.0236452	0.00906204	0.195483	0.148108	0.0105127	0.402127	0.0250529	0.0357315	0.48975	0.036826	0.00141976	0.0548687	0.464739	3.47897	0.391688	0.347419	0.0623392	0.198554	0.215156	0.219321
1480	-13248.4	-13138.3	-110.151	0.153075	0.0224789	1.21133	0.0781547	0.122022	0.190951	0.0541124	0.0941915	0.0819231	0.498507	0.0251949	0.00243514	0.0140735	0.364351	0.0282369	0.0211837	0.522882	0.0492734	0.00130312	0.0526013	0.457114	3.48898	0.376794	0.359367	0.0605805	0.203259	0.283889	0.563036
1490	-13247.2	-13142.4	-104.718	0.310998	0.0209788	1.21133	0.211624	0.0297016	0.0169712	0.185674	0.0354834	0.0140831	0.0634503	0.0251949	0.00694645	0.00996823	0.437245	0.0271034	0.0364573	0.420672	0.0685544	0.000819642	0.041851	0.417738	3.53959	0.367277	0.361944	0.05538	0.2154	0.199188	0.489814
1500	-13250.8	-13143.1	-107.723	0.618754	0.0257766	1.28299	0.0589374	0.0342041	0.100583	0.115097	0.037392	0.154842	0.217167	0.0132554	0.00707693	0.0117371	0.350172	0.0216003	0.017986	0.52214	0.0763648	0.000956858	0.0451734	0.430538	3.52333	0.367872	0.375943	0.055529	0.200656	0.172415	0.208831
1510	-13242.7	-13141.5	-101.204	0.506179	0.0122664	0.686698	0.0589374	0.00794501	0.000257441	0.0539031	0.011165	0.0258888	0.0120012	0.0339025	0.00360989	0.00993112	0.396096	0.0262086	0.0302125	0.470405	0.0671466	0.000950761	0.0450312	0.430003	3.52402	0.378162	0.355266	0.0630131	0.203559	0.424522	0.0692986
1520	-13255.4	-13148.2	-107.237	0.863825	0.0153615	0.873682	0.309502	0.0153312	0.0713312	0.287095	0.0789641	0.0334701	0.0271409	0.013034	0.0354979	0.00782993	0.413337	0.0225836	0.0343364	0.457167	0.0647457	0.00138382	0.0541807	0.462447	3.48199	0.367238	0.372074	0.0572208	0.203467	0.104495	0.0316795
1530	-13243.9	-13137.3	-106.588	0.63996	0.0149818	0.950695	0.0179746	0.0256598	0.0328724	0.362493	0.0689713	0.0899189	0.261392	0.00554698	0.00310731	0.00741001	0.437001	0.0279893	0.0421983	0.416948	0.0684534	0.00160534	0.0582866	0.475855	3.46425	0.366393	0.364197	0.0591495	0.21026	0.283033	0.0770065
1540	-13243.4	-13134.6	-108.755	0.376376	0.016599	0.950695	0.0309662	0.0256598	0.0223319	0.307689	0.128436	0.0899189	0.0533262	0.318135	0.0502933	0.008203	0.433939	0.031075	0.0297674	0.453547	0.0434681	0.00101145	0.0464269	0.43521	3.51735	0.377107	0.361153	0.0605122	0.201228	0.471647	0.151978
1550	-13250.4	-13136.6	-113.751	0.418163	0.0163607	0.950695	0.0120487	0.150792	0.000898244	0.47816	0.128436	0.112104	0.25294	0.363959	0.0246944	0.00760654	0.345813	0.0322592	0.0330915	0.514684	0.0665461	0.00106552	0.0476344	0.439635	3.51166	0.390189	0.361261	0.0569112	0.191638	0.547371	0.0344662
1560	-13249.6	-13139.9	-109.772	0.373582	0.0153839	0.950695	0.0274261	0.278532	0.033139	0.0337328	0.140608	0.252748	0.176837	0.0131691	0.0942645	0.00762689	0.418991	0.036649	0.0348605	0.459843	0.0420298	0.00186135	0.062683	0.489546	3.44591	0.365799	0.369099	0.0546011	0.2105	0.446849	0.179569
1570	-13239.3	-13132	-107.314	0.403977	0.0167474	0.950695	0.197839	0.015856	0.00141131	0.257753	0.13898	0.00547417	0.0534754	0.000619298	0.0242354	0.00802055	0.396048	0.0225675	0.0314241	0.476951	0.0649896	0.00120556	0.0506235	0.450287	3.49788	0.391339	0.347556	0.0627798	0.198325	0.381651	0.214373
1580	-13251.6	-13141.6	-109.985	0.538072	0.0355875	1.8602	0.0102585	0.199548	0.00912421	0.257753	0.0495406	0.0262144	0.0335013	0.062714	0.0629044	0.0107608	0.32715	0.0294711	0.0267511	0.550338	0.0555297	0.00186622	0.0627636	0.489791	3.44558	0.395666	0.349421	0.053895	0.201018	0.231681	0.230247
1590	-13243.3	-13134.2	-109.106	0.26003	0.0217531	1.25818	0.0263994	0.286573	0.106795	0.268115	0.00143528	0.0473117	0.150341	0.062714	0.049157	0.0132183	0.383976	0.0250503	0.0311362	0.483798	0.062821	0.00115466	0.0495587	0.44654	3.50275	0.385403	0.348098	0.0578692	0.208629	0.13491	0.60506
1600	-13242.6	-13133.7	-108.955	0.424436	0.0201635	1.25818	0.09551	0.0579654	0.0354698	0.268115	0.0431148	0.0161939	0.0926772	0.346354	0.0212283	0.0132433	0.430611	0.0278454	0.0240533	0.451405	0.0528419	0.00268444	0.0750138	0.524854	3.39745	0.361975	0.370337	0.0595935	0.208094	0.533055	0.042509
1610	-13240.2	-13132.9	-107.306	0.37077	0.0285063	1.70696	0.103212	0.0579654	0.00553157	0.261746	0.00129459	0.12785	0.00418193	0.00332488	0.0212283	0.0154441	0.497542	0.0257687	0.0250329	0.386345	0.0498672	0.00142041	0.0548811	0.46478	3.47892	0.362518	0.366288	0.0575389	0.213655	0.527668	0.101562
1620	-13239.7	-13132.4	-107.334	0.568311	0.012433	0.825396	0.0431872	0.095794	0.189039	0.0960175	0.0406911	0.248403	0.119379	0.037686	0.0281885	0.0126488	0.413681	0.029172	0.0323946	0.442039	0.0700647	0.00140314	0.0545515	0.463685	3.48036	0.345894	0.37092	0.0606882	0.222499	0.150991	0.280698
1630	-13244.7	-13135.3	-109.413	0.343996	0.018132	0.996213	0.104183	0.0278848	0.0106215	0.271116	0.137071	0.340783	0.119379	0.00890489	0.00802631	0.0119642	0.386305	0.020851	0.0340939	0.502012	0.0447744	0.00121959	0.0509128	0.451296	3.49657	0.372631	0.36525	0.0560174	0.206102	0.379274	0.276729
1640	-13240	-13132.3	-107.648	0.5527	0.0114716	0.671084	0.0197956	0.167429	0.248518	0.108196	0.0449688	0.0388143	0.0273582	0.0847001	0.156446	0.011342	0.376888	0.0263758	0.0276713	0.49462	0.0631028	0.00104407	0.0471591	0.437903	3.51389	0.371204	0.355339	0.0603155	0.213142	0.201447	0.245852
1650	-13238.4	-13128.1	-110.317	0.610251	0.0198683	1.31043	0.032594	0.167429	0.221509	0.228544	0.028461	0.0224577	0.00805447	0.131453	0.114197	0.0141837	0.423707	0.0249128	0.0191461	0.448495	0.069556	0.00158329	0.0578917	0.474593	3.46593	0.381724	0.352751	0.0598666	0.205658	0.0844216	0.305327
1660	-13242.1	-13130.1	-112.038	0.3146	0.0208098	1.30769	0.0711275	0.00624224	0.281864	0.389912	0.00923938	0.12856	0.0638808	0.120141	0.20327	0.0124874	0.399605	0.0319917	0.0215737	0.485537	0.0488042	0.00180013	0.0616616	0.486423	3.45012	0.368297	0.361896	0.0599785	0.209828	0.406713	0.278688
1670	-13247.7	-13137.9	-109.785	0.305231	0.00667742	0.389005	0.0231705	0.0784749	0.22942	0.147153	0.16393	0.0470292	0.321076	0.0266784	0.078748	0.011091	0.373436	0.0251424	0.0388401	0.512216	0.039274	0.00117213	0.0499268	0.447842	3.50106	0.392069	0.35897	0.0569663	0.191995	0.24819	0.446579
1680	-13248	-13141.5	-106.49	0.40443	0.00837261	0.572111	0.00923323	0.0652353	0.0641025	0.109022	0.0785182	0.172128	0.067653	0.114855	0.00882684	0.0163514	0.451802	0.0279435	0.0140025	0.441377	0.0485228	0.00133806	0.0532911	0.459456	3.48592	0.349661	0.376514	0.058805	0.21502	0.167528	0.428042
1690	-13247.5	-13140.1	-107.445	0.418985	0.010079	0.616551	0.134743	0.121315	0.000821338	0.205397	0.0409336	0.0511213	0.0155205	0.114855	0.00970324	0.0130825	0.388304	0.0225215	0.025302	0.491811	0.0589792	0.00149492	0.0562793	0.46938	3.47285	0.395334	0.350757	0.0526689	0.20124	0.313436	0.267579
1700	-13244.1	-13136.8	-107.261	0.476866	0.0371418	2.43901	0.134743	0.121315	0.0393843	0.107969	0.0336592	0.0511213	0.14013	0.0182544	0.0151558	0.0140089	0.392392	0.0253541	0.0258263	0.460255	0.082163	0.00165134	0.0591019	0.478444	3.4608	0.374331	0.355168	0.0548592	0.215642	0.127987	0.395147
1710	-13244.3	-13138.6	-105.7	0.499916	0.0168945	1.00378	0.00104565	0.0622366	0.0364319	0.107969	0.0221373	0.159494	0.0085314	0.110099	0.00896834	0.0110066	0.390108	0.0249571	0.0199961	0.496389	0.0575426	0.0011372	0.0491879	0.445224	3.50445	0.381911	0.357399	0.0583422	0.202347	0.42716	0.072924
1720	-13243.8	-13136.3	-107.498	0.477629	0.0315093	1.95874	0.029589	0.14447	0.0376758	0.13356	0.0497085	0.018026	0.0124914	0.0168814	0.221555	0.00929038	0.446969	0.0272861	0.0359308	0.428323	0.0522007	0.00137616	0.0540327	0.461952	3.48264	0.365108	0.372974	0.0548999	0.207018	0.172984	0.349387
1730	-13251.8	-13144.8	-106.977	0.635302	0.026689	1.59301	0.134676	0.00464102	0.00996584	0.13356	0.0359469	0.0631252	0.0284811	0.166751	0.0470589	0.0149317	0.436135	0.0191052	0.0112796	0.461432	0.0571172	0.000873305	0.0431819	0.422941	3.533	0.358664	0.371642	0.0567006	0.212994	0.212096	0.152602
1740	-13246.3	-13139.3	-106.925	0.570246	0.0213844	1.24575	0.0949408	0.0117023	0.0170621	0.0837317	0.013272	0.0653096	0.232714	0.00524924	0.15567	0.0108514	0.463983	0.0213429	0.0286067	0.413828	0.0613879	0.000600272	0.0358808	0.393001	3.57052	0.364547	0.363213	0.0568054	0.215435	0.407197	0.0225569
1750	-13255	-13144.4	-110.62	0.295251	0.0418102	2.43207	0.0348556	0.082447	0.0818386	0.120586	0.244724	0.0581272	0.00966498	0.15481	0.0764594	0.0117334	0.45563	0.0196817	0.0417996	0.420102	0.0510533	0.000846403	0.0425201	0.420366	3.53627	0.351232	0.37755	0.0566215	0.214597	0.372675	0.332074
1760	-13242.2	-13133.6	-108.678	0.466269	0.039405	2.25337	0.0617539	0.0711343	0.0818386	0.154287	0.0744765	0.0189036	0.0338454	0.0169271	0.112112	0.0126603	0.370922	0.0296731	0.018576	0.496814	0.0713544	0.0013418	0.0533644	0.459704	3.48559	0.372892	0.366789	0.0595233	0.200796	0.328627	0.205103
1770	-13250.4	-13142.4	-108.027	0.434668	0.0389012	2.25337	0.0502638	0.0711343	0.00141568	0.0899313	0.283989	0.0330073	0.0336972	0.0609694	0.0939807	0.0115713	0.416512	0.0273626	0.0410284	0.459886	0.0436402	0.00192207	0.0636791	0.49256	3.44184	0.373218	0.34622	0.062032	0.21853	0.221035	0.344298
1780	-13247.2	-13134.8	-112.483	0.334001	0.0380867	2.30006	0.147731	0.0676644	0.153007	0.380225	0.117032	0.0139946	0.0493304	0.00596184	0.210703	0.00943242	0.396701	0.0303908	0.0271363	0.480048	0.0562916	0.00153243	0.0569694	0.471623	3.46988	0.368443	0.362009	0.0612701	0.208278	0.230703	0.435297
1790	-13240.4	-13132.4	-107.971	0.433963	0.0217043	1.13659	0.143339	0.0916286	0.0107166	0.204512	0.0505242	0.000778581	0.0517268	0.0769547	0.0846332	0.0108856	0.398549	0.0300773	0.0184445	0.490084	0.0519602	0.00119195	0.0503411	0.449299	3.49917	0.375822	0.358884	0.060303	0.204991	0.187524	0.378513
1800	-13244.6	-13137	-107.584	0.536421	0.0231484	1.36693	0.102174	0.102386	0.0630104	0.107358	0.168244	0.0623465	0.0671597	0.0769547	0.00171596	0.0112232	0.377633	0.0279597	0.0287516	0.492357	0.062076	0.00107819	0.0479128	0.440645	3.51036	0.383368	0.363439	0.0584182	0.194775	0.414849	0.0487303
1810	-13242.3	-13138.2	-104.09	0.316299	0.0326892	1.84029	0.0427826	0.0383375	0.117118	0.0680211	0.0247491	0.0496059	0.0597875	0.0769547	0.0101155	0.00853614	0.405372	0.0307919	0.0285493	0.461265	0.065486	0.0009448	0.0448917	0.429476	3.52469	0.379781	0.355107	0.0585793	0.206532	0.47644	0.207261
1820	-13243	-13132.8	-110.211	0.704291	0.0267112	1.50461	0.0959744	0.00996204	0.281881	0.459472	0.0495089	0.0781939	0.0187261	0.0536683	0.0508866	0.0103032	0.393329	0.0311784	0.0224663	0.481754	0.0609686	0.00122352	0.0509936	0.451578	3.49621	0.385304	0.349772	0.0608804	0.204044	0.241442	0.0542665
1830	-13249.2	-13139.4	-109.777	0.306761	0.0416291	2.68583	0.105254	0.0927684	0.0935867	0.10257	0.00703162	0.0174076	0.211651	0.0536683	0.0508866	0.0107083	0.382328	0.0353948	0.0218946	0.499941	0.0497332	0.00114533	0.0493609	0.445839	3.50365	0.373743	0.364591	0.0564983	0.205168	0.181082	0.512157
1840	-13244.8	-13137	-107.847	0.395514	0.0202629	1.00126	0.0260548	0.0860599	0.0285078	0.47393	0.152623	0.0382326	0.00642741	0.0536683	0.0312449	0.00754878	0.318297	0.0344907	0.0218592	0.567937	0.0498674	0.00131561	0.0528489	0.457957	3.48788	0.367936	0.364314	0.0683202	0.19943	0.425789	0.178698
1850	-13241.3	-13136.9	-104.402	0.561755	0.0436552	2.51876	0.0145421	0.0860599	0.0818362	0.0255497	0.0324894	0.00926402	0.0176532	0.0563475	0.0312449	0.00896442	0.459854	0.0305705	0.0284433	0.400865	0.0713024	0.00180022	0.0616632	0.486428	3.45011	0.361804	0.375189	0.0531953	0.209812	0.0873298	0.350915
1860	-13245.3	-13141.6	-103.715	0.372944	0.0111495	0.627434	0.00783454	0.0860599	0.0613413	0.126941	0.0650908	0.034163	0.00468772	0.0563475	0.00791601	0.00842334	0.418043	0.0294398	0.0162513	0.455639	0.072204	0.00139681	0.0544303	0.463281	3.48089	0.381379	0.362177	0.0543564	0.202087	0.583805	0.0432508
1870	-13245.2	-13136.3	-108.901	0.48461	0.0127733	0.720492	0.109143	0.17924	0.0332495	0.1685	0.0306995	0.0159246	0.0203588	0.310156	0.102411	0.00693636	0.471071	0.0283933	0.0228884	0.409199	0.0615125	0.00120578	0.050628	0.450303	3.49786	0.372258	0.371229	0.0531845	0.203328	0.357553	0.157836
1880	-13242.4	-13137.4	-105.05	0.421222	0.0142296	0.72715	0.125248	0.00270439	0.0149656	0.0624588	0.0576236	0.0086187	0.0784218	0.0217555	0.181835	0.0104718	0.410851	0.0272769	0.0241177	0.477341	0.0499418	0.00114693	0.0493949	0.44596	3.5035	0.35462	0.365242	0.0610794	0.219059	0.256107	0.322671
1890	-13247.8	-13137.1	-110.677	0.137048	0.0189428	1.09766	0.0870247	0.0774336	0.177067	0.0784339	0.190489	0.370882	0.00998018	0.171636	0.0113627	0.0113501	0.439132	0.0220456	0.0197804	0.443187	0.0645047	0.000902026	0.0438771	0.425618	3.5296	0.372465	0.359423	0.0566326	0.21148	0.785958	0.0769942
1900	-13238.9	-13134	-104.887	0.533583	0.0136463	0.77421	0.0233521	0.0288401	0.031533	0.336879	0.00138096	0.0346147	0.0211164	0.0600951	0.0294735	0.0110957	0.431657	0.0241409	0.0308241	0.451787	0.0504956	0.00108165	0.0479886	0.44092	3.51001	0.374577	0.359716	0.0554247	0.210282	0.117609	0.348808
1910	-13237.9	-13133	-104.825	0.585056	0.0139047	0.79385	0.111937	0.0694784	0.138613	0.149695	0.0341249	0.0346147	0.0211164	0.0374757	0.0207735	0.00957192	0.417904	0.0238115	0.0260746	0.445331	0.077307	0.000829867	0.0421079	0.41875	3.53831	0.361156	0.378151	0.0580116	0.202681	0.318457	0.0964866
1920	-13241.3	-13128.4	-112.916	0.491753	0.0128807	0.79385	0.141244	0.00670661	0.0441939	0.578993	0.218974	0.198999	0.00135839	0.0728411	0.0373886	0.00879302	0.435556	0.0253956	0.0370013	0.440481	0.0527731	0.00100849	0.0463598	0.434962	3.51767	0.390589	0.353282	0.0572078	0.198921	0.344812	0.163435
1930	-13249.5	-13134.8	-114.639	0.444444	0.0518024	3.32115	0.141244	0.0389887	0.0946739	0.344828	0.117388	0.037737	0.0877116	0.135522	0.119688	0.00840866	0.433186	0.0250955	0.0284813	0.427579	0.0772497	0.000751691	0.0401	0.410729	3.54842	0.373828	0.363011	0.0549172	0.208244	0.366488	0.189069
1940	-13255.3	-13140.2	-115.1	0.660046	0.0391998	2.38017	0.11107	0.149673	0.226824	0.200509	0.0412535	0.00236078	0.17383	0.228334	0.119688	0.0141316	0.430659	0.0232495	0.0389601	0.4558	0.0371996	0.00149879	0.0563508	0.469613	3.47254	0.38179	0.356838	0.0605295	0.200843	0.196421	0.143533
1950	-13256.2	-13143.2	-113.066	0.367485	0.0176516	0.937077	0.478216	0.068555	0.09591	0.135835	0.082483	0.22113	0.0071466	0.0670194	0.00983271	0.013384	0.452045	0.0230291	0.0269601	0.449223	0.0353591	0.00114185	0.049287	0.445576	3.50399	0.359059	0.370457	0.0566271	0.213858	0.467679	0.164837
1960	-13249.9	-13138.9	-110.98	0.61504	0.0167324	0.937077	0.165753	0.0717873	0.0305349	0.349821	0.0176332	0.165646	0.000911655	0.22765	0.145847	0.0112437	0.414558	0.0280266	0.0237744	0.471415	0.0509824	0.0011706	0.0498948	0.447729	3.50121	0.359087	0.370697	0.0565246	0.213692	0.352997	0.0319626
1970	-13240.6	-13133.2	-107.427	0.358334	0.0150203	0.937077	0.106347	0.0308356	0.145658	0.249051	0.0220299	0.0633738	0.00570325	0.104068	0.0189072	0.0122212	0.435371	0.0297035	0.0281558	0.435204	0.0593439	0.00153658	0.0570454	0.471869	3.46955	0.367064	0.372081	0.0596709	0.201184	0.463563	0.178102
1980	-13239.2	-13132	-107.125	0.604175	0.0138555	0.937077	0.009861	0.197969	0.089979	0.282029	0.0114909	0.0423482	0.0568111	0.00261346	0.137024	0.0106081	0.447845	0.0307732	0.031776	0.412421	0.0665768	0.002037	0.0655208	0.498052	3.43439	0.354284	0.373227	0.058146	0.214344	0.297882	0.0979436
1990	-13240.9	-13134.4	-106.535	0.16689	0.015746	0.937077	0.0257572	0.18724	0.0479778	0.185107	0.0582828	0.00842115	0.0335899	0.0496076	0.113729	0.00841854	0.399201	0.0267085	0.0275279	0.471236	0.0669086	0.00126915	0.0519215	0.454787	3.49202	0.368001	0.356112	0.0592575	0.216629	0.243609	0.589502
2000	-13249.8	-13140.6	-109.142	0.63421	0.040044	2.25222	0.0555446	0.0313126	0.0217719	0.0553107	0.0153813	0.0525253	0.0786997	0.0801389	0.25333	0.0074179	0.430392	0.0206261	0.026934	0.445127	0.069503	0.000884925	0.0434645	0.424032	3.53162	0.395907	0.345832	0.0560228	0.202238	0.0557029	0.310087
2010	-13253.8	-13147.2	-106.605	0.453906	0.027321	1.28066	0.107733	0.0666369	0.0217719	0.0931399	0.00927211	0.0525253	0.0640068	0.12279	0.0180214	0.00745036	0.381254	0.0292749	0.0298341	0.508343	0.0438437	0.000980975	0.0457315	0.432629	3.52066	0.368685	0.363727	0.0611808	0.206407	0.478856	0.0672379
2020	-13248.7	-13136.1	-112.609	0.23199	0.0339975	1.97745	0.0180519	0.0666369	0.0688083	0.335999	0.13242	0.148895	0.00748756	0.12279	0.185944	0.00875956	0.418634	0.0276382	0.0322306	0.449787	0.0629501	0.00105771	0.0474619	0.439008	3.51247	0.372294	0.359503	0.0611192	0.207084	0.64419	0.12382
2030	-13245.4	-13138.8	-106.589	0.820217	0.0152282	0.879352	0.00164557	0.124964	0.00975354	0.322962	0.0855514	0.0322618	0.0368806	0.120851	0.000512454	0.0120338	0.394809	0.0294586	0.0408508	0.480801	0.0420464	0.00134338	0.0533953	0.459808	3.48545	0.363641	0.363919	0.0586866	0.213753	0.126968	0.0528155
2040	-13243.4	-13134.3	-109.101	0.435437	0.0186998	1.1535	0.0623896	0.124964	0.0587173	0.398951	0.0354256	0.0112313	0.0525189	0.102414	0.0298524	0.00879748	0.423461	0.0320282	0.041492	0.448498	0.0457229	0.00127459	0.0520311	0.455163	3.49153	0.380345	0.355711	0.058929	0.205015	0.454063	0.1105
2050	-13246.9	-13140	-106.882	0.237297	0.018102	1.0294	0.00961339	0.083269	0.0998954	0.203876	0.231974	0.0479226	0.0621207	0.0489546	0.0511097	0.00862861	0.337694	0.0333519	0.0253116	0.527913	0.0671014	0.00105383	0.0473761	0.438695	3.51288	0.381966	0.358726	0.0618381	0.197469	0.653901	0.108802
2060	-13253.9	-13147.2	-106.731	0.415553	0.0203425	1.07656	0.00906719	0.0876337	0.102244	0.273859	0.136548	0.0479226	0.0183155	0.00966516	0.0511097	0.00814694	0.344644	0.0302818	0.0263569	0.53578	0.0547899	0.00109827	0.0483506	0.442226	3.50832	0.369253	0.37538	0.0552483	0.200119	0.214384	0.370063
2070	-13248.4	-13142.4	-105.972	0.500462	0.0117373	0.737434	0.0487501	0.0101823	0.115968	0.252059	0.0547359	0.109001	0.00992392	0.0297714	0.13313	0.0128584	0.424886	0.0285816	0.0201631	0.44226	0.0712508	0.00189917	0.0633054	0.491433	3.44336	0.362687	0.370898	0.0549774	0.211438	0.422579	0.0769594
2080	-13243.7	-13137.9	-105.842	0.621591	0.0231269	1.44781	0.132994	0.0590314	0.0171624	0.129425	0.0170477	0.0154851	0.0731277	0.0297714	0.0385701	0.014131	0.410258	0.0261816	0.0376016	0.467959	0.0438685	0.00210357	0.0665629	0.501115	3.43022	0.376133	0.347884	0.0586347	0.217348	0.314191	0.064218
2090	-13251	-13143.2	-107.864	0.42701	0.018254	1.10601	0.132994	0.0284886	0.0610236	0.301694	0.169317	0.0578386	0.000851428	0.0621881	0.0353138	0.0118149	0.441045	0.0213227	0.0357308	0.424975	0.0651109	0.00185885	0.0626416	0.48942	3.44608	0.368618	0.366563	0.0598037	0.205015	0.200462	0.372528
2100	-13249.4	-13141.3	-108.025	0.269833	0.0081075	0.502344	0.238746	0.0353136	0.106345	0.0857899	0.0676724	0.0694468	0.0458006	0.0621881	0.217374	0.0102764	0.457673	0.0283615	0.0277569	0.399412	0.0765211	0.00154865	0.0572653	0.472579	3.46861	0.365231	0.362121	0.0573846	0.215263	0.54406	0.186107
2110	-13245.9	-13134	-111.931	0.248995	0.0355715	2.21542	0.0204858	0.015856	0.0775144	0.230402	0.203582	0.340078	0.0458006	0.0418965	0.230424	0.0122027	0.45653	0.0256265	0.0338863	0.418395	0.0533594	0.00160972	0.0583649	0.476105	3.46392	0.36102	0.364472	0.0592674	0.215242	0.0462374	0.704767
2120	-13243.7	-13131.1	-112.667	0.479161	0.0220433	1.52495	0.0268554	0.0600123	0.196321	0.230143	0.203582	0.309686	0.0458006	0.013455	0.220574	0.0148424	0.386476	0.0335126	0.0251739	0.473184	0.0668113	0.00193328	0.0638611	0.493107	3.4411	0.365744	0.37171	0.0564712	0.206075	0.281248	0.239591
2130	-13250	-13137.9	-112.094	0.122247	0.0271551	1.52495	0.0585079	0.0600123	0.050495	0.669193	0.188157	0.0748087	0.0117483	0.0473678	0.0547695	0.01317	0.408741	0.0289039	0.030399	0.46509	0.0536962	0.00138213	0.054148	0.462338	3.48213	0.356724	0.376808	0.0581298	0.208338	0.533813	0.343939
2140	-13236.3	-13130.3	-106.031	0.638315	0.0155678	0.927843	0.108415	0.0600123	0.0546534	0.380044	0.0698022	0.0972815	0.00887187	0.0179747	0.0086138	0.00807912	0.445219	0.0229812	0.036322	0.423034	0.0643655	0.00125426	0.0516205	0.45375	3.49338	0.373392	0.352509	0.0591912	0.214907	0.123377	0.238308
2150	-13252	-13144.2	-107.839	0.473578	0.0217262	1.31064	0.328244	0.0600123	0.0546534	0.17221	0.0312829	0.00613706	0.124685	0.0812018	0.0086138	0.00855501	0.429265	0.0348091	0.0251905	0.434535	0.0676448	0.00175301	0.0608632	0.483958	3.45343	0.372507	0.369067	0.0569537	0.201472	0.458354	0.0680681
2160	-13237.1	-13131.5	-105.601	0.510427	0.010959	0.678568	0.00974728	0.0216507	0.0546534	0.235758	0.0534169	0.0423575	0.10092	0.107972	0.0961707	0.011313	0.367028	0.0312377	0.0228115	0.492405	0.0752047	0.00179059	0.0615009	0.485928	3.45078	0.390283	0.352275	0.0570975	0.200345	0.257494	0.232078
2170	-13244.3	-13137.9	-106.488	0.64272	0.0095072	0.590958	0.0482689	0.12204	0.00860609	0.403579	0.146174	0.00824135	0.0520064	0.00625197	0.0702316	0.0136935	0.396368	0.0307038	0.0178884	0.475339	0.0660075	0.00125733	0.0516829	0.453965	3.49309	0.379152	0.346877	0.0631504	0.210821	0.351564	0.00571594
2180	-13249.4	-13139.6	-109.759	0.545543	0.0423133	2.47224	0.035652	0.12204	0.018546	0.251849	0.0214865	0.156751	0.0382932	0.00777448	0.25728	0.0104533	0.450462	0.0265258	0.0307182	0.433917	0.0479234	0.00138258	0.0541566	0.462367	3.48209	0.39105	0.342422	0.0585284	0.207999	0.299487	0.15497
2190	-13242.7	-13135.3	-107.344	0.304972	0.0343816	1.88851	0.124529	0.0664938	0.00916462	0.201864	0.00378109	0.0167802	0.0358614	0.0415585	0.243708	0.00871899	0.457692	0.0222869	0.0283932	0.431333	0.0515757	0.000954954	0.045129	0.430371	3.52354	0.374577	0.361734	0.0575139	0.206174	0.506791	0.188237
2200	-13240.3	-13136.9	-103.469	0.479013	0.0298967	1.79647	0.0129478	0.0204309	0.00624925	0.0679716	0.08985	0.0346422	0.109288	0.0287575	0.0133485	0.014169	0.358045	0.0276192	0.022853	0.520821	0.0564928	0.0012999	0.0525372	0.456896	3.48927	0.373777	0.354702	0.0657864	0.205734	0.276472	0.244515
2210	-13239.8	-13135.7	-104.081	0.400284	0.0290482	1.79647	0.0167307	0.0204309	0.0146919	0.152477	0.003883	0.210227	0.00736528	0.0287575	0.0263467	0.0149176	0.370945	0.0269819	0.0241702	0.502297	0.0606886	0.0018382	0.0622989	0.488375	3.44749	0.375572	0.354482	0.0664083	0.203537	0.432847	0.166869
2220	-13243	-13134.9	-108.125	0.556983	0.0323225	1.79647	0.0746935	0.00231472	0.0835052	0.152477	0.00375661	0.146836	0.0233221	0.111929	0.158647	0.00947979	0.36662	0.0304142	0.0250124	0.504316	0.064157	0.00145985	0.0556257	0.467239	3.47568	0.376628	0.361176	0.0612697	0.200926	0.291549	0.151468
2230	-13253.4	-13136.4	-117.037	0.409283	0.0443823	2.66109	0.490196	0.090064	0.0835052	0.171939	0.0299443	0.00177217	0.497743	0.135309	0.011569	0.0088086	0.413569	0.0263327	0.0300561	0.461114	0.0601196	0.00161176	0.0584013	0.476221	3.46377	0.37486	0.359938	0.0609082	0.204294	0.448223	0.142494
