Iteration	Posterior	Likelihood	Prior	allopatry	clock_bg	clock_scale_bg	d[1][2]	d[1][3]	d[2][1]	d[2][3]	d[3][1]	d[3][2]	e[1]	e[2]	e[3]	er_mol[1]	er_mol[2]	er_mol[3]	er_mol[4]	er_mol[5]	er_mol[6]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi_mol[1]	pi_mol[2]	pi_mol[3]	pi_mol[4]	subset_sympatry	widespread_sympatry
3030	-13244.1	-13135.2	-108.99	0.278494	0.0148417	0.975768	0.0405376	0.00134497	0.105605	0.301375	0.0240445	0.0387879	0.167996	0.0391318	0.179922	0.0143709	0.394636	0.0280376	0.0263394	0.480519	0.056097	0.0011796	0.0500834	0.448393	3.50034	0.376378	0.363596	0.0580525	0.201973	0.205721	0.515785
3040	-13239.2	-13132.3	-106.832	0.563737	0.0161837	0.975768	0.0232434	0.0240634	0.0268578	0.142938	0.0872607	0.0307195	0.0924134	0.0174935	0.183915	0.0109358	0.462196	0.0241479	0.0214493	0.435498	0.045773	0.00124282	0.0513882	0.452947	3.49442	0.373995	0.350544	0.0606334	0.214828	0.206053	0.230211
3050	-13247.3	-13137.6	-109.674	0.623109	0.0309361	1.76851	0.0584184	0.181408	0.0268578	0.365329	0.0872607	0.107687	0.0699524	0.0115589	0.0256293	0.0101354	0.41843	0.0273805	0.0419539	0.450557	0.0515431	0.00236387	0.0704827	0.512359	3.41479	0.362611	0.367862	0.0569355	0.212592	0.312841	0.0640506
3060	-13243	-13135.9	-107.028	0.454505	0.0286878	1.76851	0.0213643	0.00682441	0.139977	0.222544	0.0489611	0.0873679	0.0699524	0.150528	0.0334105	0.00906264	0.41103	0.0291329	0.0375491	0.459583	0.0536421	0.00123616	0.0512524	0.452476	3.49504	0.365419	0.36492	0.0560507	0.21361	0.329022	0.216473
3070	-13245.1	-13141.6	-103.494	0.503772	0.0204753	1.38192	0.0373163	0.0601204	0.00145575	0.0694957	0.0153147	0.0451419	0.0923519	0.0202195	0.00301759	0.010794	0.436332	0.0218582	0.0434049	0.418148	0.0694633	0.00209745	0.0664679	0.500837	3.4306	0.358951	0.36905	0.0604513	0.211548	0.375865	0.120363
3080	-13250.6	-13139.3	-111.383	0.610624	0.0220728	1.38192	0.0519294	0.0245453	0.424762	0.251687	0.0224917	0.0589679	0.0216907	0.0415615	0.241079	0.0122017	0.394141	0.0291571	0.0359327	0.464315	0.0642533	0.00134854	0.0534961	0.460148	3.48501	0.377735	0.342958	0.0638489	0.215458	0.205133	0.184243
3090	-13240.1	-13131.2	-108.848	0.474618	0.0219879	1.38192	0.130853	0.0661894	0.00726716	0.360396	0.0405235	0.00526417	0.203982	0.031153	0.199388	0.0111115	0.387839	0.0365954	0.0276607	0.4848	0.0519929	0.00177903	0.0613055	0.485326	3.45159	0.363041	0.367552	0.0653373	0.204069	0.420119	0.105263
3100	-13250.2	-13142.6	-107.577	0.519588	0.038832	2.35339	0.23059	0.00791192	0.0541462	0.0682337	0.198105	0.0609913	0.0393698	0.031153	0.0429217	0.011074	0.446838	0.0379694	0.0226278	0.405741	0.0757502	0.00162803	0.0586903	0.47714	3.46254	0.349699	0.369687	0.0536743	0.226939	0.321013	0.1594
3110	-13241.4	-13134.3	-107.168	0.594246	0.0195321	1.2705	0.137768	0.00107444	0.0378231	0.173012	0.154645	0.0609913	0.197324	0.00210663	0.0101254	0.0108818	0.411082	0.0267909	0.0268655	0.431385	0.0929949	0.00172624	0.0604047	0.482532	3.45534	0.360982	0.368956	0.0560972	0.213965	0.37344	0.0323138
3120	-13240.4	-13127.2	-113.209	0.458775	0.0354505	2.41781	0.0282535	0.0105209	0.0087505	0.499872	0.11615	0.042846	0.415199	0.0179807	0.0707168	0.0126846	0.465064	0.0269593	0.0359948	0.394889	0.0644083	0.00193021	0.0638113	0.492957	3.4413	0.357712	0.370885	0.0552355	0.216168	0.249813	0.291412
3130	-13242.5	-13133.8	-108.68	0.396972	0.0166138	0.949925	0.16898	0.00617245	0.041059	0.509513	0.0461165	0.0116773	0.00315127	0.0274402	0.0973591	0.0131431	0.447157	0.0208434	0.0343369	0.428308	0.0562113	0.00144763	0.0553961	0.466483	3.47667	0.363926	0.369332	0.0562448	0.210496	0.258162	0.344866
3140	-13241.8	-13135.9	-105.882	0.37372	0.0134276	0.780476	0.0207146	0.0332056	0.0307474	0.227375	0.202706	0.0241373	0.00890858	0.0521193	0.0160308	0.0118948	0.454297	0.0212429	0.0315726	0.42624	0.0547524	0.00105455	0.047392	0.438753	3.5128	0.372595	0.359554	0.0524308	0.215421	0.576981	0.0492989
3150	-13236.4	-13130.8	-105.623	0.513855	0.0273624	1.49537	0.119846	0.0243834	0.123183	0.19248	0.0833197	0.0241373	0.0299495	0.0521193	0.00410904	0.0122477	0.449284	0.0205281	0.0310445	0.433281	0.0536142	0.00153829	0.0570764	0.471969	3.46942	0.363947	0.369507	0.0538922	0.212654	0.16252	0.323624
3160	-13239.2	-13131.8	-107.423	0.417977	0.0244959	1.5179	0.0736002	0.0783157	0.0359873	0.111716	0.0833197	0.123756	0.00797038	0.215178	0.0269464	0.0100224	0.461482	0.0295562	0.0220646	0.418681	0.0581931	0.0015171	0.0566883	0.470711	3.47108	0.362898	0.371707	0.0574668	0.207928	0.308095	0.273928
3170	-13245.9	-13139.4	-106.491	0.597214	0.0162111	0.987583	0.0207481	0.00165282	0.0124647	0.252992	0.0564031	0.0221172	0.00523204	0.012933	0.273394	0.00962434	0.463315	0.0232046	0.02386	0.419249	0.0607467	0.000561462	0.0347141	0.387868	3.57686	0.357216	0.382767	0.0531924	0.206824	0.27042	0.132366
3180	-13250.6	-13140.9	-109.745	0.35038	0.0153744	0.987583	0.00443267	0.126931	0.164029	0.199079	0.0564031	0.142517	0.0448459	0.0685913	0.0997774	0.0128391	0.386722	0.0317953	0.0345091	0.458507	0.0756273	0.00146679	0.0557557	0.467666	3.47511	0.351935	0.367613	0.0582302	0.222223	0.476855	0.172765
3190	-13249.2	-13137.5	-111.678	0.659084	0.0141074	0.948028	0.0383719	0.0576433	0.113826	0.356372	0.143411	0.0125248	0.175272	0.0685913	0.0990178	0.00997929	0.400395	0.0261673	0.0312872	0.457031	0.0751402	0.001163	0.0497348	0.447164	3.50194	0.373979	0.360413	0.0605988	0.20501	0.0634263	0.277489
3200	-13239.3	-13133.8	-105.547	0.239819	0.0141733	0.849587	0.0765236	0.00274557	0.0990955	0.171444	0.00354728	0.0106686	0.0644927	0.019038	0.18513	0.0108201	0.399739	0.0247891	0.0192915	0.468479	0.0768812	0.000655732	0.0374831	0.399882	3.56198	0.377434	0.36052	0.0570217	0.205024	0.570067	0.190114
3210	-13244.5	-13136.5	-107.929	0.80457	0.0245882	1.52996	0.0199071	0.00724239	0.0104872	0.115613	0.189329	0.0226465	0.0877381	0.00740742	0.22916	0.0124886	0.475089	0.0240339	0.0224655	0.424478	0.0414451	0.00107623	0.04787	0.44049	3.51056	0.354891	0.371486	0.0573145	0.216309	0.0341934	0.161237
3220	-13243.3	-13135.1	-108.188	0.744742	0.0319417	2.04131	0.1611	0.046716	0.0169495	0.0997849	0.0133436	0.0324167	0.252501	0.0310632	0.0410348	0.0106458	0.467457	0.0280699	0.0206586	0.402178	0.0709909	0.00198683	0.0647236	0.495687	3.4376	0.347568	0.386015	0.0560891	0.210328	0.186821	0.0684372
3230	-13245	-13133.2	-111.784	0.406497	0.0231021	1.17803	0.0419484	0.129931	0.0757906	0.248848	0.049907	0.0233487	0.15436	0.0630344	0.257199	0.00987662	0.390824	0.0298195	0.0287813	0.491715	0.0489831	0.000968894	0.0454528	0.431587	3.52199	0.348873	0.388451	0.0589161	0.203759	0.298492	0.295011
3240	-13250.9	-13141.1	-109.848	0.447392	0.0581011	3.30034	0.047428	0.00125087	0.0583901	0.0721487	0.0448469	0.137992	0.091965	0.238536	0.012678	0.011626	0.487954	0.0268787	0.0255198	0.403203	0.0448191	0.000910039	0.044069	0.426352	3.52867	0.363743	0.372161	0.0563969	0.207699	0.431814	0.120794
3250	-13246.3	-13133.2	-113.12	0.361436	0.0205174	1.13493	0.539558	0.0369765	0.026521	0.316446	0.140437	0.0601969	0.0655215	0.0624176	0.00831405	0.0120581	0.405413	0.0250985	0.0280983	0.460282	0.0690499	0.00100017	0.0461708	0.434263	3.51857	0.366754	0.35706	0.0595838	0.216602	0.360479	0.278085
3260	-13245.7	-13133.3	-112.351	0.257225	0.0373872	2.31969	0.428644	0.0439873	0.0602095	0.324422	0.0662565	0.110791	0.0655215	0.046546	0.0243524	0.0137776	0.384396	0.0279004	0.030904	0.487876	0.0551458	0.00156432	0.0575496	0.473495	3.46739	0.379261	0.354449	0.0559419	0.210348	0.67219	0.0705842
3270	-13240.2	-13129.9	-110.256	0.316775	0.0372444	2.31969	0.0327988	0.144538	0.0246123	0.0922296	0.0551294	0.0826975	0.172607	0.187566	0.13895	0.0119887	0.443856	0.0273126	0.029114	0.43404	0.0536885	0.00151064	0.0565695	0.470325	3.47159	0.358759	0.370197	0.0577195	0.213325	0.567836	0.115389
3280	-13242	-13130.1	-111.882	0.55679	0.0402574	2.56519	0.000924261	0.287806	0.0311839	0.293031	0.0128377	0.0683286	0.00294601	0.114354	0.0798311	0.0129452	0.379132	0.0290737	0.0185208	0.498121	0.0622074	0.00079808	0.0413037	0.415567	3.54233	0.379589	0.355852	0.0641573	0.200401	0.270349	0.172861
3290	-13248.3	-13137.3	-110.913	0.491587	0.0160103	1.07851	0.261898	0.118558	0.0248215	0.149737	0.0148517	0.122828	0.105486	0.0487102	0.104231	0.0147404	0.389927	0.0195123	0.0194894	0.492986	0.0633444	0.00136319	0.0537816	0.461109	3.48375	0.373204	0.357387	0.0591144	0.210295	0.00361767	0.504795
3300	-13257	-13143.4	-113.599	0.516912	0.00960344	0.672457	0.0735463	0.15959	0.233166	0.538987	0.0794547	0.0317867	0.105486	0.0712568	0.1265	0.0115665	0.460176	0.0366886	0.0220603	0.416011	0.0534977	0.001772	0.0611864	0.484958	3.45208	0.350102	0.382456	0.0513306	0.216112	0.380322	0.102766
3310	-13246.4	-13139.7	-106.695	0.488069	0.0240408	1.67563	0.0390142	0.0874167	0.0261849	0.0506433	0.060962	0.124249	0.179971	0.0801287	0.0244796	0.00910393	0.456549	0.0318791	0.0336046	0.398857	0.0700063	0.00169918	0.0599376	0.481073	3.45729	0.373497	0.36039	0.056227	0.209886	0.25143	0.260501
3320	-13244.5	-13139.6	-104.937	0.418369	0.0257318	1.67563	0.0074604	0.0594119	0.00607447	0.147349	0.0272597	0.186864	0.00271113	0.00416275	0.071901	0.00829491	0.389497	0.0397221	0.0286743	0.476408	0.0574041	0.00164402	0.058973	0.478036	3.46135	0.367795	0.355948	0.0628257	0.21343	0.376869	0.204762
3330	-13254.8	-13143.3	-111.532	0.621085	0.0295107	1.67563	0.135389	0.0594119	0.0770784	0.23443	0.00651271	0.266945	0.020095	0.0919756	0.0148569	0.0101393	0.432524	0.0318234	0.0304017	0.44656	0.0485513	0.0012482	0.0514976	0.453325	3.49393	0.372554	0.358005	0.0565875	0.212853	0.301448	0.0774668
3340	-13248.6	-13136	-112.623	0.54586	0.0266135	1.67563	0.135389	0.0122504	0.282733	0.0418941	0.00222286	0.499411	0.0271822	0.00963582	0.0397987	0.0105325	0.426803	0.0298618	0.0400187	0.435132	0.0576519	0.00165379	0.059145	0.47858	3.46062	0.380192	0.36075	0.0586757	0.200382	0.334622	0.119518
3350	-13248.1	-13133.6	-114.447	0.481481	0.0261918	1.67563	0.0556426	0.0253939	0.106972	0.153821	0.199849	0.10806	0.0434755	0.0705903	0.367855	0.0121576	0.429458	0.0332729	0.0428045	0.432269	0.0500379	0.00172882	0.0604492	0.482671	3.45515	0.362252	0.363408	0.0602646	0.214075	0.299435	0.219084
3360	-13238.7	-13132.1	-106.54	0.460768	0.028591	1.7361	0.147237	0.0590154	0.00422604	0.12585	0.0578725	0.0356684	0.00361829	0.0562736	0.0567853	0.0108277	0.391486	0.0313773	0.03097	0.479092	0.056247	0.00136178	0.053754	0.461016	3.48387	0.366539	0.363685	0.0575782	0.212198	0.0301708	0.509061
3370	-13247.6	-13134.8	-112.809	0.490006	0.0164629	0.867196	0.00503491	0.0590154	0.215707	0.120025	0.0409429	0.261042	0.31099	0.0129584	0.157975	0.00665136	0.453232	0.0263319	0.0260758	0.432623	0.0550861	0.00103107	0.0468688	0.436838	3.51526	0.364167	0.378444	0.0534315	0.203957	0.260952	0.249042
3380	-13249	-13141.2	-107.701	0.822948	0.0121581	0.662225	0.00491571	0.0645716	0.0282877	0.361385	0.0723106	0.261042	0.0361215	0.0100839	0.00416115	0.00690609	0.415587	0.0316153	0.0255643	0.460852	0.0594747	0.0015388	0.0570858	0.471999	3.46938	0.355504	0.378391	0.0618754	0.204229	0.0809729	0.0960789
3390	-13247.8	-13131.8	-116.003	0.339461	0.0222447	1.49884	0.0446153	0.0691232	0.219584	0.416124	0.143432	0.0392777	0.0760391	0.191099	0.0275128	0.0131958	0.412903	0.0322115	0.023687	0.455387	0.0626156	0.0012773	0.0520854	0.45535	3.49129	0.373753	0.356135	0.0591278	0.210984	0.391164	0.269376
3400	-13241.7	-13132.8	-108.898	0.384665	0.0239988	1.49884	0.154863	0.0729974	0.0682738	0.146786	0.0512241	0.0664128	0.091584	0.0238159	0.00180468	0.0105284	0.438819	0.0233843	0.0335901	0.425432	0.068246	0.000939971	0.0447783	0.429048	3.52523	0.371265	0.365274	0.0525039	0.210957	0.415462	0.199874
3410	-13247.9	-13142.6	-105.293	0.201062	0.0196439	1.19173	0.0267782	0.0219231	0.0898814	0.0810428	0.0163433	0.0885295	0.0428983	0.0275895	0.0373939	0.0117087	0.407444	0.0300769	0.0195824	0.464034	0.0671543	0.0012694	0.0519266	0.454804	3.492	0.376285	0.364379	0.0563597	0.202976	0.366273	0.432665
3420	-13249.1	-13140	-109.074	0.574128	0.0215156	1.15194	0.118065	0.0210911	0.138605	0.268582	0.0470441	0.0476833	0.00391315	0.0112055	0.119768	0.0116659	0.358351	0.0256464	0.0242843	0.515476	0.0645772	0.00193044	0.063815	0.492969	3.44129	0.369458	0.366217	0.0660004	0.198324	0.382166	0.0437059
3430	-13250.2	-13141.9	-108.264	0.275788	0.0151184	1.00208	0.00605216	0.0508577	0.263183	0.254885	0.0113792	0.124544	0.0441307	0.0844406	0.0694926	0.00932221	0.410877	0.0318756	0.025056	0.476988	0.045881	0.000997545	0.0461109	0.43404	3.51885	0.377202	0.364693	0.0587247	0.19938	0.511043	0.213169
3440	-13253.3	-13141.7	-111.558	0.630138	0.0362881	2.53768	0.023255	0.0742943	0.0350344	0.208799	0.0526212	0.124544	0.116919	0.0342566	0.0359254	0.0159581	0.461596	0.02354	0.0272854	0.412218	0.0594022	0.00148636	0.0561205	0.468861	3.47353	0.39353	0.340663	0.0578643	0.207943	0.328226	0.0416362
3450	-13243.2	-13130.1	-113.109	0.705769	0.0547644	3.5179	0.010608	0.00449331	0.0350344	0.202849	0.0360889	0.0782927	0.116919	0.14708	0.037075	0.0146404	0.402255	0.031703	0.0296071	0.458316	0.0634793	0.00131317	0.0528007	0.457793	3.48809	0.35968	0.365857	0.0605236	0.213939	0.240462	0.0537685
3460	-13255.3	-13139.1	-116.169	0.512788	0.0640905	3.5179	0.0262906	0.237087	0.0121828	0.41635	0.0615381	0.0649727	0.0291353	0.14708	0.0506706	0.00784877	0.382831	0.024922	0.0255386	0.475809	0.0830508	0.00118138	0.0501206	0.448524	3.50017	0.378953	0.361846	0.0578251	0.201376	0.42247	0.0647426
3470	-13242.8	-13134.3	-108.513	0.253145	0.0120272	0.698097	0.00720621	0.148489	0.0515086	0.406278	0.00583204	0.0468997	0.0773408	0.0262527	0.021951	0.0122792	0.386682	0.0269313	0.0415344	0.483248	0.0493248	0.0012548	0.0516315	0.453788	3.49333	0.381809	0.352688	0.0609142	0.204589	0.698996	0.0478592
3480	-13255.5	-13139.9	-115.678	0.397414	0.0164414	0.921222	0.347137	0.101471	0.106316	0.33347	0.0952597	0.0223709	0.136152	0.201429	0.260905	0.0146123	0.411989	0.0254847	0.0160472	0.4714	0.0604667	0.00119438	0.0503916	0.449476	3.49894	0.358995	0.369904	0.0588243	0.212277	0.398262	0.204324
3490	-13259.1	-13143.1	-116.019	0.620992	0.0328202	2.07109	0.20009	0.0923572	0.0371176	0.399585	0.0013535	0.0407367	0.040005	0.00282558	0.359417	0.0105275	0.405503	0.0328874	0.0285754	0.45531	0.0671962	0.00122263	0.0509752	0.451514	3.49629	0.375464	0.365455	0.058105	0.200977	0.309306	0.0697018
3500	-13254.2	-13141	-113.187	0.304458	0.0219011	1.17423	0.284183	0.0322948	0.11735	0.312942	0.156665	0.179216	0.139669	0.0404669	0.0283094	0.012114	0.450399	0.0208652	0.033702	0.42369	0.0592297	0.00145107	0.0554608	0.466696	3.47639	0.370475	0.359034	0.0550195	0.215471	0.543517	0.152025
3510	-13249.5	-13140.7	-108.782	0.320841	0.0283804	1.71462	0.129567	0.00552403	0.0270142	0.175009	0.00704398	0.179216	0.0327776	0.00417587	0.0761677	0.0147868	0.364839	0.0247746	0.0179192	0.530634	0.0470464	0.00113372	0.0491138	0.44496	3.50479	0.371637	0.362648	0.0665131	0.199202	0.373494	0.305664
3520	-13244.6	-13134.2	-110.415	0.535928	0.00921292	0.559824	0.0286078	0.0994545	0.0348285	0.523305	0.182707	0.110383	0.0846818	0.0677053	0.0458137	0.0104729	0.357912	0.0317186	0.0192328	0.506164	0.0744997	0.00122094	0.0509406	0.451393	3.49645	0.374867	0.357109	0.063951	0.204073	0.408542	0.0555304
3530	-13249.3	-13140.6	-108.703	0.14434	0.0109365	0.648362	0.0870559	0.0994545	0.0850503	0.0925429	0.182707	0.218702	0.0846818	0.0677053	0.0775861	0.0114828	0.344024	0.0350612	0.014817	0.531866	0.0627492	0.00179115	0.0615104	0.485957	3.45074	0.372238	0.359869	0.0658908	0.202002	0.456129	0.399532
3540	-13244.1	-13134.3	-109.803	0.214959	0.0510084	3.0715	0.0633564	0.0754945	0.0204438	0.0530642	0.153601	0.230995	0.0030263	0.013307	0.0191575	0.0102084	0.410549	0.0334182	0.0194727	0.454436	0.0719165	0.0012725	0.0519889	0.455018	3.49172	0.365977	0.376186	0.057295	0.200542	0.573291	0.211751
3550	-13248.2	-13138.6	-109.589	0.56665	0.0113815	0.656561	0.00124221	0.169924	0.0358088	0.383643	0.0716254	0.0496068	0.0205299	0.113772	0.0760964	0.0146183	0.357942	0.0237984	0.0327199	0.496109	0.0748124	0.00182793	0.0621277	0.487852	3.44819	0.363207	0.362918	0.0624301	0.211445	0.328308	0.105043
3560	-13240.4	-13130.8	-109.677	0.627777	0.0220074	1.23231	0.121286	0.0520123	0.0604481	0.157224	0.0805473	0.269112	0.00108334	0.00433599	0.0631717	0.00774209	0.412127	0.0311566	0.0274799	0.472811	0.0486836	0.00141529	0.0547837	0.464457	3.47934	0.374761	0.365159	0.0559023	0.204177	0.308084	0.064139
3570	-13243.2	-13132.2	-111.017	0.270851	0.03393	2.07287	0.0251453	0.0175971	0.0442954	0.277276	0.253032	0.0391913	0.0602848	0.076314	0.0388421	0.0103043	0.438099	0.0334516	0.0243465	0.432015	0.0617837	0.00196278	0.0643378	0.494536	3.43916	0.359188	0.370739	0.0581082	0.211965	0.237545	0.491605
3580	-13243.7	-13135.8	-107.93	0.410054	0.0124422	0.786857	0.0251453	0.0117276	0.241188	0.261295	0.25313	0.0177293	0.0117161	0.0514868	0.145952	0.00967843	0.459348	0.0262108	0.0410064	0.397917	0.0658402	0.00205417	0.0657912	0.49885	3.4333	0.364985	0.365931	0.0607609	0.208322	0.207901	0.382044
3590	-13239.2	-13132.5	-106.671	0.443581	0.0254613	1.46016	0.0166067	0.0524362	0.0098543	0.318825	0.0336234	0.0084945	0.0616049	0.0747934	0.0722497	0.0104328	0.388492	0.0244737	0.0346895	0.477723	0.0641888	0.00161645	0.0584847	0.476486	3.46341	0.384884	0.351955	0.0579615	0.2052	0.361177	0.195242
3600	-13246.4	-13137.6	-108.754	0.240588	0.0212482	1.45005	0.126224	0.0323864	0.1908	0.450655	0.0371659	0.00343194	0.00440696	0.00576939	0.0277676	0.0108594	0.394518	0.0346884	0.0361172	0.474177	0.0496407	0.00239302	0.0709073	0.513552	3.41315	0.385573	0.350708	0.0568741	0.206845	0.0288012	0.730611
3610	-13243.1	-13136.1	-106.953	0.0810561	0.0337099	2.16809	0.0274289	0.0291159	0.0147007	0.0359123	0.0448689	0.0616361	0.0576152	0.100204	0.106416	0.0121627	0.469623	0.0321912	0.0390307	0.40784	0.039152	0.0015632	0.0575292	0.473429	3.46748	0.370477	0.355143	0.0584778	0.215902	0.662126	0.256818
3620	-13257.1	-13145.9	-111.142	0.0947134	0.00863368	0.491742	0.0574964	0.0513269	0.0575559	0.0203664	0.0448689	0.368651	0.0159393	0.233187	0.10525	0.0091379	0.432431	0.0293688	0.0187741	0.448255	0.062033	0.000896023	0.0437327	0.425064	3.53031	0.365243	0.37069	0.0530505	0.211017	0.775325	0.129961
3630	-13255.2	-13142.3	-112.847	0.501518	0.0193474	1.15814	0.00263013	0.0411228	0.202572	0.389737	0.0948245	0.122208	0.0627719	0.0193673	0.128478	0.00996468	0.413305	0.022907	0.0318867	0.448622	0.0733149	0.00118243	0.0501425	0.448601	3.50007	0.371887	0.361592	0.0555172	0.211003	0.188167	0.310315
3640	-13244.1	-13132.4	-111.628	0.449491	0.0154982	1.0386	0.197026	0.0162975	0.260118	0.283715	0.0948245	0.0366846	0.204343	0.00301407	0.0420652	0.0089363	0.479475	0.0230037	0.0280477	0.381493	0.0790445	0.00114576	0.0493701	0.445871	3.50361	0.367118	0.365011	0.0525543	0.215317	0.493535	0.0569748
3650	-13246.6	-13138.3	-108.307	0.490575	0.0142038	1.0386	0.178696	0.108908	0.247197	0.118557	0.0982682	0.0404165	0.0078622	0.00249898	0.0176525	0.00963492	0.391372	0.0288456	0.0265235	0.455758	0.0878656	0.00222213	0.0683777	0.506374	3.42303	0.380121	0.358816	0.0570016	0.204061	0.317878	0.191548
3660	-13252.1	-13140	-112.058	0.589738	0.0177469	1.0386	0.0225188	0.00558238	0.0606035	0.625416	0.0982682	0.0768706	0.0786885	0.0140344	0.191403	0.00851392	0.350125	0.0245027	0.035463	0.526293	0.0551027	0.00079578	0.0412448	0.415333	3.54263	0.386786	0.339691	0.0634096	0.210113	0.225401	0.184861
3670	-13250.2	-13138.2	-111.998	0.527759	0.0107844	0.784499	0.0888862	0.0523081	0.60969	0.128385	0.17603	0.0465834	0.0786885	0.0337459	0.0123736	0.0144977	0.392585	0.0290172	0.0215212	0.477761	0.0646183	0.00119702	0.0504464	0.449668	3.49869	0.374133	0.363326	0.0596142	0.202927	0.249026	0.223215
3680	-13236.7	-13132.4	-104.266	0.693273	0.022854	1.45391	0.0888862	0.0197031	0.0613088	0.181391	0.012253	0.0241076	0.0493509	0.0251141	0.000367496	0.0121923	0.441141	0.024899	0.0272671	0.441885	0.0526153	0.0013663	0.0538419	0.461312	3.48348	0.381899	0.362748	0.0579882	0.197365	0.193765	0.112962
3690	-13243.9	-13139.5	-104.431	0.353543	0.0215073	1.45391	0.0888862	0.0197031	0.0921848	0.161724	0.00642848	0.0546103	0.00287531	0.00171852	0.017828	0.0114681	0.415214	0.0201887	0.0348473	0.419213	0.0990696	0.00147875	0.0559789	0.468398	3.47414	0.37316	0.371231	0.0580348	0.197573	0.301906	0.344551
3700	-13242.8	-13136.5	-106.229	0.273224	0.0211865	1.45391	0.0264904	0.10613	0.137912	0.098457	0.0740108	0.138488	0.0427229	0.00696221	0.017828	0.010891	0.442147	0.0292176	0.0196868	0.441822	0.0562359	0.00134417	0.0534107	0.45986	3.48539	0.369788	0.358916	0.053759	0.217537	0.287685	0.439091
3710	-13248.6	-13142.9	-105.697	0.172297	0.020988	1.19596	0.0615133	0.01719	0.0156327	0.216676	0.0571141	0.138488	0.000611916	0.0170423	0.0668112	0.00847376	0.431153	0.0194815	0.0239171	0.430733	0.0862416	0.000901805	0.0438718	0.425597	3.52963	0.369572	0.371805	0.0525618	0.20606	0.278621	0.549082
3720	-13239.8	-13133.1	-106.701	0.558763	0.0187397	1.15371	0.0754864	0.315002	0.0204556	0.075264	0.0209886	0.111671	0.0446218	0.011183	0.0159043	0.00887908	0.418389	0.0287895	0.0307167	0.439327	0.0738979	0.00149757	0.0563283	0.46954	3.47263	0.370154	0.373398	0.0536467	0.202802	0.351786	0.0894509
3730	-13257.6	-13137	-120.537	0.429975	0.0472081	2.88262	0.0302558	0.0377448	0.38914	0.715636	0.0340038	0.086917	0.0338597	0.0993459	0.393495	0.00707347	0.474967	0.022935	0.0338423	0.396066	0.0651169	0.000797612	0.0412917	0.41552	3.54239	0.366908	0.370045	0.0585922	0.204454	0.240844	0.329181
3740	-13251.9	-13137.2	-114.787	0.593404	0.0124518	0.727124	0.0685218	0.162544	0.0286712	0.667626	0.0884196	0.0172932	0.0767159	0.120484	0.393495	0.00604498	0.439525	0.0257362	0.0375151	0.419574	0.0716057	0.000920643	0.0443216	0.427315	3.52744	0.377755	0.352942	0.0640764	0.205226	0.104996	0.301599
3750	-13247.7	-13138.4	-109.317	0.157807	0.0055087	0.349074	0.000366957	0.24314	0.0193491	0.23476	0.242996	0.144471	0.0661828	0.0892959	0.0365009	0.0132734	0.400508	0.0302026	0.0189067	0.470672	0.0664374	0.00212206	0.0668495	0.501951	3.42908	0.374582	0.363418	0.060515	0.201485	0.449922	0.392271
3760	-13255.5	-13143.6	-111.899	0.56451	0.0119008	0.777507	0.159962	0.0501763	0.260186	0.508794	0.137456	0.00517576	0.0755085	0.0169179	0.0365009	0.0127773	0.448503	0.0321758	0.0501013	0.40915	0.047293	0.00225919	0.0689346	0.507969	3.42084	0.36159	0.373568	0.0550745	0.209768	0.0255596	0.409931
3770	-13245.2	-13141.1	-104.131	0.26791	0.00629963	0.387446	0.00262738	0.118759	0.0608509	0.0429107	0.0410153	0.153829	0.047896	0.0500372	0.0365009	0.00879855	0.430501	0.0333268	0.0379761	0.420076	0.0693222	0.00152059	0.0567526	0.47092	3.47081	0.357616	0.377914	0.0546469	0.209823	0.178301	0.553789
3780	-13247.5	-13140.9	-106.551	0.322487	0.0179842	1.11196	0.0217101	0.231605	0.0939979	0.199467	0.0410153	0.00159033	0.00628543	0.111949	0.0183645	0.00992955	0.39218	0.0313701	0.0236529	0.472492	0.0703757	0.000920252	0.0443123	0.42728	3.52749	0.364975	0.377023	0.057157	0.200845	0.352884	0.324628
3790	-13251.2	-13145.9	-105.265	0.157436	0.0140962	0.818407	0.0245801	0.0446063	0.011432	0.247991	0.168206	0.00151548	0.0804755	0.117232	0.0170492	0.00869675	0.424243	0.0264263	0.0307199	0.459133	0.0507808	0.000821381	0.0418948	0.417911	3.53937	0.374937	0.356771	0.0553109	0.21298	0.277421	0.565143
3800	-13253.7	-13146.4	-107.36	0.149223	0.0498352	3.00577	0.0202966	0.0712734	0.0225987	0.0410964	0.0252305	0.0647397	0.0297269	0.117232	0.116332	0.0108791	0.419754	0.0245482	0.0347351	0.452723	0.0573611	0.00124417	0.0514157	0.453042	3.4943	0.374708	0.355104	0.055842	0.214346	0.716701	0.134076
3810	-13250.3	-13143.2	-107.179	0.415643	0.0298686	2.05378	0.0444757	0.0010107	0.097322	0.140373	0.0275881	0.0647397	0.171717	0.00822178	0.0894506	0.0139299	0.470029	0.0286601	0.0403804	0.402293	0.0447074	0.00238819	0.0708371	0.513356	3.41342	0.358798	0.372502	0.0554237	0.213277	0.198176	0.386181
